customer_id,name,location,device_type,signup_date,avg_session_time_min,wishlist_items_count
CUST1058,Customer 58,"MUMBAI, INDIA",mobile,2023-02-03 01:28:03.203927,0.0,6.0
CUST1061,Customer 61,NAN,desktop,2023-07-18 08:32:50.688388,0.0,4.0
cust1064,Customer 64,"MUMBAI, INDIA",desktop,2023-07-25 08:42:54.136639,0.0,4.0
CUST1065,nan,"LONDON, UK",mobile,2024-02-01 17:03:36.298542,0.0,4.0
CUST1066,Customer 66,,mobile,2023-04-14 00:22:28.570646,0.0,1.0
CUST1067,Customer 67,"São Paulo, Brazil",mobile,2024-08-09 09:44:37.789256,0.0,4.0
CUST1069,Customer 69,"Berlin, Germany",mobile,2024-12-22 09:56:39.896590,0.0,3.0
CUST1070,,"BERLIN, GERMANY",desktop,2024-07-18 12:15:44.037146,0.0,2.0
CUST1071,Customer 71,"Toronto, Canada",mobile,2023-05-26 06:16:04.500608,0.0,1.0
CUST1046,,"London, UK",desktop,2023-08-16 20:39:32.828085,0.0,3.0
cust1074,Customer 74,nan,mobile,2024-05-31 17:06:18.865665,0.0,3.0
CUST1075,Customer 75,"Berlin, Germany",desktop,2024-06-16 21:42:06.322000,0.0,4.0
CUST1076,,"Mumbai, India",mobile,2024-07-17 19:10:01.064130,0.0,4.0
CUST1077,customer 77,"New York, USA",mobile,2023-02-24 03:02:21.732082,0.0,0.0
CUST1078,Customer 78,"Mumbai, India",desktop,2023-09-20 00:55:21.869691,0.0,3.0
CUST1081,nan,"Berlin, Germany",mobile,2024-03-31 15:08:32.413426,0.0,1.0
CUST1083,Customer 83,"Sydney, Australia",mobile,2023-02-16 11:04:03.710705,0.0,5.0
CUST1084,Customer 84,"Mumbai, India",mobile,2023-08-16 07:52:25.867846,0.0,1.0
CUST1085,Customer 85,"New York, USA",mobile,2023-08-26 17:00:58.325894,0.0,3.0
CUST1086,,"New York, USA",desktop,2024-06-17 08:12:38.853947,0.0,3.0
CUST1087,CUSTOMER 87,"Tokyo, Japan",mobile,2024-04-11 01:18:29.798841,0.0,3.0
CUST1088,Customer 88,"Tokyo, Japan",mobile,2024-10-10 13:15:37.280733,0.0,2.0
CUST1090,Customer 90,"Sydney, Australia",mobile,2023-03-29 10:09:41.222670,0.0,3.0
CUST1091,Customer 91,"São Paulo, Brazil",desktop,2024-06-05 09:09:59.569345,0.0,4.0
CUST1093,Customer 93,"São Paulo, Brazil",nan,2024-02-15 07:02:49.754973,0.0,1.0
CUST1094,Customer 94,,mobile,2024-07-17 13:50:53.538442,0.0,3.0
CUST1099,customer 99,"London, UK",mobile,2023-03-20 20:50:49.902614,0.0,1.0
CUST1101,customer 101,"Toronto, Canada",desktop,2024-04-10 05:11:03.318762,0.0,6.0
CUST1102,Customer 102,"Sydney, Australia",mobile,2023-08-18 19:03:40.795211,0.0,1.0
CUST1104,Customer 104,,mobile,2024-10-25 10:20:46.386814,0.0,3.0
cust1105,nan,"Sydney, Australia",mobile,2023-07-02 05:34:58.325476,0.0,3.0
CUST1106,CUSTOMER 106,"Berlin, Germany",mobile,2023-10-27 23:45:28.806253,0.0,3.0
CUST1107,customer 107,"Mumbai, India",mobile,2024-07-06 07:23:21.028557,0.0,3.0
CUST1108,Customer 108,"mumbai, india",mobile,2023-06-17 06:02:06.055386,0.0,3.0
CUST1110,Customer 110,"NEW YORK, USA",desktop,2023-07-31 19:23:58.163709,0.0,1.0
cust1113,Customer 113,"São Paulo, Brazil",mobile,2024-08-13 17:39:50.180681,0.0,3.0
CUST1114,Customer 114,nan,mobile,2024-04-08 00:26:07.815188,0.0,6.0
CUST1115,Customer 115,"São Paulo, Brazil",mobile,2024-09-29 00:54:16.539312,0.0,3.0
cust1116,customer 116,"São Paulo, Brazil",mobile,2024-08-10 11:37:22.501625,0.0,3.0
CUST1117,Customer 117,"Berlin, Germany",mobile,2023-05-17 09:11:06.407148,0.0,2.0
CUST1119,Customer 119,"Mumbai, India",desktop,2024-01-30 06:13:13.051805,0.0,0.0
CUST1121,Customer 121,"LONDON, UK",mobile,2024-10-17 01:01:32.757088,0.0,6.0
CUST1122,Customer 122,"London, UK",desktop,2023-08-21 11:03:10.673663,0.0,6.0
CUST1123,Customer 123,"São Paulo, Brazil",mobile,2023-03-22 10:45:03.470089,0.0,3.0
cust1127,Customer 127,"TORONTO, CANADA",desktop,2024-09-21 04:39:26.469537,0.0,3.0
CUST1128,customer 128,,mobile,2023-01-06 01:58:05.440941,0.0,2.0
CUST1129,customer 129,"toronto, canada",mobile,2024-01-09 08:33:02.435115,0.0,2.0
CUST1130,Customer 130,"Toronto, Canada",mobile,2023-11-02 03:03:31.101272,0.0,2.0
CUST1132,Customer 132,"Mumbai, India",mobile,2023-03-29 14:55:04.816208,0.0,3.0
CUST1136,Customer 136,"São Paulo, Brazil",desktop,2024-01-15 05:39:45.604316,0.0,2.0
CUST1138,Customer 138,"Sydney, Australia",mobile,2023-09-23 19:31:03.878912,0.0,2.0
CUST1139,customer 139,"NEW YORK, USA",mobile,2024-12-11 08:56:41.493324,0.0,3.0
CUST1142,customer 142,"Tokyo, Japan",desktop,2023-12-30 11:43:40.034554,0.0,5.0
CUST1145,Customer 145,"Mumbai, India",mobile,2023-01-27 23:08:40.575797,0.0,1.0
CUST1147,CUSTOMER 147,"Toronto, Canada",desktop,2024-01-03 11:00:02.820698,0.0,3.0
CUST1148,CUSTOMER 148,,mobile,2023-02-07 15:08:35.562947,0.0,4.0
CUST1151,Customer 151,"Berlin, Germany",mobile,2023-06-25 02:52:25.715501,0.0,4.0
CUST1092,Customer 92,"Tokyo, Japan",mobile,2024-07-10 03:12:46.414566,0.0,3.0
CUST1154,Customer 154,"Tokyo, Japan",mobile,2024-12-21 12:15:05.640899,0.0,2.0
CUST1155,Customer 155,"New York, USA",desktop,2023-06-26 22:37:03.660232,0.0,4.0
CUST1156,Customer 156,"Toronto, Canada",desktop,2024-05-06 07:56:45.757279,0.0,2.0
CUST1157,Customer 157,"NEW YORK, USA",mobile,2024-07-10 17:51:16.312777,0.0,3.0
cust1158,Customer 158,nan,mobile,2023-06-23 17:06:47.058490,0.0,5.0
CUST1159,Customer 159,"SYDNEY, AUSTRALIA",mobile,2024-06-16 07:49:39.432167,0.0,3.0
CUST1160,CUSTOMER 160,"Tokyo, Japan",mobile,2023-09-26 20:23:14.209536,0.0,2.0
CUST1161,Customer 161,"Berlin, Germany",mobile,2024-04-07 05:10:24.570961,0.0,2.0
CUST1162,customer 162,"TORONTO, CANADA",desktop,2024-04-08 02:38:42.884121,0.0,2.0
CUST1163,Customer 163,"Mumbai, India",mobile,2024-01-27 15:37:51.806667,0.0,4.0
CUST1164,customer 164,"BERLIN, GERMANY",mobile,2023-03-08 00:02:37.413004,0.0,2.0
CUST1166,Customer 166,"Berlin, Germany",mobile,2023-08-23 11:45:55.655511,0.0,3.0
CUST1167,CUSTOMER 167,"Mumbai, India",desktop,2023-05-17 08:16:50.687238,0.0,2.0
CUST1168,Customer 168,"London, UK",desktop,2023-01-30 19:21:32.700372,0.0,2.0
CUST1146,customer 146,"São Paulo, Brazil",mobile,2024-03-21 14:11:48.031236,0.0,4.0
CUST1170,Customer 170,"tokyo, japan",desktop,2024-05-10 07:11:20.990980,0.0,5.0
CUST1172,Customer 172,"London, UK",desktop,2024-01-10 08:09:38.213289,0.0,4.0
CUST1175,Customer 175,"São Paulo, Brazil",mobile,2023-05-08 11:05:04.669669,0.0,4.0
CUST1176,Customer 176,"são paulo, brazil",mobile,2024-05-20 01:48:42.038171,0.0,0.0
CUST1177,customer 177,,mobile,2023-10-10 16:53:05.695788,0.0,1.0
CUST1178,Customer 178,"São Paulo, Brazil",desktop,2024-11-15 17:59:27.320630,0.0,4.0
CUST1179,CUSTOMER 179,"London, UK",mobile,2023-04-11 12:40:02.798750,0.0,1.0
CUST1182,customer 182,"Tokyo, Japan",tablet,2024-11-06 22:49:29.420685,0.0,2.0
CUST1183,Customer 183,"Sydney, Australia",mobile,2024-10-03 08:02:29.816577,0.0,2.0
CUST1184,Customer 184,"Tokyo, Japan",mobile,2023-07-08 13:19:40.499885,0.0,1.0
CUST1186,customer 186,"Tokyo, Japan",mobile,2024-08-20 09:20:46.609189,0.0,7.0
CUST1188,nan,"London, UK",,2024-01-23 04:11:23.088040,0.0,3.0
CUST1189,customer 189,"Tokyo, Japan",mobile,2023-06-26 19:03:23.729607,0.0,5.0
CUST1190,customer 190,"London, UK",mobile,2023-03-10 01:23:41.850192,0.0,3.0
CUST1192,Customer 192,"Berlin, Germany",desktop,2024-10-20 04:56:03.821544,0.0,3.0
CUST1193,Customer 193,"Tokyo, Japan",desktop,2024-04-07 19:07:55.079048,0.0,2.0
CUST1194,,"toronto, canada",,2023-09-05 19:56:19.154970,0.0,2.0
CUST1197,Customer 197,"London, UK",desktop,2024-10-17 18:54:08.642189,0.0,5.0
CUST1198,customer 198,"London, UK",desktop,2024-10-10 11:02:39.218306,0.0,2.0
CUST1199,Customer 199,"Berlin, Germany",nan,2024-07-24 02:08:11.675494,0.0,3.0
CUST1200,Customer 200,"BERLIN, GERMANY",desktop,2024-04-14 07:48:11.520471,0.0,6.0
CUST1201,Customer 201,"Toronto, Canada",desktop,2023-03-03 12:09:05.565143,0.0,3.0
CUST1202,Customer 202,"SYDNEY, AUSTRALIA",mobile,2023-04-29 03:36:50.976273,0.0,3.0
CUST1203,NAN,"Toronto, Canada",,2024-10-18 20:14:04.860669,0.0,7.0
CUST1204,Customer 204,"Berlin, Germany",mobile,2024-03-19 07:11:29.121604,0.0,3.0
CUST1205,Customer 205,,mobile,2023-01-07 17:21:11.064824,0.0,1.0
CUST1206,Customer 206,"Berlin, Germany",mobile,2023-03-16 04:13:00.292950,0.0,0.0
CUST1207,Customer 207,"Mumbai, India",mobile,2024-04-30 00:28:30.134034,0.0,3.0
CUST1208,Customer 208,,mobile,2023-01-04 16:48:01.537193,0.0,1.0
cust1209,customer 209,"Berlin, Germany",desktop,2023-04-28 13:12:59.234647,0.0,2.0
CUST1210,Customer 210,"NEW YORK, USA",mobile,2024-02-06 02:59:08.162331,0.0,1.0
CUST1211,Customer 211,"Sydney, Australia",desktop,2024-05-20 18:36:33.653954,0.0,3.0
cust1212,NAN,"Toronto, Canada",mobile,2024-04-21 14:00:30.012169,0.0,1.0
CUST1214,customer 214,"Toronto, Canada",mobile,2024-06-04 14:28:20.133556,0.0,4.0
CUST1215,Customer 215,"New York, USA",mobile,2023-06-23 10:17:52.767758,0.0,3.0
CUST1216,Customer 216,"mumbai, india",desktop,2023-08-26 20:48:44.296222,0.0,4.0
CUST1217,Customer 217,"Toronto, Canada",mobile,2024-06-29 16:26:42.761006,0.0,2.0
CUST1218,CUSTOMER 218,"BERLIN, GERMANY",mobile,2024-04-19 21:09:34.491184,0.0,2.0
CUST1220,,"New York, USA",desktop,2024-04-25 17:09:38.097062,0.0,3.0
CUST1221,Customer 221,"Toronto, Canada",desktop,2024-02-20 10:24:22.092903,0.0,2.0
CUST1222,Customer 222,"New York, USA",desktop,2023-03-10 11:25:48.456394,0.0,4.0
CUST1223,customer 223,"São Paulo, Brazil",mobile,2023-09-26 19:12:21.775949,0.0,6.0
CUST1224,Customer 224,"New York, USA",mobile,2023-07-13 20:42:37.218989,0.0,4.0
CUST1228,Customer 228,"MUMBAI, INDIA",mobile,2024-10-14 02:03:53.150498,0.0,1.0
CUST1229,Customer 229,"LONDON, UK",mobile,2024-04-06 08:41:45.796185,0.0,5.0
CUST1231,CUSTOMER 231,"Tokyo, Japan",desktop,2024-01-03 10:15:54.581175,0.0,3.0
CUST1233,,"New York, USA",mobile,2023-12-27 00:43:49.513289,0.0,3.0
cust1235,Customer 235,,mobile,2024-06-12 02:41:59.676532,0.0,6.0
CUST1239,Customer 239,"London, UK",desktop,2023-05-10 11:13:47.134262,0.0,2.0
CUST1240,Customer 240,"berlin, germany",desktop,2024-11-18 11:24:19.453995,0.0,3.0
CUST1243,Customer 243,"São Paulo, Brazil",mobile,2023-09-28 14:03:51.254214,0.0,4.0
CUST1244,customer 244,"São Paulo, Brazil",mobile,2023-01-12 07:10:15.169377,0.0,3.0
CUST1245,Customer 245,"Tokyo, Japan",mobile,2024-11-09 14:25:15.103341,0.0,5.0
CUST1246,Customer 246,"Mumbai, India",desktop,2023-11-10 00:03:45.713084,0.0,3.0
cust1247,CUSTOMER 247,NAN,mobile,2024-12-07 14:59:31.723088,0.0,1.0
CUST1249,Customer 249,"Sydney, Australia",mobile,2024-09-15 13:11:52.392190,0.0,7.0
CUST1250,,"são paulo, brazil",mobile,2023-08-04 05:48:40.904888,0.0,3.0
CUST1251,CUSTOMER 251,"MUMBAI, INDIA",mobile,2023-10-09 12:09:16.382132,0.0,2.0
CUST1252,customer 252,"Tokyo, Japan",,2024-09-14 04:20:30.354330,0.0,5.0
CUST1254,Customer 254,"BERLIN, GERMANY",desktop,2023-05-04 21:34:50.692299,0.0,4.0
CUST1255,Customer 255,"Toronto, Canada",desktop,2024-02-12 00:31:16.854850,0.0,1.0
CUST1258,Customer 258,"tokyo, japan",mobile,2024-02-21 17:09:11.404972,0.0,3.0
CUST1259,Customer 259,"London, UK",mobile,2023-03-13 00:51:51.864172,0.0,5.0
cust1262,Customer 262,"São Paulo, Brazil",desktop,2023-04-13 09:38:02.267915,0.0,4.0
cust1263,Customer 263,"São Paulo, Brazil",mobile,2024-01-14 21:34:31.515850,0.0,3.0
CUST1264,Customer 264,"Mumbai, India",desktop,2024-10-03 08:37:59.426054,0.0,4.0
CUST1272,,"LONDON, UK",desktop,2024-09-25 19:55:00.325810,0.0,4.0
CUST1273,CUSTOMER 273,"London, UK",tablet,2024-10-29 13:53:32.114583,0.0,5.0
CUST1274,CUSTOMER 274,"São Paulo, Brazil",desktop,2024-01-09 18:59:27.764219,0.0,1.0
CUST1275,Customer 275,"tokyo, japan",mobile,2024-01-02 14:36:06.746372,0.0,3.0
CUST1276,Customer 276,"NEW YORK, USA",desktop,2024-08-06 13:17:26.231255,0.0,3.0
CUST1279,Customer 279,"Sydney, Australia",desktop,2024-08-04 17:23:11.733313,0.0,4.0
CUST1280,Customer 280,"Toronto, Canada",mobile,2024-10-12 14:15:13.380651,0.0,3.0
CUST1282,customer 282,"New York, USA",mobile,2023-10-02 13:13:38.356015,0.0,3.0
CUST1284,CUSTOMER 284,"São Paulo, Brazil",mobile,2024-02-27 17:20:48.457093,0.0,2.0
CUST1285,customer 285,"Mumbai, India",desktop,2023-01-27 06:34:16.505364,0.0,1.0
CUST1286,NAN,"Toronto, Canada",,2023-12-07 08:27:05.868417,0.0,3.0
CUST1288,Customer 288,"sydney, australia",mobile,2023-07-29 11:04:47.018419,0.0,3.0
nan,Customer 290,"New York, USA",mobile,2023-01-23 07:05:46.985750,0.0,5.0
CUST1291,CUSTOMER 291,"Berlin, Germany",desktop,2023-01-28 07:14:11.844298,0.0,6.0
CUST1294,CUSTOMER 294,"sydney, australia",desktop,2023-04-03 21:08:58.682273,0.0,2.0
CUST1295,,"Toronto, Canada",desktop,2024-01-17 18:14:08.715845,0.0,2.0
CUST1298,Customer 298,"Berlin, Germany",desktop,2024-03-31 07:59:25.827967,0.0,3.0
CUST1299,Customer 299,"Toronto, Canada",mobile,2023-03-04 09:20:09.333062,0.0,1.0
CUST1300,Customer 300,"SÃO PAULO, BRAZIL",desktop,2023-02-07 18:42:14.818255,0.0,5.0
CUST1301,Customer 301,"Sydney, Australia",mobile,2024-01-24 10:05:08.362434,0.0,3.0
CUST1302,Customer 302,"São Paulo, Brazil",nan,2024-01-31 04:54:09.264700,0.0,4.0
CUST1303,Customer 303,"Mumbai, India",desktop,2024-04-10 23:04:12.690784,0.0,1.0
CUST1304,Customer 304,"Toronto, Canada",,2024-06-14 18:32:46.891789,0.0,3.0
CUST1305,Customer 305,"São Paulo, Brazil",mobile,2024-12-14 08:20:55.975527,0.0,4.0
CUST1306,Customer 306,"Tokyo, Japan",desktop,2024-01-13 09:58:23.918146,0.0,2.0
CUST1308,Customer 308,"New York, USA",mobile,2024-08-04 06:44:47.763680,0.0,2.0
CUST1309,Customer 309,"Sydney, Australia",desktop,2023-07-17 23:28:51.658111,0.0,4.0
CUST1312,Customer 312,"New York, USA",desktop,2023-01-19 12:45:12.392931,0.0,2.0
CUST1313,Customer 313,"Berlin, Germany",mobile,2024-12-04 16:42:13.633594,0.0,4.0
CUST1315,Customer 315,"Sydney, Australia",desktop,2024-05-23 18:10:17.298148,0.0,3.0
CUST1318,Customer 318,"Toronto, Canada",mobile,2023-04-25 08:31:53.315838,0.0,2.0
CUST1319,Customer 319,"london, uk",mobile,2023-07-02 22:15:41.059439,0.0,1.0
cust1322,Customer 322,"Berlin, Germany",mobile,2024-04-27 14:30:09.997689,0.0,1.0
CUST1325,Customer 325,"new york, usa",mobile,2024-06-23 09:39:48.623438,0.0,6.0
cust1326,Customer 326,"New York, USA",mobile,2024-02-10 05:35:14.990136,0.0,5.0
CUST1327,CUSTOMER 327,"berlin, germany",desktop,2024-03-23 04:01:43.578968,0.0,1.0
CUST1328,Customer 328,"Mumbai, India",mobile,2023-11-03 17:27:48.582839,0.0,5.0
cust1330,Customer 330,,desktop,2023-09-18 05:11:04.827328,0.0,4.0
CUST1331,,"Mumbai, India",mobile,2024-07-07 23:39:07.783153,0.0,2.0
cust1332,Customer 332,"São Paulo, Brazil",mobile,2023-01-11 12:31:09.712274,0.0,1.0
CUST1333,Customer 333,"Tokyo, Japan",desktop,2023-03-26 20:22:42.258192,0.0,3.0
CUST1334,Customer 334,"SYDNEY, AUSTRALIA",desktop,2023-02-03 15:04:13.265867,0.0,3.0
CUST1335,customer 335,"Mumbai, India",mobile,2023-01-30 18:32:45.988382,0.0,6.0
CUST1336,Customer 336,"London, UK",desktop,2024-09-17 08:12:01.749201,0.0,0.0
cust1338,Customer 338,"Mumbai, India",tablet,2023-12-13 14:54:20.367029,0.0,5.0
CUST1339,CUSTOMER 339,"Mumbai, India",mobile,2023-03-13 12:24:09.052060,0.0,1.0
CUST1340,Customer 340,"São Paulo, Brazil",nan,2023-12-26 08:54:32.086979,0.0,3.0
CUST1341,Customer 341,"Tokyo, Japan",desktop,2023-12-13 02:35:19.487667,0.0,4.0
CUST1342,Customer 342,"São Paulo, Brazil",desktop,2023-05-07 14:39:12.980525,0.0,3.0
CUST1343,Customer 343,,mobile,2023-11-14 03:29:36.003232,0.0,3.0
CUST1345,customer 345,"london, uk",mobile,2024-03-26 04:28:26.832821,0.0,1.0
CUST1346,Customer 346,"london, uk",mobile,2024-04-09 06:04:58.838959,0.0,3.0
CUST1347,customer 347,"São Paulo, Brazil",mobile,2023-02-03 02:48:48.770787,0.0,3.0
CUST1349,Customer 349,"Berlin, Germany",mobile,2024-04-02 12:05:10.900646,0.0,1.0
cust1023,Customer 23,"toronto, canada",mobile,2023-09-25 19:27:07.843480,0.0,4.0
cust1353,Customer 353,"Mumbai, India",desktop,2023-04-30 02:31:17.719380,0.0,1.0
CUST1355,Customer 355,"Sydney, Australia",mobile,2024-04-14 14:36:13.740666,0.0,3.0
CUST1225,Customer 225,"mumbai, india",mobile,2023-06-28 08:33:15.492393,0.0,1.0
CUST1357,Customer 357,"London, UK",desktop,2024-03-04 04:50:48.472302,0.0,2.0
CUST1358,customer 358,"Sydney, Australia",desktop,2024-11-18 07:23:57.680014,0.0,3.0
CUST1359,Customer 359,"São Paulo, Brazil",nan,2024-02-25 16:07:08.315956,0.0,4.0
CUST1362,Customer 362,"New York, USA",mobile,2023-12-01 23:35:19.358819,0.0,3.0
CUST1363,Customer 363,"Mumbai, India",mobile,2024-02-03 20:18:03.426332,0.0,4.0
CUST1364,Customer 364,"tokyo, japan",mobile,2024-11-19 05:03:30.978631,0.0,1.0
CUST1365,CUSTOMER 365,"Mumbai, India",mobile,2023-10-10 05:47:04.839276,0.0,3.0
CUST1367,Customer 367,"Mumbai, India",desktop,2024-10-23 19:28:17.984918,0.0,2.0
cust1368,CUSTOMER 368,"NEW YORK, USA",mobile,2023-05-24 02:57:34.807476,0.0,4.0
CUST1370,customer 370,"São Paulo, Brazil",,2023-03-15 16:02:57.322196,0.0,1.0
CUST1371,Customer 371,"London, UK",tablet,2023-01-14 07:41:01.353231,0.0,3.0
CUST1372,CUSTOMER 372,"Tokyo, Japan",desktop,2023-03-11 00:54:26.292607,0.0,4.0
CUST1373,Customer 373,"Toronto, Canada",desktop,2024-05-14 06:40:14.998140,0.0,3.0
CUST1374,CUSTOMER 374,"london, uk",desktop,2023-02-22 00:56:01.134911,0.0,4.0
CUST1376,Customer 376,"SYDNEY, AUSTRALIA",mobile,2024-09-09 14:29:32.840333,0.0,4.0
CUST1380,Customer 380,"Mumbai, India",desktop,2023-03-28 09:05:01.448860,0.0,4.0
CUST1382,Customer 382,"London, UK",mobile,2024-04-04 18:10:23.894063,0.0,3.0
cust1385,Customer 385,"Sydney, Australia",mobile,2024-08-10 08:16:09.993618,0.0,1.0
CUST1387,Customer 387,"Sydney, Australia",mobile,2023-05-10 16:59:57.681857,0.0,3.0
CUST1388,CUSTOMER 388,"são paulo, brazil",mobile,2024-07-02 16:47:06.730034,0.0,0.0
CUST1389,Customer 389,"New York, USA",mobile,2024-08-12 19:06:31.196537,0.0,3.0
CUST1393,Customer 393,"mumbai, india",nan,2024-07-21 13:23:20.339727,0.0,1.0
CUST1394,Customer 394,"Berlin, Germany",,2023-09-07 03:03:26.316716,0.0,2.0
CUST1395,Customer 395,"Mumbai, India",desktop,2024-11-11 09:12:23.473400,0.0,4.0
CUST1396,Customer 396,"LONDON, UK",desktop,2024-09-19 11:59:35.946002,0.0,4.0
CUST1397,Customer 397,"São Paulo, Brazil",nan,2023-11-10 14:16:16.378562,0.0,1.0
cust1398,Customer 398,"Sydney, Australia",desktop,2024-07-02 21:16:55.248003,0.0,3.0
CUST1399,,,desktop,2024-07-05 13:42:00.658590,0.0,3.0
CUST1400,CUSTOMER 400,"London, UK",desktop,2023-03-17 09:12:18.557487,0.0,2.0
CUST1403,Customer 403,"MUMBAI, INDIA",desktop,2024-08-27 03:22:11.227419,0.0,2.0
cust1405,CUSTOMER 405,"Tokyo, Japan",desktop,2024-10-16 15:03:34.274654,0.0,2.0
CUST1407,Customer 407,"Berlin, Germany",desktop,2023-01-08 22:08:08.727253,0.0,0.0
cust1408,Customer 408,"São Paulo, Brazil",desktop,2024-10-23 20:01:17.019478,0.0,3.0
CUST1409,Customer 409,"Toronto, Canada",mobile,2023-03-08 17:32:00.447129,0.0,4.0
CUST1410,CUSTOMER 410,"SYDNEY, AUSTRALIA",desktop,2023-08-22 10:02:18.448390,0.0,4.0
CUST1411,Customer 411,"Toronto, Canada",mobile,2024-11-25 11:53:13.739782,0.0,3.0
CUST1414,Customer 414,"toronto, canada",mobile,2024-04-06 20:57:07.381105,0.0,4.0
CUST1415,Customer 415,,desktop,2023-11-24 19:31:41.655315,0.0,4.0
CUST1375,Customer 375,"Berlin, Germany",mobile,2023-08-22 04:06:30.448345,0.0,6.0
CUST1418,Customer 418,"Berlin, Germany",mobile,2024-05-06 14:39:49.656296,0.0,4.0
CUST1421,Customer 421,"NEW YORK, USA",,2024-07-31 05:03:38.509876,0.0,5.0
CUST1422,CUSTOMER 422,"London, UK",desktop,2023-03-08 16:07:11.538790,0.0,2.0
CUST1103,customer 103,"New York, USA",desktop,2024-01-07 18:21:51.140857,0.0,7.0
CUST1425,Customer 425,,mobile,2024-02-06 16:56:04.961355,0.0,2.0
CUST1226,CUSTOMER 226,"São Paulo, Brazil",mobile,2024-12-12 06:29:49.821277,0.0,3.0
CUST1429,Customer 429,"São Paulo, Brazil",mobile,2023-03-27 13:49:25.450341,0.0,0.0
CUST1430,customer 430,"New York, USA",tablet,2023-04-15 12:38:45.851766,0.0,3.0
CUST1432,CUSTOMER 432,"Mumbai, India",desktop,2024-03-27 22:01:03.730154,0.0,4.0
CUST1433,,"sydney, australia",desktop,2023-03-15 22:05:46.427634,0.0,2.0
CUST1434,Customer 434,"SYDNEY, AUSTRALIA",mobile,2023-03-03 11:34:11.303334,0.0,3.0
CUST1435,customer 435,"TORONTO, CANADA",desktop,2024-05-27 09:48:08.792348,0.0,6.0
