event_id,customer_id,session_id,event_datetime,page_type,action,page_views_in_session,search_query,referral_source,add_to_cart,abandoned_cart
EVT200106,CUST1190,SESS102764,2024-11-29 19:26:07.477987,PRODUCT,REMOVE_FROM_CART,4.0,,social,False,False
 evt200108 ,cust1293,SESS104822,2024-07-05 07:19:37.155354,product,click_product,2.0, coffee mug ,organic_search,False,False
evt200109,CUST1271,SESS102886,2024-07-16 09:17:17.737257,product,begin_checkout,13.0,,email,False,True
EVT200110,CUST1203,SESS101637,2024-04-06 11:21:18.626271,product,VIEW_PAGE,3.0,COFFEE MUG,google_ads,False,False
EVT200113,CUST1013,SESS101724,2024-03-14 19:10:16.473613,CHECKOUT, BEGIN_CHECKOUT ,13.0,shoes,google_ads,False,True
EVT200115,CUST1198,SESS104071,2025-08-31 13:52:48.194793, home ,PURCHASE,1.0,t-shirt,direct,False,False
 evt200116 ,CUST1060,SESS103792,2025-05-25 19:46:28.486011, home ,view_page,13.0,,organic_search,False,False
EVT200119,CUST1109,SESS103220,2024-12-06 13:23:22.464139,category,click_product,11.0,LAPTOP,email,False,False
EVT200120,CUST1355,sess102788,2025-10-03 18:56:34.239028, product ,click_product,3.0,headphones,social,False,False
 evt200122 ,CUST1069,SESS101403,2025-05-12 03:44:15.694416,search_results,,,,social,False,False
EVT200123,CUST1231,SESS103119,2025-03-31 14:22:42.353654,product,begin_checkout,13.0,laptop,social,False,True
 EVT200124 ,CUST1460,sess103459,2024-05-26 05:01:58.931063,home,begin_checkout,1.0, nan ,email,False,False
EVT200125,CUST1044,SESS104816,2024-02-11 20:03:28.425482,checkout,,14.0,,social,False,False
 evt200126 ,CUST1341,SESS104185,2024-01-21 09:15:41.593585,product, nan ,10.0,,google_ads,False,True
EVT200127,CUST1363,sess100500,2024-05-27 20:09:28.041173,cart,begin_checkout,,NAN,organic_search,False,False
 EVT200128 ,CUST1281,SESS103537,2024-02-08 23:50:15.339017,product,view_page,47.353935293480475,t-shirt,google_ads,False,False
evt200131,cust1364,SESS103311,2025-10-29 01:25:16.123439,product, remove_from_cart ,1.0,LAPTOP,direct,False,False
EVT200133,CUST1260,SESS102504,2024-11-12 22:39:19.487999,product, view_page ,4.0,shoes,organic_search,False,False
 EVT200134 ,CUST1062,SESS101364,2024-06-12 04:22:08.482216,,view_page,5.0,,social,False,False
evt200135,cust1405,SESS102051,2024-07-03 20:25:25.764363, home ,,2.0,,organic_search,False,False
EVT200136,CUST1121,SESS101343,,category,view_page,12.0,laptop,google_ads,False,False
EVT200144,CUST1269,SESS102086,2025-04-12 06:39:39.876775, checkout ,view_page,14.0, nan ,social,False,False
EVT200146,CUST1421,SESS102185,2024-03-29 17:51:02.810186, cart ,click_product,11.0,,social,False,True
EVT200147,CUST1037,SESS100793,2024-08-14 20:13:06.830872,home,PURCHASE,,,google_ads,False,False
EVT200148,CUST1497,SESS103656,, category , CLICK_PRODUCT ,12.0,,organic_search,False,False
,CUST1328,SESS101926,2025-05-12 04:04:15.694416,category,view_page,6.0,,google_ads,False,False
EVT200150,CUST1230,SESS102824,2024-04-27 14:30:22.167713, product ,add_to_cart,14.0,shoes,direct,True,False
EVT200152,CUST1176,SESS103607,2025-09-06 22:18:03.307598,home,add_to_cart,5.0,,social,True,False
EVT200153,CUST1449,SESS102021,2025-03-14 06:30:01.385502,category,view_page,3.0, laptop ,google_ads,False,False
 evt200155 ,CUST1393,SESS101425,2025-02-09 00:40:06.094629,search_results,click_product,12.0,,organic_search,False,False
EVT200156,CUST1221,SESS104436,,search_results,view_page,4.0,,organic_search,False,False
EVT200158,CUST1425,SESS104339,2024-08-16 09:49:32.425716,category,begin_checkout,1.0,COFFEE MUG,email,False,False
evt200162,CUST1478,SESS104164,,category,VIEW_PAGE,1.0,headphones,organic_search,True,False
EVT200164,CUST1458,SESS104896,2025-03-08 12:23:53.881741,search_results,VIEW_PAGE,13.0,laptop,organic_search,False,False
 EVT200166 ,CUST1128,SESS102614,, product ,click_product,5.0,t-shirt,google_ads,False,False
 EVT200169 ,CUST1320,SESS102212,2024-04-01 23:34:17.780197,category,add_to_cart,8.0,shoes,social,True,False
EVT200172,CUST1328,SESS101842,,search_results, CLICK_PRODUCT ,14.0,,email,False,False
EVT200175,CUST1337,SESS103416,2024-06-08 13:35:27.800812,category,view_page,3.0,,organic_search,False,False
EVT200176,CUST1431,SESS101368,,product,add_to_cart,14.0,t-shirt,direct,True,False
EVT200177,CUST1021,sess101315,2024-10-18 16:09:25.217774,home,view_page,9.0,,social,False,False
EVT200178,cust1041,SESS104224,2024-05-25 20:00:58.941671,,view_page,9.0, laptop ,direct,False,False
EVT200181,CUST1392,SESS104470,2025-03-06 13:59:25.913490,, view_page ,1.0,NAN,email,False,False
 evt200183 ,CUST1254,SESS101130,2024-03-07 05:06:00.060055,home, add_to_cart ,8.0,laptop,google_ads,True,False
EVT200185,CUST1247,SESS103845,2025-02-26 22:27:15.462741,CATEGORY, view_page ,1.0, nan ,email,False,False
EVT200187,CUST1152,SESS103927,2024-11-13 16:03:40.966357,category,click_product,11.0,,social,False,False
EVT200188,CUST1037,sess101946,,product,click_product,5.0,headphones,organic_search,False,False
EVT200189,CUST1080,SESS104201,,search_results, view_page ,5.0,,social,False,False
EVT200193,CUST1160,SESS100000,2025-02-06 10:27:16.550388,CATEGORY, add_to_cart ,3.0,,direct,True,False
EVT200195,CUST1499,SESS101695,2024-10-10 05:43:26.344789,home,view_page,9.0,coffee mug,google_ads,False,False
evt200196,CUST1066,SESS102144,2025-08-13 13:00:41.317528, category ,VIEW_PAGE,,,email,False,False
EVT200197,CUST1263,SESS104050,2025-08-31 13:39:48.194793,product, view_page ,8.0,headphones,google_ads,False,False
EVT200199,CUST1123,SESS104840,2024-04-28 23:50:52.856359, category , purchase ,5.0,,social,False,False
 EVT200201 ,CUST1230,SESS103781,2025-02-06 17:51:45.498237,product,view_page,2.0,shoes,social,False,False
EVT200204,CUST1484,SESS102758,,category, add_to_cart ,,,organic_search,True,False
EVT200205,CUST1442,SESS103873,2024-02-13 22:50:41.357368, product , click_product ,1.0,,email,False,False
EVT200206,CUST1127,SESS102802,,product,purchase,5.0,,google_ads,False,False
,CUST1416,SESS102990,2024-10-27 21:17:39.435235,category, click_product ,1.0,NAN,google_ads,False,False
EVT200208,CUST1478,SESS102081,2024-11-12 14:49:10.981003,product,add_to_cart,13.0,coffee mug,social,True,False
EVT200209,CUST1369,SESS101540,,category,view_page,6.0,t-shirt,social,False,False
EVT200211,CUST1255,SESS103800,2024-12-06 12:12:15.861639,category,view_page,12.0, nan ,email,False,False
evt200214,CUST1254,SESS103603,2025-02-20 17:45:03.976954,search_results, click_product ,12.0,t-shirt,google_ads,False,False
 EVT200217 ,CUST1494,sess100281,2025-04-12 21:38:28.481422, CATEGORY ,view_page,12.0, nan ,direct,True,False
EVT200219,cust1180,SESS103194,2025-03-02 20:23:27.934022,,click_product,2.0,,email,False,False
EVT200220,CUST1025,SESS103663,2025-09-26 23:27:05.564677,HOME,add_to_cart,47.353935293480475,SHOES,email,True,False
EVT200222,CUST1146,SESS100737,2025-03-31 23:24:53.312689,HOME,purchase,9.0,LAPTOP,social,False,False
EVT200223,CUST1004,sess101421,, cart ,add_to_cart,14.0, NAN ,social,True,False
 EVT200225 ,CUST1451,SESS102941,2025-03-01 17:03:51.473654,search_results,view_page,5.0,NAN,social,False,False
 EVT200226 ,CUST1372,SESS104798,,cart,remove_from_cart,2.0,t-shirt,social,False,False
,CUST1187,SESS103755,2024-02-24 17:57:38.228584,home, view_page ,14.0,,social,False,False
 nan ,CUST1283,SESS101560,2025-02-28 15:19:56.599274,product,begin_checkout,8.0,,social,False,True
EVT200233,CUST1037,sess100700,2025-02-16 20:33:58.708451, search_results , click_product ,11.0, SHOES ,social,False,False
,CUST1143,SESS101445,2024-10-30 16:28:26.768187, home ,click_product,8.0, nan ,google_ads,False,False
EVT200237,CUST1065,sess100287,2025-07-02 20:57:10.070185,product,view_page,,shoes,google_ads,False,False
EVT200239,cust1406,SESS103330,,home,view_page,,shoes,social,False,True
 EVT200242 ,CUST1101,SESS104722,2024-12-10 17:04:42.522636,PRODUCT, view_page ,4.0,t-shirt,google_ads,False,False
EVT200244,CUST1020,SESS101543,2024-02-24 16:33:38.228584,cart,purchase,8.0,,social,False,False
EVT200247,CUST1411,SESS104900,2025-06-24 11:41:30.760554,cart, view_page ,13.0,,google_ads,False,False
EVT200251,CUST1476,SESS102360,2024-11-30 10:31:03.307909,home, CLICK_PRODUCT ,2.0, nan ,google_ads,False,False
EVT200253,CUST1315,SESS104831,,, view_page ,13.0, nan ,social,False,False
,cust1153,sess104859,2025-02-08 06:17:23.037006,checkout,view_page,14.0,,email,False,False
 EVT200260 ,CUST1188,SESS103089,2025-05-02 10:54:48.995099, cart ,view_page,,,social,False,False
 EVT200261 ,NAN,SESS101837,2024-02-22 23:18:32.702296, product ,view_page,10.0, nan ,social,False,False
,CUST1213,SESS101104,,cart,add_to_cart,10.0, t-shirt ,social,True,False
EVT200263,CUST1157,SESS100068,2024-01-13 19:57:54.452188,search_results,VIEW_PAGE,3.0,headphones,email,False,False
 EVT200264 ,CUST1305,SESS104752,,,,8.0,,email,False,False
EVT200266,CUST1295,SESS101946,2024-08-16 09:31:26.341487,product,click_product,1.0,,direct,False,False
EVT200267,cust1369,SESS102925,2024-05-01 16:48:59.749721,CATEGORY,VIEW_PAGE,7.0,,direct,False,False
EVT200268,CUST1298,SESS103678,2024-09-25 01:04:35.567974,checkout,view_page,7.0,headphones,social,False,False
 EVT200269 ,CUST1087,SESS101168,,product,begin_checkout,8.0,shoes,direct,False,True
EVT200272,CUST1016,SESS101026,2025-07-23 09:05:08.694912,category, view_page ,, nan ,organic_search,False,False
,CUST1485,SESS104932,2024-10-26 20:48:47.278925, product ,CLICK_PRODUCT,10.0,,social,False,False
,CUST1097,SESS103859,2025-09-01 19:37:01.722709,HOME,click_product,1.0,,organic_search,False,False
EVT200276,CUST1214,SESS101476,2024-08-03 10:31:02.815634,product,purchase,1.0, nan ,google_ads,False,False
 EVT200277 ,CUST1211,SESS101395,2024-01-11 06:39:39.238658,product,CLICK_PRODUCT,1.0, laptop ,social,False,False
 EVT200278 ,CUST1210,SESS102233,2025-10-06 16:32:34.885980, checkout ,click_product,13.0,,organic_search,False,False
EVT200283,cust1287,SESS100958,, home ,view_page,6.0,laptop,social,False,False
EVT200284,CUST1339,SESS101971,2024-10-12 12:08:51.810855,, add_to_cart ,,,social,True,False
EVT200285,CUST1269,sess103145,2024-04-23 12:40:44.012374,category,click_product,47.353935293480475, NAN ,direct,False,False
NAN,CUST1160,SESS100756,, search_results , click_product ,12.0,shoes,direct,False,False
EVT200287,CUST1235,SESS102298,, product ,view_page,11.0,NAN,nan,False,False
 nan ,CUST1175,SESS101222,,product,add_to_cart,2.0,,social,True,False
 EVT200289 ,CUST1181,SESS101561,2025-03-01 17:19:51.473654,PRODUCT,begin_checkout,8.0,,google_ads,False,False
EVT200292,CUST1142,SESS100497,2024-02-18 12:12:17.486724,category, begin_checkout ,9.0, headphones ,direct,False,True
EVT200293,CUST1152,sess101150,2024-12-14 04:02:07.083233,CATEGORY,remove_from_cart,14.0,headphones,google_ads,False,False
EVT200294,CUST1482,SESS104081,, CATEGORY , click_product ,11.0,,email,False,False
EVT200296,CUST1360,SESS102167,2024-04-28 04:47:05.432988, search_results ,CLICK_PRODUCT,8.0,headphones,email,False,False
EVT200297,CUST1353,SESS100711,2024-09-01 17:19:54.195158,search_results,NAN,9.0,coffee mug,email,False,False
EVT200303,CUST1194,SESS102968,2024-05-10 20:36:19.525604,cart,view_page,,SHOES,social,False,False
EVT200304,CUST1419,SESS104300,2024-07-06 04:33:14.412627,product,view_page,12.0,,google_ads,False,False
evt200307,CUST1147,sess101629,2024-12-14 13:04:47.729657,product,add_to_cart,1.0,shoes,organic_search,True,False
 EVT200308 ,CUST1177,SESS104315,2024-06-28 00:36:02.720694,product,add_to_cart,1.0,NAN,social,True,False
EVT200309,cust1335,SESS102178,2024-07-30 07:23:44.057183,category,view_page,4.0,,google_ads,False,False
 EVT200310 ,CUST1382,SESS104583,2025-02-05 05:16:24.589312,search_results,purchase,,t-shirt,direct,False,False
EVT200311,CUST1109,sess104174,2024-03-11 05:19:31.734260,category,purchase,,,organic_search,False,False
,CUST1356,SESS100277,2025-09-08 03:57:45.555929,search_results, add_to_cart ,8.0, headphones ,social,True,False
EVT200316,CUST1315,sess104838,, product ,view_page,5.0, shoes ,email,False,False
evt200318,CUST1342,SESS101105,,category,view_page,7.0,,direct,False,False
EVT200320,CUST1026,SESS103891,2025-05-25 21:34:50.378750,cart, begin_checkout ,7.0, shoes ,direct,False,False
EVT200321,CUST1211,SESS100391,,category,add_to_cart,9.0,shoes,email,True,False
EVT200327,CUST1244,SESS101025,,product,,7.0,,google_ads,False,False
EVT200328,CUST1387,SESS104443,2024-10-12 23:04:21.065562,search_results,view_page,11.0, NAN ,email,False,False
evt200330,CUST1330,SESS104450,,search_results,remove_from_cart,13.0,,social,False,False
 EVT200332 ,CUST1333,SESS100543,2024-09-10 21:24:49.671020,product,view_page,3.0,t-shirt,social,False,False
EVT200335,cust1467,SESS101846,,product, add_to_cart ,9.0, shoes ,organic_search,True,False
EVT200337,CUST1478,SESS103325,2025-05-10 02:11:06.199270,category,add_to_cart,,NAN,direct,True,False
EVT200339,CUST1403,SESS101157,2024-02-06 15:14:14.152770, category ,view_page,14.0,shoes,email,False,False
 evt200342 ,NAN,sess102062,,home,view_page,8.0, shoes ,email,False,False
evt200345,NAN,SESS100381,2024-01-08 08:58:41.287332,category,remove_from_cart,3.0,shoes,social,False,False
 EVT200347 ,CUST1268,SESS101244,2025-03-22 13:32:07.350392,home,purchase,6.0,coffee mug,organic_search,False,False
 nan ,CUST1455,SESS100746,,category,view_page,12.0,t-shirt,direct,False,False
EVT200350,CUST1239,SESS104022,2024-05-20 02:34:16.958867,product,click_product,1.0,shoes,google_ads,False,False
 EVT200354 ,CUST1331,SESS102953,2025-04-02 07:34:47.107980,HOME,view_page,4.0,shoes,nan,False,False
EVT200355,CUST1367,SESS100395,2024-03-14 19:28:16.473613,category,view_page,2.0, nan ,organic_search,False,False
EVT200357,CUST1404,SESS103760,2024-12-16 05:32:04.877065,category,view_page,14.0, headphones ,social,False,False
evt200360,CUST1423,SESS103598,2024-12-16 13:03:50.350657,home,purchase,4.0,NAN,organic_search,False,False
EVT200361,CUST1263,SESS103986,2025-06-17 15:33:40.035005,category,add_to_cart,6.0,coffee mug,google_ads,True,False
 nan ,CUST1044,sess100810,,cart,purchase,14.0,,direct,False,False
 nan ,CUST1342,SESS103886,2025-05-27 21:21:14.584569, product ,begin_checkout,11.0,shoes,social,False,True
 EVT200365 ,CUST1244,SESS101101,2024-11-22 02:04:24.687019,CHECKOUT,begin_checkout,8.0,shoes,direct,False,True
 EVT200367 ,CUST1003,sess101991,2024-03-25 06:19:03.516173,search_results,begin_checkout,10.0,,direct,False,False
EVT200368,CUST1196,SESS104693,2024-09-14 06:43:04.451444,,ADD_TO_CART,14.0,headphones,organic_search,True,False
 EVT200371 ,CUST1154,sess102294,2024-04-16 22:10:41.024101,product, click_product ,9.0,,google_ads,False,False
 EVT200372 ,cust1370,sess101112,2024-07-14 23:35:29.497502,search_results,add_to_cart,3.0, shoes ,google_ads,True,False
 EVT200373 ,CUST1005,SESS103112,, product , purchase ,13.0,,email,False,False
EVT200374,CUST1334,SESS101004,2024-02-11 02:40:34.206122,search_results, begin_checkout ,13.0,coffee mug,organic_search,True,False
 EVT200378 ,CUST1081,SESS103857,2025-01-03 01:45:04.627888,search_results,view_page,10.0,,social,False,False
EVT200379,CUST1351,sess102049,2025-07-25 11:36:34.045510,home, add_to_cart ,6.0,,social,True,False
 EVT200380 ,CUST1472,SESS101910,2025-10-01 10:42:05.907226,search_results, remove_from_cart ,9.0,laptop,email,False,False
EVT200382,CUST1327,SESS100289,2024-12-16 05:55:04.877065, category ,view_page,11.0,,google_ads,False,False
evt200386,CUST1232,SESS100249,,product, ADD_TO_CART ,7.0, T-SHIRT ,google_ads,True,False
EVT200387,cust1212,SESS103680,,search_results,VIEW_PAGE,5.0,laptop,social,False,False
EVT200388,CUST1467,sess100261,2025-01-10 02:26:54.765542, home , CLICK_PRODUCT ,5.0,t-shirt,google_ads,False,False
 EVT200389 ,CUST1387,SESS104782,, CATEGORY , begin_checkout ,4.0,HEADPHONES,email,False,False
EVT200390,CUST1410,SESS101676,,home, nan ,9.0,shoes,direct,False,False
evt200391,CUST1390,SESS103022,,category,click_product,14.0,coffee mug,google_ads,False,False
EVT200392,CUST1348,SESS104007,2024-05-24 10:29:18.090389,cart, remove_from_cart ,13.0,,email,False,False
EVT200393,CUST1269,SESS103716,2024-04-13 03:52:43.959927,search_results,view_page,8.0,t-shirt,social,False,False
EVT200395,CUST1039,SESS100159,2024-10-04 02:41:16.562957, product ,begin_checkout,7.0,shoes,social,False,True
EVT200398,CUST1462,SESS103174,2024-03-12 02:01:20.938232,category, nan ,9.0, t-shirt ,email,False,False
EVT200399,CUST1103,SESS101090,2025-07-23 10:02:08.694912, nan , nan ,2.0,NAN,google_ads,False,False
EVT200400,CUST1274,sess104779,2024-03-23 18:58:56.822702,category, ADD_TO_CART ,6.0,,direct,True,False
 EVT200401 ,CUST1084,SESS104166,2025-06-17 14:45:40.035005,product,view_page,5.0, t-shirt ,social,False,False
EVT200402,cust1437,SESS103672,2024-07-29 23:30:44.960353,product,view_page,5.0,coffee mug,google_ads,False,False
EVT200404,CUST1348,sess102113,2024-09-29 06:38:36.501532,product,ADD_TO_CART,7.0, shoes ,email,True,False
EVT200405,cust1367,SESS104131,2024-09-27 23:56:58.738992,search_results,view_page,7.0,,google_ads,False,False
 EVT200407 ,CUST1460,SESS104709,2024-07-26 15:26:22.712958,SEARCH_RESULTS, NAN ,4.0,,social,False,False
 EVT200409 ,CUST1232,SESS104606,2025-06-05 12:45:43.611762, category ,VIEW_PAGE,1.0,,social,False,True
EVT200411,CUST1233,SESS101071,2025-03-05 14:51:09.377462, product ,begin_checkout,2.0, nan ,direct,False,False
EVT200412,CUST1029,SESS100736,,CATEGORY,,5.0,,social,False,False
EVT200414,CUST1370,SESS100116,2024-10-28 07:02:20.855211,product,begin_checkout,1.0,,social,False,False
EVT200415,CUST1202,SESS103819,2024-02-21 09:32:44.147710,,add_to_cart,3.0,shoes,social,True,False
EVT200416,CUST1418,SESS100634,2024-10-07 16:01:54.915289,product,click_product,12.0,,social,False,False
evt200417,CUST1381,SESS101884,2024-01-08 02:17:13.151999,home,remove_from_cart,14.0, nan ,direct,False,False
EVT200421,cust1277,SESS103685,2024-07-12 22:10:12.472522,product,add_to_cart,13.0,NAN,google_ads,True,False
 nan ,CUST1478,SESS100449,2024-09-02 07:03:56.170660,category,click_product,13.0,headphones,email,False,False
NAN,CUST1478,SESS104571,2025-02-13 04:06:01.260068,product,view_page,1.0,,social,False,False
 EVT200424 ,cust1016,SESS101446,,product,begin_checkout,6.0,t-shirt,organic_search,False,False
 evt200425 ,CUST1209,SESS104887,2024-07-21 18:25:50.813380,home,purchase,6.0,shoes,organic_search,False,False
EVT200428,CUST1191,SESS103283,, product ,add_to_cart,3.0,shoes,organic_search,True,False
EVT200429,CUST1229,SESS100471,2025-10-15 02:52:56.695921,product,begin_checkout,1.0,shoes,nan,False,False
EVT200430,CUST1192,SESS103063,,category, nan ,7.0,,google_ads,False,False
EVT200431,CUST1349,SESS101542,2024-08-26 17:29:02.747727,category,view_page,10.0,,google_ads,False,False
 EVT200434 ,cust1275,sess101153,,search_results,begin_checkout,2.0,NAN,email,False,True
