event_id,customer_id,session_id,event_datetime,page_type,action,page_views_in_session,search_query,referral_source,add_to_cart,abandoned_cart
EVT200018,CUST1280,SESS100987,2024-02-20 07:18:35.023024,cart,begin_checkout,8,shoes,email,False,True
EVT200019,CUST1216,SESS104456,2024-01-11 16:51:52.431309,cart,add_to_cart,5,laptop,email,True,False
EVT200020,CUST1397,SESS101392,2025-05-02 06:28:37.217551,product,add_to_cart,9,coffee mug,email,True,False
EVT200021,CUST1121,SESS100950,2025-05-07 14:06:22.409568,home,begin_checkout,14,t-shirt,direct,False,True
EVT200022,CUST1062,SESS101923,2024-11-22 03:27:51.532854,cart,click_product,10,,google_ads,False,False
EVT200023,CUST1122,SESS104113,2024-08-28 12:09:56.462572,search_results,purchase,10,,organic_search,False,False
EVT200024,CUST1327,SESS100527,2025-08-18 07:59:55.006105,search_results,click_product,11,coffee mug,organic_search,False,False
EVT200025,CUST1032,SESS101032,2024-01-11 15:52:52.431309,category,add_to_cart,10,,google_ads,True,False
EVT200026,CUST1428,SESS102138,2024-06-05 20:21:15.069820,cart,view_page,11,coffee mug,organic_search,False,False
EVT200027,CUST1305,SESS103385,2024-12-20 16:57:04.288566,cart,view_page,11,,google_ads,False,False
EVT200028,CUST1008,SESS104133,2025-05-07 18:16:32.943835,product,view_page,1,coffee mug,email,False,False
EVT200029,CUST1294,SESS101999,2025-03-26 06:17:17.464774,category,click_product,12,coffee mug,direct,False,False
EVT200030,CUST1367,SESS101677,2025-01-25 20:57:36.742261,cart,add_to_cart,2,,email,True,False
EVT200031,CUST1149,SESS102441,2025-08-09 18:37:41.849479,product,add_to_cart,1,,facebook,True,False
EVT200032,CUST1000,SESS101496,2025-03-29 00:06:35.718953,checkout,purchase,2,,facebook,False,False
EVT200033,CUST1123,SESS100094,2024-03-16 06:31:03.623167,search_results,add_to_cart,7,headphones,google_ads,True,False
EVT200034,CUST1213,SESS104950,2024-06-10 13:06:52.852955,category,begin_checkout,7,,email,False,False
EVT200035,CUST1340,SESS101946,2025-01-15 04:05:12.426049,checkout,add_to_cart,7,shoes,direct,True,False
EVT200036,CUST1268,SESS102883,2025-02-21 16:44:38.303594,home,view_page,1,,google_ads,False,False
EVT200037,CUST1034,SESS102376,2025-04-16 18:19:34.596998,category,click_product,5,,organic_search,False,False
EVT200038,CUST1278,SESS100307,2025-01-31 04:24:07.444232,product,view_page,1,shoes,google_ads,False,False
EVT200039,CUST1402,SESS102371,2025-01-31 04:57:07.444232,category,view_page,4,t-shirt,instagram,False,False
EVT200040,CUST1283,SESS101648,2024-01-20 08:04:22.739477,checkout,begin_checkout,2,,organic_search,False,False
EVT200041,CUST1199,SESS102778,2025-10-13 13:13:42.227242,home,view_page,3,laptop,google_ads,False,False
EVT200042,CUST1022,SESS102648,2024-11-19 12:59:12.582898,cart,begin_checkout,13,,direct,False,False
EVT200043,CUST1191,SESS101255,2025-04-19 04:43:17.681861,product,click_product,14,,instagram,False,False
EVT200044,CUST1382,SESS104830,2024-09-18 11:35:08.637053,home,view_page,9,,facebook,False,False
EVT200045,CUST1182,SESS102142,2024-01-28 20:42:56.496784,home,view_page,10,,google_ads,False,False
EVT200046,CUST1176,SESS104089,2025-04-12 21:47:28.481422,checkout,purchase,12,headphones,facebook,False,False
EVT200047,CUST1375,SESS102807,2024-05-18 09:14:23.577132,product,remove_from_cart,13,t-shirt,facebook,False,False
EVT200048,CUST1395,SESS104315,2025-04-09 22:28:04.876698,category,click_product,4,,facebook,False,False
EVT200049,CUST1376,SESS103546,2024-08-29 01:08:49.561853,product,purchase,10,coffee mug,direct,False,False
EVT200050,CUST1068,SESS103249,2025-04-26 22:03:13.655246,cart,click_product,12,coffee mug,google_ads,False,False
EVT200051,CUST1180,SESS100160,2025-06-28 03:11:51.949203,home,purchase,1,coffee mug,facebook,False,False
EVT200052,CUST1173,SESS101915,2024-11-26 14:55:30.128443,product,click_product,10,t-shirt,direct,False,False
EVT200053,CUST1425,SESS101000,2025-01-28 11:55:08.939476,product,view_page,2,coffee mug,google_ads,False,False
EVT200054,CUST1356,SESS103181,2025-01-05 02:01:46.840002,product,begin_checkout,13,headphones,direct,False,False
EVT200055,CUST1323,SESS101494,2025-08-16 08:38:45.070285,home,begin_checkout,2,shoes,email,False,False
EVT200056,CUST1415,SESS104522,2024-07-13 12:15:08.820107,checkout,purchase,1,coffee mug,facebook,False,False
EVT200057,CUST1032,SESS102629,2024-10-23 01:25:41.330140,search_results,view_page,3,t-shirt,facebook,False,False
EVT200058,CUST1018,SESS101643,2025-06-17 12:39:25.614193,product,add_to_cart,7,t-shirt,facebook,True,False
EVT200059,CUST1103,SESS102542,2025-02-02 02:37:47.429852,product,click_product,5,coffee mug,organic_search,False,False
EVT200060,CUST1405,SESS101305,2025-04-01 20:05:38.895978,search_results,add_to_cart,9,t-shirt,organic_search,True,False
EVT200061,CUST1453,SESS100566,2024-07-13 22:52:12.663119,product,begin_checkout,5,,instagram,False,False
EVT200062,CUST1161,SESS101682,2024-09-10 17:38:52.666904,home,click_product,4,,email,False,False
EVT200063,CUST1263,SESS100770,2025-01-30 09:50:45.745036,product,view_page,5,t-shirt,direct,False,False
EVT200064,CUST1417,SESS100038,2025-03-10 10:38:18.072135,home,view_page,9,coffee mug,organic_search,False,False
EVT200065,CUST1242,SESS102099,2025-04-03 22:27:52.344758,category,view_page,14,,instagram,False,False
EVT200066,CUST1018,SESS103234,2025-10-31 21:25:33.064829,product,view_page,13,headphones,instagram,False,False
EVT200067,CUST1146,SESS101388,2024-08-06 11:01:07.406707,category,view_page,4,headphones,google_ads,False,False
EVT200068,CUST1441,SESS101833,2024-11-22 03:25:51.532854,home,view_page,5,,direct,False,False
EVT200069,CUST1443,SESS100106,2025-02-25 23:46:53.501804,home,view_page,11,laptop,google_ads,False,False
EVT200070,CUST1139,SESS104693,2024-08-16 10:13:32.425716,home,view_page,6,t-shirt,email,False,False
EVT200071,CUST1409,SESS103044,2024-01-18 07:55:31.714602,cart,view_page,8,coffee mug,organic_search,False,False
EVT200072,CUST1223,SESS103997,2024-12-17 10:33:09.240388,category,view_page,8,t-shirt,direct,False,False
EVT200073,CUST1380,SESS104759,2024-01-03 14:34:19.752810,home,click_product,10,headphones,direct,False,False
EVT200074,CUST1458,SESS101699,2025-02-16 20:23:58.708451,product,purchase,10,,google_ads,False,False
EVT200075,CUST1173,SESS102757,2024-09-17 23:40:03.709928,category,add_to_cart,12,,direct,True,False
EVT200076,CUST1254,SESS104992,2025-06-26 08:32:38.452135,search_results,click_product,11,t-shirt,email,False,False
EVT200077,CUST1188,SESS104718,2024-05-14 10:22:50.434405,category,click_product,12,,direct,False,False
EVT200078,CUST1136,SESS100338,2024-05-25 11:19:11.747553,product,purchase,13,t-shirt,email,False,False
EVT200079,CUST1372,SESS104380,2025-03-09 00:42:03.610614,search_results,click_product,9,,facebook,False,False
EVT200080,CUST1040,SESS102718,2024-01-12 19:41:03.032419,search_results,remove_from_cart,13,,organic_search,False,False
EVT200081,CUST1308,SESS100562,2024-11-04 04:50:18.894326,product,add_to_cart,13,,instagram,True,False
EVT200082,CUST1279,SESS104826,2025-01-25 14:59:42.115829,category,view_page,2,,google_ads,False,False
EVT200083,CUST1164,SESS100865,2025-02-20 22:42:54.852637,category,begin_checkout,9,headphones,instagram,False,False
EVT200084,CUST1040,SESS100357,2025-06-17 14:20:40.035005,home,view_page,14,laptop,direct,False,False
EVT200085,CUST1338,SESS102596,2024-01-16 19:36:31.830895,product,begin_checkout,4,,instagram,False,False
EVT200086,CUST1156,SESS102538,2024-01-09 10:39:04.409201,search_results,view_page,1,coffee mug,email,False,False
EVT200087,CUST1308,SESS101622,2025-07-10 13:14:23.146148,home,view_page,4,coffee mug,direct,False,False
EVT200088,CUST1085,SESS101121,2024-11-29 19:40:07.477987,category,view_page,14,shoes,google_ads,False,False
EVT200089,CUST1179,SESS104812,2025-04-17 14:01:49.557797,product,view_page,5,,facebook,False,False
EVT200090,CUST1021,SESS103787,2025-03-29 00:36:35.718953,home,remove_from_cart,4,shoes,email,False,False
EVT200091,CUST1314,SESS101716,2024-10-05 04:54:14.098215,category,click_product,1,,email,False,False
EVT200092,CUST1140,SESS101982,2025-02-26 20:45:42.510626,category,purchase,3,headphones,email,False,False
EVT200093,CUST1038,SESS101139,2025-09-14 22:58:03.239635,product,purchase,11,headphones,direct,False,False
EVT200094,CUST1186,SESS100850,2024-09-15 16:07:29.843424,search_results,view_page,6,t-shirt,direct,False,False
EVT200095,CUST1410,SESS104908,2025-01-29 02:00:01.677803,product,view_page,7,coffee mug,email,False,False
EVT200096,CUST1487,SESS101333,2024-04-07 11:00:05.484827,checkout,purchase,4,laptop,organic_search,False,False
EVT200097,CUST1073,SESS101772,2024-09-13 06:32:00.454205,search_results,click_product,3,,facebook,False,False
EVT200098,CUST1017,SESS103982,2025-01-06 08:06:14.741365,search_results,view_page,10,,google_ads,False,False
EVT200099,CUST1034,SESS104999,2024-10-24 17:40:38.157688,search_results,view_page,5,t-shirt,facebook,False,False
EVT200100,CUST1398,SESS103094,2024-11-20 01:15:06.329434,category,purchase,12,headphones,instagram,False,False
EVT200101,CUST1185,SESS103735,2024-08-15 13:34:26.298546,cart,click_product,14,laptop,instagram,False,False
EVT200102,CUST1486,SESS104848,2025-09-17 03:06:19.180693,home,add_to_cart,11,,facebook,True,False
EVT200103,CUST1016,SESS100105,2024-11-26 16:17:55.366314,product,remove_from_cart,12,,organic_search,False,False
EVT200104,CUST1347,SESS104311,2025-05-14 15:00:54.375346,search_results,view_page,3,,facebook,False,False
EVT200105,CUST1485,SESS102419,2025-02-01 17:14:09.294695,search_results,purchase,12,,email,False,False
EVT200106,CUST1190,SESS102764,2024-11-29 19:26:07.477987,product,remove_from_cart,4,,facebook,False,False
EVT200107,CUST1390,SESS100111,2024-03-30 19:31:13.082338,cart,begin_checkout,10,,organic_search,False,True
EVT200108,CUST1293,SESS104822,2024-07-05 07:19:37.155354,product,click_product,2,coffee mug,organic_search,False,False
EVT200109,CUST1271,SESS102886,2024-07-16 09:17:17.737257,product,begin_checkout,13,,email,False,False
EVT200110,CUST1203,SESS101637,2024-04-06 11:21:18.626271,product,view_page,3,coffee mug,google_ads,False,False
EVT200111,CUST1332,SESS103205,2024-05-09 02:30:22.089586,category,purchase,13,headphones,email,False,False
EVT200112,CUST1127,SESS100012,2024-03-05 17:11:50.136136,product,view_page,6,,direct,False,False
EVT200113,CUST1013,SESS101724,2024-03-14 19:10:16.473613,checkout,begin_checkout,13,shoes,google_ads,False,True
EVT200114,CUST1255,SESS101308,2025-08-07 18:35:36.594667,product,add_to_cart,3,,email,True,False
EVT200115,CUST1198,SESS104071,2025-08-31 13:52:48.194793,home,purchase,1,t-shirt,direct,False,False
EVT200116,CUST1060,SESS103792,2025-05-25 19:46:28.486011,home,view_page,13,,organic_search,False,False
EVT200117,CUST1396,SESS104602,2024-03-04 05:26:41.085123,checkout,view_page,4,,email,False,False
EVT200118,CUST1360,SESS101825,2024-01-09 10:42:04.409201,product,view_page,9,,direct,False,False
EVT200119,CUST1109,SESS103220,2024-12-06 13:23:22.464139,category,click_product,11,laptop,email,False,False
EVT200120,CUST1355,SESS102788,2025-10-03 18:56:34.239028,product,click_product,3,headphones,facebook,False,False
EVT200121,CUST1102,SESS103379,2024-12-20 15:17:14.038136,product,view_page,14,coffee mug,instagram,False,False
EVT200122,CUST1069,SESS101403,2025-05-12 03:44:15.694416,search_results,purchase,12,,instagram,False,False
EVT200123,CUST1231,SESS103119,2025-03-31 14:22:42.353654,product,begin_checkout,13,laptop,instagram,False,True
EVT200124,CUST1460,SESS103459,2024-05-26 05:01:58.931063,home,begin_checkout,1,,email,False,False
EVT200125,CUST1044,SESS104816,2024-02-11 20:03:28.425482,checkout,view_page,14,,instagram,False,False
EVT200126,CUST1341,SESS104185,2024-01-21 09:15:41.593585,product,begin_checkout,10,,google_ads,False,True
EVT200127,CUST1363,SESS100500,2024-05-27 20:09:28.041173,cart,begin_checkout,8,,organic_search,False,False
EVT200128,CUST1281,SESS103537,2024-02-08 23:50:15.339017,product,view_page,3,t-shirt,google_ads,False,False
EVT200129,CUST1148,SESS104163,2025-08-16 12:46:39.360901,category,purchase,2,,instagram,False,False
EVT200130,CUST1435,SESS104004,2025-07-14 21:05:51.783322,home,view_page,5,,facebook,False,False
EVT200131,CUST1364,SESS103311,2025-10-29 01:25:16.123439,product,remove_from_cart,1,laptop,direct,False,False
EVT200132,CUST1406,SESS103715,2025-01-09 11:14:05.172772,checkout,begin_checkout,6,,facebook,False,False
EVT200133,CUST1260,SESS102504,2024-11-12 22:39:19.487999,product,view_page,4,shoes,organic_search,False,False
EVT200134,CUST1062,SESS101364,2024-06-12 04:22:08.482216,product,view_page,5,,facebook,False,False
EVT200135,CUST1405,SESS102051,2024-07-03 20:25:25.764363,home,view_page,2,,organic_search,False,False
EVT200136,CUST1121,SESS101343,2025-03-22 13:13:07.350392,category,view_page,12,laptop,google_ads,False,False
EVT200137,CUST1013,SESS104996,2025-10-12 07:00:08.779131,cart,click_product,9,,email,False,False
EVT200138,CUST1283,SESS101505,2025-07-23 10:02:08.694912,product,purchase,11,coffee mug,organic_search,False,False
EVT200139,CUST1188,SESS101230,2024-11-07 16:17:12.112547,category,view_page,11,,google_ads,False,False
EVT200140,CUST1411,SESS104268,2025-03-14 04:47:01.385502,category,view_page,2,laptop,instagram,False,False
EVT200141,CUST1066,SESS103051,2024-09-09 13:19:02.429868,product,add_to_cart,2,shoes,google_ads,True,False
EVT200142,CUST1033,SESS104721,2025-02-17 23:44:44.890604,product,remove_from_cart,5,t-shirt,google_ads,False,False
EVT200143,CUST1203,SESS101003,2025-01-05 00:48:46.840002,cart,click_product,2,,instagram,False,False
EVT200144,CUST1269,SESS102086,2025-04-12 06:39:39.876775,checkout,view_page,14,,facebook,False,False
EVT200145,CUST1393,SESS103408,2025-03-30 01:20:09.052221,search_results,view_page,8,,organic_search,False,False
EVT200146,CUST1421,SESS102185,2024-03-29 17:51:02.810186,cart,click_product,11,,facebook,False,False
EVT200147,CUST1037,SESS100793,2024-08-14 20:13:06.830872,home,purchase,5,,google_ads,False,False
EVT200148,CUST1497,SESS103656,2024-02-03 06:19:49.003844,category,click_product,12,,organic_search,False,False
EVT200149,CUST1328,SESS101926,2025-05-12 04:04:15.694416,category,view_page,6,,google_ads,False,False
EVT200150,CUST1230,SESS102824,2024-04-27 14:30:22.167713,product,add_to_cart,14,shoes,direct,True,False
EVT200151,CUST1348,SESS101868,2024-05-31 13:16:03.809345,cart,click_product,1,,email,False,False
EVT200152,CUST1176,SESS103607,2025-09-06 22:18:03.307598,home,add_to_cart,5,,instagram,True,False
EVT200153,CUST1449,SESS102021,2025-03-14 06:30:01.385502,category,view_page,3,laptop,google_ads,False,False
EVT200154,CUST1327,SESS102244,2024-04-16 21:37:09.012779,category,begin_checkout,10,laptop,instagram,False,True
EVT200155,CUST1393,SESS101425,2025-02-09 00:40:06.094629,search_results,click_product,12,,organic_search,False,False
EVT200156,CUST1221,SESS104436,2025-07-25 11:55:34.045510,search_results,view_page,4,,organic_search,False,False
EVT200157,CUST1466,SESS102737,2024-09-13 00:24:35.150800,home,remove_from_cart,10,headphones,google_ads,False,False
EVT200158,CUST1425,SESS104339,2024-08-16 09:49:32.425716,category,begin_checkout,1,coffee mug,email,False,False
EVT200159,CUST1265,SESS104925,2025-09-04 20:39:18.708791,product,add_to_cart,8,headphones,organic_search,True,False
EVT200160,CUST1155,SESS100184,2025-07-23 02:30:16.919704,category,begin_checkout,6,,organic_search,False,True
EVT200161,CUST1082,SESS103138,2025-08-14 18:29:39.447642,home,purchase,2,headphones,instagram,False,False
EVT200162,CUST1478,SESS104164,2024-05-07 16:30:46.180787,category,view_page,1,headphones,organic_search,False,False
EVT200163,CUST1177,SESS103696,2024-06-05 16:34:44.249277,product,view_page,7,t-shirt,direct,False,False
EVT200164,CUST1458,SESS104896,2025-03-08 12:23:53.881741,search_results,view_page,13,laptop,organic_search,False,False
EVT200165,CUST1433,SESS100037,2024-12-14 13:21:47.729657,home,view_page,9,laptop,instagram,False,False
EVT200166,CUST1128,SESS102614,2024-06-24 22:50:45.638811,product,click_product,5,t-shirt,google_ads,False,False
EVT200167,CUST1325,SESS102873,2025-07-31 11:03:08.626227,product,add_to_cart,13,laptop,facebook,True,False
EVT200168,CUST1140,SESS104228,2024-08-14 19:57:06.830872,product,purchase,1,coffee mug,facebook,False,False
EVT200169,CUST1320,SESS102212,2024-04-01 23:34:17.780197,category,add_to_cart,8,shoes,instagram,True,False
EVT200170,CUST1314,SESS101628,2025-05-21 11:35:10.740422,product,view_page,7,t-shirt,direct,False,False
EVT200171,CUST1047,SESS101409,2025-07-25 11:10:34.045510,search_results,view_page,7,shoes,google_ads,False,False
EVT200172,CUST1328,SESS101842,2024-01-19 09:55:35.922752,search_results,click_product,14,,email,False,False
EVT200173,CUST1303,SESS102560,2025-06-21 11:02:27.775490,product,view_page,9,,direct,False,False
EVT200174,CUST1078,SESS103773,2024-04-26 03:28:31.480540,category,click_product,8,,direct,False,False
EVT200175,CUST1337,SESS103416,2024-06-08 13:35:27.800812,category,view_page,3,,organic_search,False,False
EVT200176,CUST1431,SESS101368,2025-03-05 15:32:09.377462,product,add_to_cart,14,t-shirt,direct,True,False
EVT200177,CUST1021,SESS101315,2024-10-18 16:09:25.217774,home,view_page,9,,instagram,False,False
EVT200178,CUST1041,SESS104224,2024-05-25 20:00:58.941671,home,view_page,9,laptop,direct,False,False
EVT200179,CUST1485,SESS104710,2024-08-24 06:45:23.564386,category,remove_from_cart,6,,organic_search,False,False
EVT200180,CUST1135,SESS101238,2024-12-01 19:09:48.198611,category,purchase,5,,google_ads,False,False
EVT200181,CUST1392,SESS104470,2025-03-06 13:59:25.913490,cart,view_page,1,,email,False,False
EVT200182,CUST1213,SESS101840,2025-05-15 02:50:51.119610,home,view_page,9,coffee mug,facebook,False,False
EVT200183,CUST1254,SESS101130,2024-03-07 05:06:00.060055,home,add_to_cart,8,laptop,google_ads,True,False
EVT200184,CUST1148,SESS103969,2024-06-29 11:49:22.777510,search_results,add_to_cart,12,,facebook,True,False
EVT200185,CUST1247,SESS103845,2025-02-26 22:27:15.462741,category,view_page,1,,email,False,False
EVT200186,CUST1412,SESS104841,2025-09-15 00:02:03.239635,category,begin_checkout,1,,google_ads,False,True
EVT200187,CUST1152,SESS103927,2024-11-13 16:03:40.966357,category,click_product,11,,facebook,False,False
EVT200188,CUST1037,SESS101946,2025-10-08 04:38:14.370181,product,click_product,5,headphones,organic_search,False,False
EVT200189,CUST1080,SESS104201,2024-01-03 14:41:19.752810,search_results,view_page,5,,instagram,False,False
EVT200190,CUST1212,SESS101558,2024-03-12 08:24:38.598846,category,purchase,2,,instagram,False,False
EVT200191,CUST1237,SESS104373,2024-01-11 06:46:39.238658,product,view_page,14,shoes,email,False,False
EVT200192,CUST1174,SESS102144,2025-01-25 21:50:36.742261,search_results,view_page,1,,facebook,False,False
EVT200193,CUST1160,SESS100000,2025-02-06 10:27:16.550388,category,add_to_cart,3,,direct,True,False
EVT200194,CUST1375,SESS104119,2024-08-21 18:12:10.676447,category,purchase,11,,direct,False,False
EVT200195,CUST1499,SESS101695,2024-10-10 05:43:26.344789,home,view_page,9,coffee mug,google_ads,False,False
EVT200196,CUST1066,SESS102144,2025-08-13 13:00:41.317528,category,view_page,7,,email,False,False
EVT200197,CUST1263,SESS104050,2025-08-31 13:39:48.194793,product,view_page,8,headphones,google_ads,False,False
EVT200198,CUST1054,SESS104499,2025-02-06 08:53:16.550388,product,add_to_cart,2,t-shirt,direct,True,False
EVT200199,CUST1123,SESS104840,2024-04-28 23:50:52.856359,category,purchase,5,,instagram,False,False
EVT200200,CUST1062,SESS102499,2024-06-28 17:46:56.777295,category,purchase,10,,google_ads,False,False
EVT200201,CUST1230,SESS103781,2025-02-06 17:51:45.498237,product,view_page,2,shoes,facebook,False,False
EVT200202,CUST1072,SESS102446,2025-07-02 21:44:10.070185,product,click_product,12,headphones,facebook,False,False
EVT200203,CUST1025,SESS104755,2025-01-11 03:59:44.821793,product,add_to_cart,11,,email,True,False
EVT200204,CUST1484,SESS102758,2024-07-11 05:55:51.847809,category,add_to_cart,1,,organic_search,True,False
EVT200205,CUST1442,SESS103873,2024-02-13 22:50:41.357368,product,click_product,1,,email,False,False
EVT200206,CUST1127,SESS102802,2025-01-29 00:22:01.677803,product,purchase,5,,google_ads,False,False
EVT200207,CUST1416,SESS102990,2024-10-27 21:17:39.435235,category,click_product,1,,google_ads,False,False
EVT200208,CUST1478,SESS102081,2024-11-12 14:49:10.981003,product,add_to_cart,13,coffee mug,instagram,True,False
EVT200209,CUST1369,SESS101540,2024-06-18 03:09:10.474571,category,view_page,6,t-shirt,instagram,False,False
EVT200210,CUST1097,SESS104733,2024-03-18 04:09:18.221177,product,view_page,5,t-shirt,email,False,False
EVT200211,CUST1255,SESS103800,2024-12-06 12:12:15.861639,category,view_page,12,,email,False,False
EVT200212,CUST1239,SESS104797,2025-05-31 01:21:42.785940,category,view_page,4,coffee mug,direct,False,False
EVT200213,CUST1450,SESS104111,2024-11-24 20:44:46.719805,category,click_product,12,,email,False,False
EVT200214,CUST1254,SESS103603,2025-02-20 17:45:03.976954,search_results,click_product,12,t-shirt,google_ads,False,False
EVT200215,CUST1046,SESS100019,2025-07-02 11:34:44.919838,category,click_product,2,t-shirt,instagram,False,False
EVT200216,CUST1258,SESS101626,2025-08-18 07:31:55.006105,cart,add_to_cart,3,,organic_search,True,False
EVT200217,CUST1494,SESS100281,2025-04-12 21:38:28.481422,category,view_page,12,laptop,direct,False,False
EVT200218,CUST1110,SESS104957,2024-09-27 23:40:58.738992,product,begin_checkout,9,laptop,facebook,False,False
EVT200219,CUST1180,SESS103194,2025-03-02 20:23:27.934022,category,click_product,2,,email,False,False
EVT200220,CUST1025,SESS103663,2025-09-26 23:27:05.564677,home,add_to_cart,8,shoes,email,True,False
EVT200221,CUST1253,SESS102786,2024-12-30 12:08:06.630972,checkout,view_page,8,,email,False,False
EVT200222,CUST1146,SESS100737,2025-03-31 23:24:53.312689,home,purchase,9,laptop,instagram,False,False
EVT200223,CUST1004,SESS101421,2024-01-01 10:52:25.682588,cart,add_to_cart,14,,instagram,True,False
EVT200224,CUST1220,SESS103329,2025-04-07 00:23:44.497588,category,view_page,11,coffee mug,instagram,False,False
EVT200225,CUST1451,SESS102941,2025-03-01 17:03:51.473654,search_results,view_page,5,,instagram,False,False
EVT200226,CUST1372,SESS104798,2024-07-31 14:17:24.692820,cart,remove_from_cart,2,t-shirt,facebook,False,False
EVT200227,CUST1391,SESS104021,2024-02-17 15:44:36.677059,category,add_to_cart,5,,instagram,True,False
EVT200228,CUST1187,SESS103755,2024-02-24 17:57:38.228584,home,view_page,14,,facebook,False,False
EVT200229,CUST1205,SESS103524,2024-11-03 08:11:41.735762,product,click_product,14,,instagram,False,False
EVT200230,CUST1291,SESS100684,2025-08-31 14:14:48.194793,product,view_page,4,t-shirt,google_ads,False,False
EVT200231,CUST1099,SESS101156,2024-12-13 17:23:07.797875,product,view_page,10,,instagram,False,False
EVT200232,CUST1283,SESS101560,2025-02-28 15:19:56.599274,product,begin_checkout,8,,instagram,False,True
EVT200233,CUST1037,SESS100700,2025-02-16 20:33:58.708451,search_results,click_product,11,shoes,instagram,False,False
EVT200234,CUST1258,SESS100522,2024-01-24 13:41:27.955704,category,remove_from_cart,13,,direct,False,False
EVT200235,CUST1391,SESS104482,2024-07-07 18:25:34.891016,cart,remove_from_cart,10,,direct,False,False
EVT200236,CUST1143,SESS101445,2024-10-30 16:28:26.768187,home,click_product,8,,google_ads,False,False
EVT200237,CUST1065,SESS100287,2025-07-02 20:57:10.070185,product,view_page,13,shoes,google_ads,False,False
EVT200238,CUST1201,SESS101588,2025-07-02 14:17:55.359520,category,purchase,12,t-shirt,organic_search,False,False
EVT200239,CUST1406,SESS103330,2025-08-20 04:27:41.104387,home,view_page,8,shoes,instagram,False,False
EVT200240,CUST1285,SESS101194,2025-05-17 16:12:15.664462,category,add_to_cart,13,,email,True,False
EVT200241,CUST1386,SESS101017,2024-11-05 21:52:25.234940,product,add_to_cart,7,t-shirt,direct,True,False
EVT200242,CUST1101,SESS104722,2024-12-10 17:04:42.522636,product,view_page,4,t-shirt,google_ads,False,False
EVT200243,CUST1205,SESS104752,2024-02-10 02:54:47.391227,product,begin_checkout,4,,google_ads,False,True
EVT200244,CUST1020,SESS101543,2024-02-24 16:33:38.228584,cart,purchase,8,,facebook,False,False
EVT200245,CUST1019,SESS104116,2024-08-08 06:39:46.263872,category,add_to_cart,6,t-shirt,facebook,True,False
EVT200246,CUST1365,SESS102274,2025-10-12 04:14:06.717803,product,view_page,9,,instagram,False,False
EVT200247,CUST1411,SESS104900,2025-06-24 11:41:30.760554,cart,view_page,13,,google_ads,False,False
EVT200248,CUST1265,SESS103819,2024-04-29 04:31:25.599625,category,add_to_cart,13,,instagram,True,False
EVT200249,CUST1076,SESS100328,2025-05-07 17:30:32.943835,product,view_page,13,,instagram,False,False
EVT200250,CUST1071,SESS101300,2025-06-17 15:17:40.035005,category,view_page,8,shoes,facebook,False,False
EVT200251,CUST1476,SESS102360,2024-11-30 10:31:03.307909,home,click_product,2,,google_ads,False,False
EVT200252,CUST1083,SESS102782,2024-06-22 02:48:13.599920,product,click_product,3,laptop,instagram,False,False
EVT200253,CUST1315,SESS104831,2024-03-25 03:14:56.614388,product,view_page,13,t-shirt,instagram,False,False
EVT200254,CUST1303,SESS101897,2024-07-04 12:55:48.933997,product,view_page,6,,facebook,False,False
EVT200255,CUST1259,SESS101665,2024-08-09 18:30:01.862866,cart,view_page,8,headphones,email,False,False
