campaign_id,channel,campaign_type,start_date,end_date,promo_code,ad_spend,impressions,clicks,conversions,revenue,ctr,conversion_rate
CAMP3102,google_ads,brand_awareness,2024-11-19,2025-11-17,FREESHIP,457.77,30655,385,54,1526.39,0.0126,0.1403
CAMP3103,email,retargeting,2025-09-16,2024-04-18,,202.4,19345,238,27,3084.68,0.0123,0.1134
CAMP3104,in_app,seasonal_sale,2025-05-06,2024-06-29,,62.41,45583,940,92,9155.3,0.0206,0.0979
CAMP3105,in_app,seasonal_sale,2025-04-25,2025-09-13,SUMMER15,120.22,6243,229,24,3558.78,0.0367,0.1048
CAMP3106,in_app,new_arrival,2025-04-02,2024-12-03,,478.33,29104,1659,30,2297.56,0.057,0.0181
CAMP3107,in_app,new_arrival,2025-07-26,2025-08-24,,60.43,39463,2815,230,12519.09,0.0713,0.0817
CAMP3108,email,new_arrival,2025-04-12,2024-06-10,,479.52,3492,270,47,995.38,0.0773,0.1741
CAMP3109,google_ads,new_arrival,2024-06-27,2024-09-01,,399.8,10231,475,38,2267.66,0.0464,0.08
CAMP3110,google_ads,retargeting,2025-07-04,2024-10-08,SUMMER15,92.54,20191,1098,100,9332.74,0.0544,0.0911
CAMP3111,facebook,seasonal_sale,2024-12-16,2024-01-27,,117.77,4088,310,20,2048.24,0.0758,0.0645
CAMP3112,in_app,seasonal_sale,2025-08-28,2025-11-11,WELCOME10,381.03,42078,1805,95,3094.65,0.0429,0.0526
CAMP3113,google_ads,new_arrival,2025-08-04,2025-01-21,SUMMER15,432.24,1367,21,0,0.0,0.0154,0.0
CAMP3114,facebook,new_arrival,2024-03-21,2025-09-26,WELCOME10,398.76,45308,2151,127,7751.19,0.0475,0.059
CAMP3115,email,retargeting,2024-11-12,2024-06-27,WELCOME10,393.64,34165,2291,212,24215.01,0.0671,0.0925
CAMP3116,instagram,retargeting,2025-05-30,2025-01-17,FREESHIP,157.6,39419,2869,312,18234.56,0.0728,0.1087
CAMP3117,google_ads,retargeting,2024-12-06,2025-03-30,WELCOME10,182.75,30493,1394,133,15867.1,0.0457,0.0954
CAMP3118,in_app,retargeting,2024-11-06,2025-08-26,SUMMER15,376.31,29756,1123,97,7333.29,0.0377,0.0864
CAMP3119,google_ads,new_arrival,2024-09-18,2025-02-17,,80.66,3371,57,2,184.43,0.0169,0.0351
CAMP3120,instagram,new_arrival,2024-06-18,2024-12-19,BF2025,310.79,30230,1761,113,5874.55,0.0583,0.0642
CAMP3121,in_app,retargeting,2025-09-17,2024-04-14,,202.35,9985,375,22,1799.23,0.0376,0.0587
CAMP3122,google_ads,brand_awareness,2024-05-10,2025-01-03,,186.79,44484,2881,126,6253.54,0.0648,0.0437
CAMP3123,facebook,seasonal_sale,2024-06-01,2024-05-17,,77.19,16739,1074,53,2798.85,0.0642,0.0493
CAMP3124,in_app,brand_awareness,2024-01-18,2025-08-25,,205.23,49699,2823,168,22231.3,0.0568,0.0595
CAMP3125,google_ads,seasonal_sale,2024-06-24,2024-03-16,,329.61,38451,1850,120,14736.12,0.0481,0.0649
CAMP3126,google_ads,retargeting,2025-10-05,2025-09-12,SUMMER15,142.63,23584,577,18,877.79,0.0245,0.0312
CAMP3127,facebook,brand_awareness,2024-02-11,2024-02-19,SUMMER15,474.1,4726,50,1,73.34,0.0106,0.02
CAMP3128,email,brand_awareness,2024-09-17,2025-06-04,BF2025,308.42,33150,2039,209,26687.58,0.0615,0.1025
CAMP3129,instagram,seasonal_sale,2025-02-07,2025-08-06,,468.43,9119,123,4,495.47,0.0135,0.0325
CAMP3130,email,retargeting,2025-03-02,2024-11-13,WELCOME10,336.42,9634,387,36,4001.52,0.0402,0.093
CAMP3131,email,new_arrival,2024-01-30,2025-02-12,SUMMER15,54.06,49670,2630,86,11057.95,0.0529,0.0327
CAMP3132,email,seasonal_sale,2025-02-01,2025-03-04,,259.02,14805,365,42,4945.32,0.0247,0.1151
CAMP3133,google_ads,brand_awareness,2025-01-08,2024-06-07,,93.22,26391,1066,31,3208.6,0.0404,0.0291
CAMP3134,facebook,seasonal_sale,2025-04-17,2024-11-05,,341.91,43060,2089,102,8472.47,0.0485,0.0488
CAMP3135,email,new_arrival,2024-02-06,2025-01-25,SUMMER15,332.69,34667,1194,108,5773.46,0.0344,0.0905
CAMP3136,in_app,retargeting,2024-04-28,2025-05-26,,454.65,49241,2880,98,6992.73,0.0585,0.034
CAMP3137,in_app,retargeting,2025-04-15,2024-12-08,,243.03,42343,1452,169,12024.55,0.0343,0.1164
CAMP3138,instagram,new_arrival,2025-08-14,2024-11-14,,405.91,3387,142,10,401.77,0.0419,0.0704
CAMP3139,google_ads,brand_awareness,2025-05-07,2025-07-08,FREESHIP,424.03,7190,437,39,3412.21,0.0608,0.0892
CAMP3140,google_ads,brand_awareness,2025-07-23,2024-07-08,BF2025,328.13,24968,1429,83,11566.24,0.0572,0.0581
CAMP3141,instagram,seasonal_sale,2025-09-11,2025-11-12,,208.67,41041,2115,142,16245.03,0.0515,0.0671
CAMP3142,instagram,retargeting,2024-03-04,2024-12-15,,418.79,42005,2410,231,15851.38,0.0574,0.0959
CAMP3143,email,seasonal_sale,2024-07-11,2025-02-13,,109.64,42860,1726,76,5793.23,0.0403,0.044
CAMP3144,email,seasonal_sale,2024-07-24,2024-06-12,SUMMER15,128.58,35833,845,107,12173.08,0.0236,0.1266
CAMP3145,email,retargeting,2024-09-18,2024-04-08,,476.25,43331,1543,84,11639.73,0.0356,0.0544
CAMP3146,in_app,seasonal_sale,2024-09-30,2025-03-21,BF2025,184.33,11058,822,29,2364.49,0.0743,0.0353
CAMP3147,google_ads,brand_awareness,2025-03-31,2024-08-27,FREESHIP,157.93,44328,2734,292,27126.18,0.0617,0.1068
CAMP3148,facebook,retargeting,2024-08-16,2025-05-29,WELCOME10,113.45,36465,1745,239,22817.11,0.0479,0.137
CAMP3149,facebook,new_arrival,2024-09-17,2024-10-18,,238.35,21382,1403,172,11998.23,0.0656,0.1226
CAMP3150,email,brand_awareness,2025-02-26,2025-05-06,,175.86,4515,262,25,2901.24,0.058,0.0954
CAMP3151,facebook,seasonal_sale,2025-02-21,2025-02-21,WELCOME10,344.94,43087,1346,54,2418.49,0.0312,0.0401
CAMP3152,google_ads,retargeting,2024-03-02,2025-08-14,,97.99,42920,2867,348,24820.9,0.0668,0.1214
CAMP3153,email,retargeting,2025-02-08,2024-07-08,,401.06,6258,342,9,1315.3,0.0547,0.0263
CAMP3154,in_app,seasonal_sale,2024-07-23,2024-08-13,SUMMER15,178.98,24557,575,21,2211.07,0.0234,0.0365
CAMP3155,google_ads,seasonal_sale,2025-09-10,2024-03-30,,487.32,46091,2333,180,23302.78,0.0506,0.0772
CAMP3156,google_ads,retargeting,2025-10-27,2025-05-15,,119.78,37840,2698,150,19437.17,0.0713,0.0556
CAMP3157,instagram,retargeting,2025-04-15,2025-04-28,WELCOME10,476.78,23011,637,51,2129.68,0.0277,0.0801
CAMP3158,instagram,brand_awareness,2025-08-08,2024-03-19,BF2025,265.22,42408,1927,234,9149.85,0.0454,0.1214
CAMP3159,instagram,seasonal_sale,2025-04-10,2024-08-06,BF2025,125.39,41602,2471,175,21486.77,0.0594,0.0708
CAMP3160,facebook,seasonal_sale,2025-06-20,2024-05-07,WELCOME10,156.36,9921,159,16,453.92,0.016,0.1006
CAMP3161,in_app,retargeting,2024-05-08,2024-09-14,BF2025,417.94,8223,100,10,436.69,0.0122,0.1
CAMP3162,google_ads,new_arrival,2024-08-16,2024-03-16,,245.29,24161,1455,174,21674.84,0.0602,0.1196
CAMP3163,facebook,seasonal_sale,2025-05-14,2024-04-02,,170.4,7332,123,11,1474.77,0.0168,0.0894
CAMP3164,instagram,brand_awareness,2024-05-05,2025-02-15,BF2025,189.61,8317,379,26,3802.0,0.0456,0.0686
CAMP3165,google_ads,new_arrival,2024-07-19,2024-04-19,SUMMER15,248.22,43683,2699,372,55059.97,0.0618,0.1378
CAMP3166,facebook,brand_awareness,2024-06-03,2025-02-12,BF2025,184.91,18636,802,128,8702.42,0.043,0.1596
CAMP3167,google_ads,brand_awareness,2025-06-29,2024-06-05,,278.79,37111,988,81,6632.75,0.0266,0.082
CAMP3168,instagram,seasonal_sale,2024-03-20,2025-03-22,SUMMER15,338.45,28132,1923,57,5044.44,0.0684,0.0296
CAMP3169,instagram,retargeting,2025-05-21,2025-05-28,,441.36,9263,330,33,953.36,0.0356,0.1
CAMP3170,facebook,retargeting,2025-10-29,2024-12-16,FREESHIP,144.13,18945,861,58,3743.47,0.0454,0.0674
CAMP3171,google_ads,retargeting,2024-10-08,2024-07-23,WELCOME10,192.98,15884,448,44,2331.52,0.0282,0.0982
CAMP3172,facebook,retargeting,2024-05-18,2025-06-30,,322.45,22804,1427,52,4456.79,0.0626,0.0364
CAMP3173,in_app,retargeting,2025-02-25,2024-07-13,WELCOME10,270.09,35665,1257,48,4051.67,0.0352,0.0382
CAMP3174,in_app,seasonal_sale,2025-07-28,2024-12-13,,59.26,19006,425,40,1811.61,0.0224,0.0941
CAMP3175,instagram,new_arrival,2025-08-13,2025-07-12,WELCOME10,391.67,27453,2104,199,14625.42,0.0766,0.0946
CAMP3176,facebook,brand_awareness,2025-02-26,2024-02-26,,480.9,32404,2431,225,8644.58,0.075,0.0926
CAMP3177,in_app,brand_awareness,2024-09-24,2025-04-01,SUMMER15,351.55,23467,1755,89,6527.29,0.0748,0.0507
CAMP3178,facebook,new_arrival,2025-09-16,2024-11-03,,351.79,42758,1572,233,20316.17,0.0368,0.1482
CAMP3179,google_ads,new_arrival,2025-01-11,2024-03-01,,479.78,27754,1793,163,13364.69,0.0646,0.0909
CAMP3180,email,new_arrival,2024-07-19,2024-04-03,WELCOME10,301.03,6291,406,32,2711.25,0.0645,0.0788
CAMP3181,facebook,retargeting,2024-08-16,2025-11-15,SUMMER15,362.81,8954,679,55,4470.99,0.0758,0.081
CAMP3182,in_app,retargeting,2024-11-01,2025-09-07,,483.71,15008,1166,107,5257.98,0.0777,0.0918
CAMP3183,in_app,seasonal_sale,2025-01-20,2024-10-23,BF2025,131.33,19802,607,20,911.0,0.0307,0.0329
CAMP3184,email,seasonal_sale,2025-04-01,2024-07-15,,220.66,46078,2917,220,12342.62,0.0633,0.0754
CAMP3185,google_ads,seasonal_sale,2025-08-19,2025-09-18,,462.55,33747,2430,356,13659.95,0.072,0.1465
CAMP3186,google_ads,seasonal_sale,2024-03-19,2024-04-14,SUMMER15,76.97,20979,1492,113,5672.46,0.0711,0.0757
CAMP3187,in_app,new_arrival,2024-01-13,2024-12-24,SUMMER15,72.92,22796,1274,88,9610.41,0.0559,0.0691
CAMP3188,google_ads,brand_awareness,2025-03-19,2024-06-12,,155.34,9882,581,46,2159.33,0.0588,0.0792
CAMP3189,email,new_arrival,2024-09-30,2024-06-05,SUMMER15,196.76,16620,1126,146,13057.6,0.0677,0.1297
CAMP3190,in_app,brand_awareness,2025-07-25,2025-07-23,,115.57,15989,409,41,5864.7,0.0256,0.1002
CAMP3191,instagram,seasonal_sale,2024-10-23,2025-07-01,,66.93,40262,1415,195,15583.56,0.0351,0.1378
CAMP3192,in_app,new_arrival,2025-10-08,2025-10-04,,168.83,41562,2385,303,38697.5,0.0574,0.127
CAMP3193,google_ads,retargeting,2025-02-12,2025-08-26,BF2025,137.58,8787,593,22,3296.55,0.0675,0.0371
CAMP3194,in_app,new_arrival,2024-02-28,2024-04-14,,83.94,5648,125,10,1228.49,0.0221,0.08
CAMP3195,email,seasonal_sale,2025-06-24,2024-03-15,WELCOME10,426.43,42053,1503,138,15021.97,0.0357,0.0918
CAMP3196,email,retargeting,2025-05-21,2024-08-07,,223.05,49975,1095,48,5131.83,0.0219,0.0438
CAMP3197,google_ads,seasonal_sale,2025-03-26,2025-10-22,,178.95,41123,2282,206,5763.57,0.0555,0.0903
CAMP3198,google_ads,brand_awareness,2024-03-07,2024-12-25,,88.48,20098,424,25,1162.01,0.0211,0.059
CAMP3199,facebook,seasonal_sale,2024-11-05,2024-06-12,SUMMER15,298.97,47976,2215,124,9485.91,0.0462,0.056
CAMP3200,facebook,brand_awareness,2025-07-02,2025-11-02,,94.9,12801,181,6,666.84,0.0141,0.0331
CAMP3201,in_app,seasonal_sale,2024-10-25,2024-09-23,FREESHIP,173.84,42184,563,49,3171.13,0.0133,0.087
CAMP3202,instagram,brand_awareness,2024-11-23,2025-02-06,,214.43,23069,1083,117,5984.39,0.0469,0.108
CAMP3203,facebook,seasonal_sale,2024-07-13,2024-04-11,SUMMER15,418.09,19851,230,32,3375.94,0.0116,0.1391
CAMP3204,email,new_arrival,2025-07-23,2025-06-08,WELCOME10,494.71,22539,1695,58,1461.26,0.0752,0.0342
CAMP3205,email,retargeting,2025-07-29,2025-07-30,,143.32,1092,89,5,583.4,0.0815,0.0562
CAMP3206,instagram,new_arrival,2024-05-02,2025-05-08,,344.8,38355,533,48,3805.86,0.0139,0.0901
CAMP3207,in_app,brand_awareness,2024-01-03,2024-07-17,,193.58,41771,918,46,6147.12,0.022,0.0501
CAMP3208,email,retargeting,2025-10-13,2025-05-08,WELCOME10,246.64,31875,539,81,6054.03,0.0169,0.1503
CAMP3209,instagram,retargeting,2024-10-16,2025-05-03,,480.42,22954,933,66,2992.75,0.0406,0.0707
CAMP3210,in_app,new_arrival,2024-05-14,2025-01-29,SUMMER15,242.98,27741,920,47,1327.68,0.0332,0.0511
CAMP3211,facebook,brand_awareness,2024-03-18,2024-03-07,SUMMER15,387.48,8302,605,54,1133.63,0.0729,0.0893
CAMP3212,instagram,brand_awareness,2025-10-01,2024-08-13,FREESHIP,264.9,40219,2219,47,1342.21,0.0552,0.0212
CAMP3213,facebook,new_arrival,2024-09-04,2025-10-16,,315.91,43944,744,50,3990.47,0.0169,0.0672
CAMP3214,google_ads,seasonal_sale,2025-09-16,2025-04-11,,392.9,43776,2318,231,15774.37,0.053,0.0997
CAMP3215,instagram,new_arrival,2025-08-14,2024-10-05,WELCOME10,413.65,13043,130,17,833.17,0.01,0.1308
CAMP3216,google_ads,seasonal_sale,2025-10-18,2025-08-17,,419.57,9312,301,24,2459.85,0.0323,0.0797
CAMP3217,in_app,retargeting,2025-03-01,2024-09-11,SUMMER15,495.17,35985,1095,85,12380.46,0.0304,0.0776
CAMP3218,in_app,new_arrival,2024-05-22,2025-09-30,,468.21,6805,289,23,587.21,0.0425,0.0796
CAMP3219,email,brand_awareness,2025-06-21,2024-04-14,,159.29,14460,713,57,3636.4,0.0493,0.0799
CAMP3220,in_app,new_arrival,2025-05-17,2024-09-02,BF2025,478.89,9896,702,65,9183.41,0.0709,0.0926
CAMP3221,instagram,brand_awareness,2025-09-06,2024-12-17,WELCOME10,256.58,25815,912,26,3879.96,0.0353,0.0285
CAMP3222,email,seasonal_sale,2025-03-06,2025-05-17,FREESHIP,416.27,24593,1264,32,3936.95,0.0514,0.0253
CAMP3223,email,seasonal_sale,2024-03-10,2024-03-18,WELCOME10,412.56,38519,710,68,9213.69,0.0184,0.0958
CAMP3224,google_ads,retargeting,2024-03-04,2025-11-03,,253.1,13337,974,76,8279.11,0.073,0.078
CAMP3225,instagram,retargeting,2024-01-24,2025-01-20,,229.9,27429,695,93,8171.06,0.0253,0.1338
