product_id,name,category,brand,color,material,cost_price,price,discount_percent,average_rating,stock_available,times_purchased,total_quantity_sold,total_revenue,avg_order_value_per_order,unique_customers,quantity_std
SKU10060,Product 60,beauty,Zenith,Yellow,Leather,145.66,383.88,25.0,2.53,285.0,8,25,9404.25,1175.53125,8,1.3562026818605377
SKU10061,Product 61,sports,Terra,Grey,Cotton,108.83,293.45,20.0,2.18,446.0,21,68,21362.88,1017.2800000000001,21,1.5134319246256802
SKU10063,Product 63,books,Terra,green,Leather,107.85,314.16,25.0,2.69,57.0,27,77,3162.39,117.12555555555555,26,1.2311253046174935
SKU10064,Product 64,clothing,Apex,Pink,Wood,195.7,296.04,5.0,2.34,93.0,22,71,4687.42,213.06454545454545,21,1.4119158946291714
SKU10065,Product 65,clothing,PULSE,Red,Leather,17.74,41.07,10.0,3.7,469.0,17,54,16022.88,942.5223529411765,17,1.5904124511289146
SKU10066,Product 66,electronics,Pulse,Black,Wood,24.7,66.02,0.0,3.43,403.0,23,66,2752.2,119.66086956521738,23,1.3586205512841107
SKU10067,Product 67,toys,Helios,,Glass,158.14,296.72,15.0,1.38,488.0,26,71,3025.31,116.35807692307692,26,1.2184479408720688
SKU10068,Product 68,food,Pulse,Blue,Metal,18.29,41.7,15.0,2.47,497.0,23,68,28721.84,1248.7756521739132,23,1.2960871487802053
SKU10069,Product 69,electronics,Terra,Pink,Cotton,21.28,42.61,25.0,3.14,65.0,23,68,4210.56,183.06782608695653,23,1.4295028019803124
SKU10071,Product 71,toys,Pulse,White,Leather,46.24,61.92,20.0,2.9,92.0,20,64,9036.16,451.808,20,1.4363696929192158
SKU10072,Product 72,beauty,apex,Yellow,Wood,,257.11,20.0,1.5,306.0,17,53,20464.89,1203.8170588235294,17,1.2689736473414486
SKU10073,Product 73,sports,Terra,White,Glass,47.63,141.19,20.0,4.31,401.0,18,45,6574.5,365.25,18,1.689065178277792
SKU10074,Product 74,toys,Helios,,Leather,185.64,386.13,15.0,3.01,351.0,17,43,538.79,31.693529411764704,16,1.5458673560021057
SKU10075,Product 75,home,Vibe,PINK,Metal,87.02,146.1,25.0,,475.0,15,56,19477.36,1298.4906666666668,15,1.2798809468443688
SKU10076,Product 76,beauty,Orion,Pink,Polyester,8.03,12.53,15.0,2.27,128.0,15,38,14888.4,992.56,15,1.5976172734359606
SKU10077,Product 77,home,vibe,,Wood,161.23,347.81,20.0,4.59,284.0,25,74,15578.48,623.1392,25,1.3063945294843617
SKU10078,Product 78,electronics,Helios,Blue,Plastic,146.63,391.8,20.0,,47.0,15,45,2056.0499999999997,137.07,15,1.558387444947959
SKU10079,Product 79,beauty,Terra,Grey, Polyester ,127.01,210.52,20.0,3.07,120.0,19,53,14978.33,788.3331578947368,18,1.3572417850765923
SKU10080,Product 80,books,Apex,Yellow,Polyester,27.38,45.69,15.0,3.87,62.0,26,95,1653.95,63.61346153846154,26,1.3839742105200574
SKU10081,Product 81,books,Vibe,Grey,,154.46,282.61,5.0,4.31,281.0,20,72,22268.88,1113.444,20,1.4653901941300929
SKU10082,Product 82,home,Helios,Black,Plastic,10.84,17.41,15.0,2.11,462.0,25,70,1887.8999999999999,75.51599999999999,25,1.5
SKU10083,Product 83,electronics,Nova,Green,Plastic,135.91,309.29,20.0,4.65,440.0,24,75,19116.75,796.53125,24,1.5965315667027262
SKU10084,Product 84,toys,Apex,,Metal,12.22,26.97,30.0,2.5,24.0,15,45,2353.5,156.9,14,1.511857892036909
SKU10085,Product 85,home,Terra,,Cotton,165.96,254.89,15.0,2.08,80.0,16,45,2684.7,167.79375,15,1.2763881332363862
SKU10086,Product 86,food,Orion,White,Plastic,28.38,52.3,0.0,1.97,448.0,18,53,11438.990000000002,635.4994444444445,18,1.4741786236338814
SKU10087,Product 87,food,Apex,Yellow,Cotton,20.21,59.66,0.0,3.05,106.0,20,67,4497.04,224.852,20,1.2258187382102497
SKU10089,Product 89,sports,Terra,Black,Plastic,41.94,67.12,10.0,4.3,263.0,13,29,13569.68,1043.8215384615385,13,1.0919284281983377
SKU10091,Product 91,books,Zenith,Blue,Leather,120.83,356.23,0.0,2.84,164.0,19,61,4764.1,250.74210526315792,19,1.4749368110164003
SKU10093,Product 93,books,Apex,Yellow,Metal,39.12,111.4,15.0,1.6,329.0,27,88,25000.800000000003,925.9555555555556,26,1.3471506281091268
SKU10095,Product 95,toys,Helios,White,Metal,119.12,171.2,5.0,1.8,162.0,20,54,11197.98,559.899,18,1.4545753585442764
SKU10096,Product 96,home,Apex,Pink,polyester,127.52,284.1,20.0,3.32,327.0,20,59,19908.37,995.4185,20,1.538112308540638
SKU10097,Product 97,food,Nova,Grey,Polyester,115.29,207.37,20.0,3.96,114.0,15,40,18018.800000000003,1201.2533333333336,15,1.1751393027860064
SKU10098,Product 98,books,Pulse, Blue ,Cotton,,337.43,0.0,4.7,257.0,14,40,2083.6,148.82857142857142,14,1.3506205330054122
SKU10099,Product 99,clothing,Zenith,Black,Polyester,164.95,450.47,30.0,2.47,207.0,28,86,7169.820000000001,256.065,28,1.5853162186855698
SKU10100,Product 100,books,pulse,Yellow,Cotton,25.93,52.09,20.0,3.82,42.0,14,34,9139.54,652.8242857142858,14,1.650840611711114
SKU10101,Product 101,books,Pulse,Green,Glass,34.52,83.37,15.0,3.34,,24,70,29382.5,1224.2708333333333,23,1.212853862900895
SKU10102,Product 102,sports,Orion,Pink,Cotton,,268.81,0.0,2.5,25.0,15,44,14385.36,959.024,15,1.4375905768565218
SKU10104,Product 104,home,Zenith,Pink,Plastic,147.35,419.75,30.0,2.32,491.0,11,36,5128.2,466.2,11,1.009049958219026
SKU10105,Product 105,sports,Nova,Blue,,166.49,326.94,15.0,1.24,428.0,20,56,12356.96,617.848,20,1.4725559590832462
SKU10106,Product 106,electronics,Vibe,Blue,,,449.63,0.0,2.73,445.0,21,56,19837.440000000002,944.6400000000001,20,1.4259499757471623
SKU10107,Product 107,electronics,Vibe,Pink,Cotton,49.41,142.45,0.0,1.23,,31,94,31914.879999999997,1029.5122580645161,29,1.471594848404092
SKU10108,Product 108,clothing,NOVA,Black,Leather,85.55,220.66,30.0,2.98,192.0,19,49,13950.3,734.2263157894737,17,1.4649910683718712
SKU10109,Product 109,books,Helios,Yellow,Plastic,172.46,354.24,10.0,3.9,28.0,26,77,5116.65,196.79423076923075,26,1.1825656592602114
SKU10111,Product 111,toys,Terra,White,Leather,152.12,284.7,10.0,2.87,131.0,22,61,15323.81,696.5368181818181,22,1.3068252399583533
SKU10113,Product 113,beauty,Nova,Green,Cotton,47.48,66.45,0.0,2.27,126.0,21,67,21833.96,1039.712380952381,21,1.470341716032284
SKU10115,Product 115,electronics,Apex,Grey, Polyester ,78.07,226.58,10.0,4.74,267.0,14,36,2522.16,180.1542857142857,14,1.554857684028483
SKU10116,Product 116,food,Apex,White,Glass,127.91,325.88,30.0,1.96,460.0,17,45,1589.4,93.49411764705883,17,1.4552137502179978
SKU10117,Product 117,toys,Zenith,Pink,Polyester,20.54,46.27,0.0,4.93,333.0,26,77,10768.45,414.17115384615386,26,1.455493572112752
SKU10119,Product 119,toys,Zenith,,Polyester,13.82,35.32,15.0,3.35,59.0,15,45,6591.599999999999,439.43999999999994,15,1.6035674514745464
SKU10120,Product 120,home,zenith,Black,Polyester,101.19,139.85,30.0,1.89,490.0,23,72,23473.44,1020.5843478260869,23,1.3916748518532023
SKU10122,Product 122,clothing,Helios,White,Wood,101.18,146.48,0.0,4.73,172.0,21,70,21023.1,1001.0999999999999,21,1.35400640077266
SKU10124,Product 124,books,Pulse,Grey,Plastic,139.16,326.02,5.0,2.3,69.0,12,26,11938.94,994.9116666666667,11,1.1146408580454255
SKU10125,Product 125,food,Terra,Pink,Metal,191.48,463.96,15.0,1.22,122.0,18,55,4955.5,275.30555555555554,18,1.5135553089341054
SKU10126,Product 126,clothing,Apex,Red,Wood,164.61,300.33,,1.84,90.0,21,61,6421.47,305.7842857142857,20,1.4108423691100966
SKU10128,Product 128,electronics,Zenith,Pink,Metal,164.57,459.19,0.0,1.4,305.0,17,44,13185.92,775.6423529411765,17,1.5024489812224808
SKU10129,Product 129,sports,Vibe,Blue,Cotton,61.79,90.1,20.0,2.33,52.0,21,68,3770.6,179.55238095238096,21,1.4108423691100969
SKU10130,Product 130,sports,Vibe, Green , Glass ,38.0,105.27,25.0,3.61,372.0,13,50,12753.5,981.0384615384615,13,1.1435437497937313
SKU10131,Product 131,electronics,Zenith,BLUE,Glass,113.19,289.48,,1.47,378.0,17,46,4703.96,276.7035294117647,17,1.6110829386763794
SKU10132,Product 132,home,Pulse,Green,LEATHER,136.95,299.68,15.0,1.75,285.0,12,37,12741.32,1061.7766666666666,12,0.9962049198956219
SKU10133,Product 133,electronics,Vibe,Pink,Wood,23.47,55.45,0.0,2.05,418.0,18,49,4002.81,222.37833333333333,18,1.3636264606493256
SKU10134,Product 134,sports,Orion,Green,Cotton,130.74,255.07,10.0,3.66,266.0,14,52,21493.68,1535.2628571428572,14,1.5406577730392865
SKU10135,Product 135,clothing,Zenith,Green,Leather,51.95,102.26,20.0,1.71,447.0,19,54,10898.28,573.5936842105264,19,1.5370663939515445
SKU10136,Product 136,home,Terra,BLACK,Metal,,344.36,5.0,3.57,366.0,15,38,19873.620000000003,1324.9080000000001,15,1.1872336794093274
SKU10137,Product 137,food,helios,Green,Glass,58.46,81.69,0.0,1.25,288.0,12,43,8014.7699999999995,667.8974999999999,12,1.4433756729740643
SKU10138,Product 138,beauty,Apex,Pink,Cotton,171.25,413.34,0.0,2.77,111.0,12,40,13438.4,1119.8666666666666,12,1.4354811251305468
SKU10139,Product 139,clothing,Helios,Blue,Cotton,84.8,201.82,0.0,3.9,438.0,17,44,23866.04,1403.884705882353,17,1.0641207361838554
SKU10140,Product 140,home,Nova,White,Cotton,188.82,522.99,0.0,3.52,28.0,21,73,16746.93,797.4728571428572,21,1.327367606168224
SKU10141,Product 141,books,Nova,White,Cotton,119.12,186.39,5.0,3.26,,19,48,3316.7999999999997,174.56842105263158,19,1.1239029738980326
SKU10142,Product 142,beauty,Pulse,Yellow,Polyester,141.75,335.96,0.0,3.4,215.0,13,39,8915.01,685.77,13,1.4142135623730951
SKU10143,Product 143,electronics,Nova,Black,Plastic,194.3,542.41,30.0,4.06,244.0,18,47,5651.75,313.9861111111111,18,1.3345582608616182
SKU10144,Product 144,sports,Zenith, grey ,Polyester,94.81,229.41,5.0,3.82,59.0,18,55,7229.200000000001,401.62222222222226,18,1.696786659341787
SKU10146,Product 146,books,Terra,Green,Glass,41.65,69.1,20.0,2.62,92.0,20,52,3744.0,187.2,20,1.4290224851827542
SKU10147,Product 147,toys,Pulse,Grey,Cotton,117.06,228.59,25.0,1.6,488.0,21,61,11083.09,527.7661904761904,21,1.4108423691100969
SKU10148,Product 148,food,Apex,,Metal,,120.25,25.0,3.38,28.0,24,74,16548.62,689.5258333333333,22,1.2128538629008951
SKU10149,Product 149,books,Orion,,Polyester,82.26,131.44,30.0,1.32,393.0,14,48,5384.64,384.6171428571429,13,1.4525460784051258
SKU10150,Product 150,clothing,Nova,,Polyester,83.14,134.08,10.0,2.11,319.0,18,59,15757.13,875.396111111111,18,1.3636264606493256
SKU10153,Product 153,beauty,Helios,Blue,Plastic,86.0,223.63,10.0,1.87,152.0,17,60,16578.0,975.1764705882352,17,0.9432422182837986
SKU10154,Product 154,food,Zenith,white,Wood,75.82,112.18,15.0,2.64,326.0,16,37,9818.32,613.645,16,1.3524668819112233
SKU10156,Product 156,beauty,Helios,Green, cotton ,179.42,296.39,25.0,1.28,143.0,12,33,7132.950000000001,594.4125,11,1.4847711791873706
SKU10157,Product 157,toys,Terra,Yellow,Plastic,109.78,276.3,30.0,2.47,82.0,23,72,19153.44,832.7582608695651,23,1.5463842820677165
SKU10158,Product 158,sports,Pulse,White,Glass,,265.36,0.0,3.86,376.0,22,61,3012.79,136.945,20,1.5097088392205895
SKU10159,Product 159,books,orion,Red,Wood,128.61,271.11,25.0,3.58,266.0,20,54,11797.92,589.896,20,1.490319640741189
SKU10160,Product 160,toys,Nova,Blue,Leather,,216.15,25.0,4.15,389.0,17,51,5271.87,310.11,17,1.414213562373095
SKU10161,Product 161,clothing,Orion,Green,Plastic,134.53,266.02,0.0,2.11,385.0,23,66,16419.48,713.8904347826086,22,1.6321861476416712
SKU10162,Product 162,food,Terra,Black,Leather,17.42,49.39,30.0,3.33,67.0,17,53,8807.54,518.0905882352941,16,1.3173056280328643
SKU10163,Product 163,beauty,Nova,Black,Polyester,91.32,218.48,25.0,2.28,250.0,14,49,19001.22,1357.23,14,1.454436184706849
SKU10164,Product 164,beauty,Orion,Grey,Wood,39.87,103.37,10.0,4.07,446.0,16,57,7011.0,438.1875,16,1.2632629707758134
SKU10165,Product 165,books,Nova,Grey,Metal,134.21,248.78,30.0,4.87,422.0,18,58,8000.52,444.47333333333336,18,1.1659661762602749
SKU10166,Product 166,home,Orion,Yellow,Plastic,94.09,166.18,5.0,4.79,209.0,12,21,10754.52,896.21,12,0.7537783614444091
SKU10167,Product 167,home,Nova,Blue,Leather,182.23,387.78,10.0,2.75,289.0,18,47,10212.63,567.3683333333333,18,1.3779306261410682
SKU10168,Product 168,home,Pulse,Grey,Metal,55.84,123.0,10.0,1.56,228.0,32,103,21579.53,674.3603125,31,1.5183687129242016
SKU10169,Product 169,electronics,Apex,Grey,Polyester,99.84,137.94,30.0,4.41,249.0,17,63,4215.33,247.96058823529413,17,0.985184366143778
SKU10170,Product 170,beauty,Apex,Pink,,198.63,512.12,20.0,1.89,177.0,23,77,8064.21,350.61782608695654,21,1.4650068461575658
SKU10171,Product 171,beauty,Terra,Red,Cotton,132.45,217.29,15.0,2.7,489.0,21,63,1125.81,53.61,21,1.51657508881031
SKU10172,product 172,sports,Vibe,Blue,Polyester,155.61,209.51,25.0,3.42,172.0,19,51,19401.93,1021.1542105263158,18,1.4549773415168656
SKU10173,Product 173,electronics,Helios,Blue,Metal,46.01,66.91,30.0,1.06,383.0,18,46,12105.82,672.5455555555556,18,1.1490262999202832
SKU10175,Product 175,electronics,Terra,PINK,Polyester,10.85,17.87,20.0,1.27,247.0,19,64,18313.6,963.8736842105262,19,1.01162829777814
SKU10176,PRODUCT 176,books,Apex,Blue,Glass,171.95,380.43,0.0,3.64,377.0,18,53,14243.220000000001,791.2900000000001,18,1.4337208778404378
SKU10177,Product 177,food,Nova,Pink,,177.95,263.17,,1.79,83.0,16,47,988.88,61.805,16,1.3400870618483463
SKU10178,Product 178,toys,Nova,White,Metal,167.9,286.15,20.0,3.2,352.0,23,78,13551.720000000001,589.2052173913044,22,1.3052039351200886
SKU10180,Product 180,electronics,Orion,Green,Plastic,8.26,21.04,15.0,3.16,227.0,13,37,4725.2699999999995,363.48230769230764,13,1.573009527739414
SKU10181,Product 181,food,NOVA,White,Polyester,59.29,173.74,20.0,4.06,496.0,19,49,6511.12,342.69052631578944,19,1.1697953037312037
SKU10182,Product 182,books,Zenith,,Cotton,81.29,127.71,20.0,2.75,287.0,16,57,11857.14,741.07125,16,1.5478479684172257
SKU10183,Product 183,books,Zenith,Yellow,Cotton,93.6,132.88,15.0,4.4,369.0,24,71,25676.44,1069.8516666666667,24,1.3981094896064243
SKU10184,Product 184,home,Apex,Yellow,Polyester,87.23,208.02,10.0,3.43,320.0,22,61,9452.56,429.66181818181815,21,1.540927926432276
SKU10185,Product 185,clothing,Vibe,Red,Glass,,361.64,0.0,3.98,,24,74,18535.52,772.3133333333334,24,1.3805061033726997
SKU10186,Product 186,books,Apex,Yellow,Wood,115.55,154.96,15.0,3.19,215.0,16,47,3609.13,225.570625,16,1.388944443333378
SKU10187,Product 187,sports,Helios,Yellow,Plastic,157.29,250.48,25.0,4.02,,21,59,21214.04,1010.192380952381,19,1.435933411375598
SKU10188,Product 188,toys,Helios,Pink,Metal,42.01,76.79,30.0,4.26,160.0,17,46,16459.72,968.2188235294118,17,1.3585242858683528
SKU10190,Product 190,books,Orion,Green,Wood,127.31,357.82,20.0,3.03,170.0,14,42,11773.02,840.9300000000001,14,1.1094003924504583
SKU10191,Product 191,food,Pulse,Pink,Cotton,166.13,280.31,15.0,1.59,43.0,22,65,6610.5,300.47727272727275,22,1.3965015038360864
SKU10192,Product 192,toys,Nova,Pink,Wood,58.84,101.7,0.0,3.35,46.0,12,44,12112.76,1009.3966666666666,12,1.4354811251305468
SKU10193,Product 193,beauty,Apex,Pink,Leather,108.31,275.29,5.0,4.52,104.0,20,60,5022.0,251.1,20,1.4509525002200234
SKU10195,Product 195,beauty,pulse,Blue,Metal,138.22,216.03,15.0,1.77,323.0,14,41,22173.21,1583.8007142857143,13,1.071611705960535
SKU10196,Product 196,clothing,Orion, pink ,Leather,187.87,540.81,30.0,3.08,174.0,21,60,17173.800000000003,817.8000000000002,21,1.314751470267833
SKU10197,Product 197,food,Vibe, yellow ,Polyester,114.78,286.23,30.0,1.22,106.0,20,57,8502.119999999999,425.10599999999994,20,1.3869694338832113
SKU10199,Product 199,books,Apex,Black,Cotton,44.7,73.82,0.0,3.72,471.0,26,73,12709.92,488.8430769230769,26,1.497176830417323
