customer_id,name,location,device_type,signup_date,avg_session_time_min,wishlist_items_count,total_orders,total_quantity,total_spend,avg_order_value,monetary_value,recency_days,orders_per_active_day,top_product_id
CUST1076,Customer 76,"Bangalore, India",tablet,2024-03-07 09:24:24,0.0,0.0,4.0,10.0,1180.0300000000002,295.00750000000005,1180.0300000000002,98.0,0.06666666666666667,SKU10034
CUST1077,,"São Paulo, Brazil",mobile,2024-03-10 19:29:23,0.0,7.0,4.0,13.0,2964.91,741.2275,2964.91,2.0,0.030303030303030304,SKU10011
CUST1078,Customer 78,"Los Angeles, USA",tablet,2025-01-10 08:12:29,0.0,8.0,5.0,21.0,4347.61,869.5219999999999,4347.61,121.0,0.02717391304347826,SKU10129
CUST1079,Customer 79,"Tokyo, Japan",tablet,2024-07-29 01:41:12,0.0,5.0,11.0,38.0,5633.5199999999995,512.1381818181818,5633.5199999999995,47.0,0.03819444444444445,SKU10129
CUST1080,Customer 80,"Berlin, Germany",desktop,2024-03-19 20:34:16,0.0,5.0,5.0,12.0,1673.1399999999999,334.628,1673.1399999999999,90.0,0.022222222222222223,SKU10117
CUST1081,Customer 81,"New York, USA",tablet,2024-11-23 01:25:23,0.0,9.0,9.0,21.0,4908.320000000001,545.3688888888889,4908.320000000001,1.0,0.030303030303030304,SKU10003
CUST1082,Customer 82,"Toronto, Canada",mobile,2025-10-10 21:56:34,0.0,2.0,3.0,12.0,2343.31,781.1033333333334,2343.31,58.0,0.016216216216216217,SKU10130
CUST1083,Customer 83,"Tokyo, Japan",tablet,2025-09-28 05:08:12,0.0,10.0,6.0,17.0,4863.49,810.5816666666666,4863.49,68.0,0.024896265560165973,SKU10058
CUST1084,Customer 84,"Los Angeles, USA",desktop,2024-04-13 15:00:50,0.0,4.0,5.0,17.0,1929.19,385.838,1929.19,7.0,0.017985611510791366,SKU10071
CUST1085,Customer 85,"London, UK",tablet,2025-11-06 00:03:46,0.0,8.0,6.0,17.0,2058.87,343.145,2058.87,74.0,0.02120141342756184,SKU10091
CUST1086,Customer 86,"Sydney, Australia",mobile,2025-01-22 07:24:57,0.0,4.0,4.0,11.0,2979.63,744.9075,2979.63,0.0,0.014705882352941176,SKU10027
CUST1087,Customer 87,"Delhi, India",tablet,2025-12-08 10:20:44,0.0,5.0,9.0,24.0,3586.71,398.5233333333333,3586.71,20.0,0.0313588850174216,SKU10015
CUST1088,Customer 88,"Tokyo, Japan",mobile,2025-10-22 21:38:54,0.0,10.0,16.0,48.0,9003.16,562.6975,9003.16,16.0,0.04597701149425287,SKU10049
CUST1089,,"Mumbai, India",desktop,2024-06-15 08:23:14,0.0,8.0,7.0,25.0,2966.57,423.7957142857143,2966.57,14.0,0.021806853582554516,SKU10012
CUST1091,Customer 91,"London, UK",desktop,2025-07-26 20:33:20,0.0,4.0,4.0,5.0,668.29,167.0725,668.29,55.0,0.21052631578947367,SKU10052
CUST1092,Customer 92,"Paris, France",tablet,2026-02-10 16:29:39,0.0,4.0,9.0,28.0,5615.55,623.95,5615.55,38.0,0.027439024390243903,SKU10018
CUST1093,Customer 93,"Los Angeles, USA",desktop,2025-01-03 06:14:20,0.0,1.0,10.0,23.0,3538.36,353.836,3538.36,1.0,0.04048582995951417,SKU10147
CUST1094,Customer 94,,desktop,2025-08-17 00:08:51,0.0,0.0,8.0,22.0,4886.04,610.755,4886.04,16.0,0.022792022792022793,SKU10096
CUST1095,Customer 95,"Los Angeles, USA",mobile,2025-02-05 01:12:55,0.0,5.0,14.0,52.0,13043.62,931.6871428571429,13043.62,18.0,0.04416403785488959,SKU10003
CUST1096,Customer 96,"Paris, France",mobile,2024-11-22 02:08:28,0.0,8.0,4.0,13.0,4328.32,1082.08,4328.32,36.0,0.03125,SKU10183
CUST1097,Customer 97,"Mumbai, India",mobile,2025-06-17 23:33:31,0.0,5.0,9.0,36.0,5195.62,577.2911111111111,5195.62,49.0,0.030612244897959183,SKU10187
CUST1098,Customer 98,"London, UK",mobile,2025-10-10 21:14:15,0.0,3.0,6.0,13.0,1324.6200000000001,220.77,1324.6200000000001,5.0,0.017699115044247787,SKU10074
CUST1099,Customer 99,"London, UK",mobile,2024-03-24 03:07:54,0.0,5.0,8.0,28.0,5972.360000000001,746.5450000000001,5972.360000000001,44.0,0.026402640264026403,SKU10049
CUST1100,Customer 100,"Chicago, USA",tablet,2025-01-10 17:14:50,0.0,8.0,8.0,17.0,4432.46,554.0575,4432.46,176.0,0.045714285714285714,SKU10056
CUST1101,Customer 101,"Sydney, Australia",desktop,2026-01-24 01:35:25,0.0,0.0,6.0,19.0,3563.8500000000004,593.975,3563.8500000000004,40.0,0.01892744479495268,SKU10062
CUST1102,Customer 102,"New York, USA",desktop,2024-11-26 12:51:27,0.0,2.0,12.0,36.0,5480.78,456.7316666666666,5480.78,13.0,0.03571428571428571,SKU10086
CUST1103,Customer 103,"Berlin, Germany",desktop,2025-09-09 09:58:24,0.0,1.0,8.0,19.0,4145.82,518.2275,4145.82,4.0,0.023323615160349854,SKU10113
CUST1104,Customer 104,"Dubai, UAE",mobile,2026-01-14 00:35:28,0.0,5.0,8.0,24.0,6232.7,779.0875,6232.7,5.0,0.02247191011235955,SKU10041
CUST1105,Customer 105,"Chicago, USA",tablet,2024-08-08 04:10:00,0.0,5.0,9.0,25.0,5333.599999999999,592.6222222222221,5333.599999999999,27.0,0.037037037037037035,SKU10001
CUST1106,Customer 106,"Paris, France",desktop,2025-03-30 07:40:38,0.0,2.0,4.0,7.0,2588.8500000000004,647.2125000000001,2588.8500000000004,82.0,0.027210884353741496,SKU10004
CUST1107,Customer 107,"Dubai, UAE",tablet,2025-01-17 00:35:21,0.0,8.0,7.0,20.0,2559.83,365.69,2559.83,36.0,0.028455284552845527,SKU10006
CUST1108,Customer 108,"Berlin, Germany",desktop,2024-09-16 04:08:17,0.0,8.0,12.0,36.0,6284.9800000000005,523.7483333333333,6284.9800000000005,97.0,0.04819277108433735,SKU10193
CUST1109,Customer 109,"Dubai, UAE",tablet,2025-06-28 05:33:51,0.0,9.0,10.0,25.0,6402.04,640.204,6402.04,80.0,0.034722222222222224,SKU10162
CUST1110,Customer 110,"Mumbai, India",tablet,2025-08-03 20:41:14,0.0,3.0,4.0,10.0,2324.09,581.0225,2324.09,30.0,0.011834319526627219,SKU10051
CUST1111,Customer 111,"Delhi, India",desktop,2024-08-21 18:19:13,0.0,1.0,14.0,38.0,10026.33,716.1664285714286,10026.33,21.0,0.042042042042042045,SKU10157
CUST1112,Customer 112,"Dubai, UAE",tablet,2024-06-18 18:21:28,0.0,4.0,5.0,10.0,1237.43,247.48600000000002,1237.43,81.0,0.018726591760299626,SKU10092
CUST1113,Customer 113,"Paris, France",desktop,2025-07-22 08:41:33,0.0,6.0,11.0,34.0,6030.89,548.2627272727273,6030.89,3.0,0.030303030303030304,SKU10148
CUST1114,,"New York, USA",tablet,2025-01-30 19:12:50,0.0,10.0,6.0,19.0,6064.6900000000005,1010.7816666666668,6064.6900000000005,168.0,0.0335195530726257,SKU10000
CUST1116,Customer 116,"Delhi, India",tablet,2025-03-16 01:02:12,0.0,4.0,7.0,25.0,7721.45,1103.0642857142857,7721.45,29.0,0.022082018927444796,SKU10165
CUST1117,Customer 117,"Dubai, UAE",mobile,2025-07-09 05:06:05,0.0,0.0,5.0,15.0,3629.04,725.808,3629.04,36.0,0.019157088122605363,SKU10168
CUST1118,Customer 118,"Chicago, USA",tablet,2024-03-01 17:01:05,0.0,3.0,8.0,26.0,3682.84,460.355,3682.84,23.0,0.022988505747126436,SKU10049
CUST1119,Customer 119,"New York, USA",tablet,2025-03-30 03:36:14,0.0,8.0,8.0,24.0,5382.33,672.79125,5382.33,80.0,0.027491408934707903,SKU10081
CUST1120,Customer 120,"Sydney, Australia",mobile,2024-10-04 03:56:15,0.0,7.0,9.0,23.0,4152.75,461.4166666666667,4152.75,3.0,0.03260869565217391,SKU10113
CUST1121,Customer 121,"Los Angeles, USA",desktop,2025-11-01 23:07:34,0.0,1.0,5.0,19.0,2183.21,436.642,2183.21,31.0,0.015772870662460567,SKU10006
CUST1122,Customer 122,"Berlin, Germany",desktop,2025-05-16 19:18:48,0.0,3.0,10.0,38.0,8607.0,860.7,8607.0,170.0,0.0546448087431694,SKU10014
CUST1123,Customer 123,"Toronto, Canada",mobile,2025-12-29 06:33:20,0.0,4.0,5.0,18.0,5134.8,1026.96,5134.8,68.0,0.017421602787456445,SKU10001
CUST1124,Customer 124,"Berlin, Germany",mobile,2026-01-01 06:14:17,0.0,6.0,8.0,27.0,4539.45,567.43125,4539.45,19.0,0.024691358024691357,SKU10053
CUST1125,Customer 125,"New York, USA",desktop,2025-04-12 23:51:18,0.0,8.0,8.0,28.0,5046.18,630.7725,5046.18,23.0,0.02318840579710145,SKU10016
CUST1126,Customer 126,,desktop,2025-09-26 04:46:25,0.0,6.0,6.0,14.0,2914.36,485.7266666666667,2914.36,106.0,0.03636363636363636,SKU10069
CUST1127,Customer 127,"Chicago, USA",mobile,2025-09-23 11:02:32,0.0,5.0,4.0,9.0,2287.5600000000004,571.8900000000001,2287.5600000000004,69.0,0.016194331983805668,SKU10011
CUST1128,Customer 128,"Mumbai, India",tablet,2025-06-26 02:26:31,0.0,3.0,6.0,20.0,4596.56,766.0933333333334,4596.56,13.0,0.0169971671388102,SKU10183
CUST1129,Customer 129,"Sydney, Australia",tablet,2025-09-29 18:05:33,0.0,1.0,5.0,10.0,2895.98,579.196,2895.98,42.0,0.0199203187250996,SKU10017
CUST1130,Customer 130,"São Paulo, Brazil",tablet,2025-12-10 16:46:25,0.0,9.0,6.0,16.0,2464.07,410.67833333333334,2464.07,70.0,0.022813688212927757,SKU10030
CUST1131,Customer 131,"Bangalore, India",desktop,2024-03-03 21:49:50,0.0,9.0,4.0,7.0,1508.52,377.13,1508.52,132.0,0.029850746268656716,SKU10017
CUST1132,Customer 132,"Dubai, UAE",mobile,2024-05-31 04:34:37,0.0,6.0,7.0,20.0,3705.03,529.2900000000001,3705.03,1.0,0.024475524475524476,SKU10020
CUST1133,Customer 133,"Los Angeles, USA",tablet,2024-05-18 03:28:57,0.0,3.0,9.0,24.0,3356.42,372.93555555555554,3356.42,79.0,0.03272727272727273,SKU10028
CUST1134,Customer 134,"Bangalore, India",mobile,2024-07-11 09:31:48,0.0,10.0,10.0,29.0,5441.6900000000005,544.1690000000001,5441.6900000000005,5.0,0.028089887640449437,SKU10080
CUST1135,customer 135,"New York, USA",,2025-01-21 22:51:35,0.0,0.0,11.0,29.0,8211.17,746.47,8211.17,1.0,0.04602510460251046,SKU10058
CUST1136,Customer 136,"Paris, France",desktop,2025-07-12 19:15:05,0.0,8.0,2.0,8.0,1797.62,898.81,1797.62,179.0,2.0,SKU10147
CUST1137,Customer 137,"LONDON, UK",desktop,2025-01-04 08:51:13,0.0,8.0,5.0,22.0,6806.11,1361.222,6806.11,141.0,0.02403846153846154,SKU10010
CUST1138,Customer 138,"Dubai, UAE",desktop,2024-08-22 15:12:39,0.0,7.0,12.0,36.0,6744.5599999999995,562.0466666666666,6744.5599999999995,40.0,0.03773584905660377,SKU10031
CUST1139,Customer 139,,mobile,2025-08-31 14:01:41,0.0,5.0,6.0,18.0,3083.84,513.9733333333334,3083.84,58.0,0.02127659574468085,SKU10142
CUST1140,Customer 140,"Sydney, Australia",mobile,2024-12-20 01:45:26,0.0,6.0,8.0,26.0,5996.32,749.54,5996.32,85.0,0.029197080291970802,SKU10045
CUST1141,Customer 141,"London, UK",desktop,2024-07-22 18:34:15,0.0,3.0,7.0,21.0,3164.9700000000003,452.1385714285715,3164.9700000000003,78.0,0.023972602739726026,SKU10043
CUST1142,Customer 142,"Houston, USA",mobile,2025-07-31 22:27:58,0.0,10.0,12.0,31.0,5506.0599999999995,458.8383333333333,5506.0599999999995,51.0,0.04,SKU10083
cust1144,Customer 144,"Houston, USA",tablet,2026-01-24 22:55:13,0.0,8.0,7.0,25.0,5328.04,761.1485714285715,5328.04,66.0,0.038461538461538464,SKU10007
CUST1145,Customer 145,"Sydney, Australia",mobile,2024-06-10 15:39:01,0.0,5.0,10.0,21.0,3752.36,375.236,3752.36,4.0,0.03759398496240601,SKU10127
cust1147,Customer 147,"Paris, France",tablet,2026-01-16 00:56:44,0.0,0.0,5.0,11.0,815.1400000000001,163.02800000000002,815.1400000000001,4.0,0.014619883040935672,SKU10186
CUST1148,Customer 148,"Chicago, USA",mobile,2025-08-22 13:54:12,0.0,9.0,9.0,20.0,5138.22,570.9133333333334,5138.22,31.0,0.02857142857142857,SKU10048
CUST1149,Customer 149,"Toronto, Canada",tablet,2024-11-10 15:17:18,0.0,5.0,5.0,7.0,1129.02,225.804,1129.02,30.0,0.01773049645390071,SKU10066
CUST1150,Customer 150,"Tokyo, Japan",desktop,2024-12-03 14:27:59,0.0,1.0,5.0,17.0,3277.58,655.516,3277.58,193.0,0.03597122302158273,SKU10042
CUST1152,Customer 152,"LOS ANGELES, USA",tablet,2024-02-25 14:02:44,0.0,8.0,10.0,24.0,2907.38,290.738,2907.38,1.0,0.027472527472527472,SKU10198
CUST1153,Customer 153,"Chicago, USA",mobile,2025-01-08 01:54:59,0.0,3.0,8.0,29.0,4393.35,549.16875,4393.35,68.0,0.02909090909090909,SKU10066
CUST1154,Customer 154,"New York, USA",tablet,2025-01-22 22:21:00,0.0,9.0,4.0,9.0,1117.01,279.2525,1117.01,20.0,0.0213903743315508,SKU10033
CUST1155,Customer 155,"Bangalore, India",tablet,2025-10-15 09:03:31,0.0,6.0,6.0,19.0,4689.75,781.625,4689.75,94.0,0.02727272727272727,SKU10065
CUST1156,Customer 156,"Toronto, Canada",desktop,2025-10-27 13:56:09,0.0,6.0,8.0,25.0,4282.02,535.2525,4282.02,0.0,0.0215633423180593,SKU10016
CUST1157,Customer 157,"Bangalore, India",tablet,2025-03-15 11:56:38,0.0,0.0,10.0,32.0,7657.58,765.758,7657.58,2.0,0.032679738562091505,SKU10018
CUST1158,Customer 158,"Los Angeles, USA",tablet,2024-03-21 09:45:00,0.0,5.0,10.0,39.0,7547.33,754.733,7547.33,35.0,0.030395136778115502,SKU10148
CUST1160,Customer 160,"Sydney, Australia",desktop,2024-11-12 12:47:17,0.0,5.0,11.0,37.0,6425.18,584.1072727272727,6425.18,7.0,0.031609195402298854,SKU10080
CUST1161,CUSTOMER 161,"Toronto, Canada",mobile,2024-10-30 02:05:39,0.0,6.0,5.0,13.0,3086.4800000000005,617.296,3086.4800000000005,34.0,0.01644736842105263,SKU10062
CUST1162,Customer 162,"Dubai, UAE",desktop,2025-08-15 15:01:56,0.0,8.0,8.0,25.0,5210.32,651.29,5210.32,51.0,0.02857142857142857,SKU10054
CUST1163,Customer 163,"Berlin, Germany",desktop,2024-11-12 05:47:07,0.0,10.0,8.0,27.0,6342.13,792.76625,6342.13,6.0,0.02247191011235955,SKU10022
CUST1164,Customer 164,"Los Angeles, USA",desktop,2025-01-05 20:32:31,0.0,7.0,1.0,3.0,1434.39,1434.39,1434.39,300.0,1.0,SKU10047
CUST1165,Customer 165,"London, UK",desktop,2024-02-23 10:38:53,0.0,8.0,9.0,24.0,4047.76,449.75111111111113,4047.76,5.0,0.02654867256637168,SKU10135
CUST1166,Customer 166,"London, UK",mobile,2025-04-08 13:45:03,0.0,7.0,12.0,35.0,7211.2699999999995,600.9391666666667,7211.2699999999995,7.0,0.03614457831325301,SKU10053
CUST1167,Customer 167,"Delhi, India",tablet,2025-01-11 05:27:28,0.0,4.0,7.0,21.0,5844.78,834.9685714285714,5844.78,70.0,0.029288702928870293,SKU10028
