timestamp,store_id,transaction_id,product_id,quantity,price_per_unit,discount,promo_flag,payment_type,customer_id
2025-01-20,CA02,ORD-1032,FF-60,3,45.0,0.0,False,paypal,C0070
2025-02-08,CA02,ORD-1033,DD-40,5,37.63,2.0,True,visa,C0062
2025-02-07,TX01,ORD-1034,EE-50,2,22.77,10.0,True,amex,C0057
2025-01-02,CA02,ORD-1035,BB-20,3,13.65,10.0,False,cash,C0006
2025-03-27,NY01,ORD-1036,BB-20,2,11.16,0.0,False,cash,C0096
2025-01-21,CA01,ORD-1037,FF-60,3,12.78,10.0,False,mastercard,C0051
2025-03-01,NY01,ORD-1038,EE-50,4,30.29,0.0,False,amex,C0033
2025-02-01,NY01,ORD-1039,FF-60,3,8.93,5.0,True,amex,C0028
2025-02-21,CA02,ORD-1040,FF-60,1,58.54,0.0,True,paypal,C0076
2025-03-21,NY01,ORD-1042,DD-40,5,23.77,5.0,False,visa,C0032
2025-03-20,CA02,ORD-1044,BB-20,4,35.23,5.0,True,visa,C0051
2025-03-26,TX01,ORD-1045,BB-20,5,14.81,0.0,False,cash,C0066
2025-01-27,NY01,ORD-1046,BB-20,1,46.92,0.0,True,amex,C0073
2025-02-01,NY01,ORD-1047,CC-30,5,35.32,2.0,True,visa,C0071
2025-01-11,TX01,ORD-1048,BB-20,5,20.29,0.0,True,mastercard,C0039
2025-02-21,CA01,ORD-1049,CC-30,3,23.8,2.0,False,mastercard,C0079
2025-03-03,CA02,ORD-1050,BB-20,5,53.86,5.0,False,mastercard,C0077
2025-01-16,TX01,ORD-1051,BB-20,4,37.99,,True,mastercard,C0100
2025-02-23,CA02,ORD-1052,FF-60,3,26.46,2.0,True,amex,C0004
2025-03-10,CA02,ORD-1053,CC-30,4,30.43,0.0,False,mastercard,C0029
2025-01-13,TX01,ORD-1054,FF-60,1,38.33,2.0,True,visa,C0004
2025-01-01,CA02,ORD-1056,DD-40,1,53.51,0.0,True,amex,C0099
2025-03-03,CA02,ORD-1057,EE-50,4,28.04,0.0,True,mastercard,C0017
2025-01-09,CA01,ORD-1058,FF-60,1,37.46,0.0,False,mastercard,C0052
2025-03-20,TX01,ORD-1059,CC-30,5,8.18,0.0,True,cash,C0100
2025-02-24,NY01,ORD-1060,CC-30,4,56.02,10.0,True,mastercard,C0021
2025-03-03,TX01,ORD-1061,AA-10,1,13.76,10.0,False,visa,C0062
2025-02-03,TX01,ORD-1062,CC-30,1,54.77,5.0,False,amex,C0012
2025-03-27,NY01,ORD-1063,EE-50,4,49.67,0.0,True,cash,C0090
2025-02-22,NY01,ORD-1064,FF-60,5,38.36,0.0,True,mastercard,C0080
2025-03-08,CA02,ORD-1065,FF-60,2,22.08,0.0,False,amex,C0030
2025-03-19,TX01,ORD-1066,FF-60,1,5.76,0.0,True,debit,C0022
2025-02-27,CA01,ORD-1067,BB-20,4,36.94,0.0,False,mastercard,C0002
2025-03-20,TX01,ORD-1068,FF-60,1,13.77,0.0,True,amex,C0009
2025-02-22,CA02,ORD-1069,FF-60,3,9.47,0.0,True,paypal,C0029
2025-02-23,TX01,ORD-1070,FF-60,3,34.4,5.0,False,visa,C0018
2025-03-27,TX01,ORD-1071,AA-10,5,54.75,2.0,False,cash,C0100
2025-03-19,CA02,ORD-1072,EE-50,4,40.28,2.0,False,debit,C0069
2025-03-10,TX01,ORD-1073,AA-10,3,53.02,10.0,True,debit,C0006
2025-01-02,TX01,ORD-1074,FF-60,4,44.45,0.0,True,mastercard,C0004
2025-01-29,CA01,ORD-1075,AA-10,3,58.27,2.0,True,amex,C0045
2025-01-08,CA01,ORD-1076,DD-40,2,51.92,0.0,False,debit,C0064
2025-01-10,NY01,ORD-1077,FF-60,3,8.26,0.0,True,debit,C0033
2025-02-10,CA01,ORD-1078,BB-20,3,27.83,5.0,True,cash,C0001
2025-03-08,CA01,ORD-1079,FF-60,5,13.81,5.0,True,visa,C0045
2025-03-07,CA02,ORD-1080,DD-40,2,59.1,2.0,False,visa,C0060
2025-03-09,NY01,ORD-1081,BB-20,5,28.2,0.0,False,cash,C0036
2025-02-03,NY01,ORD-1082,AA-10,1,55.3,2.0,True,amex,C0075
2025-03-17,CA02,ORD-1083,AA-10,2,32.32,5.0,False,amex,C0097
2025-01-02,CA01,ORD-1084,FF-60,2,39.91,5.0,False,visa,C0002
2025-03-26,CA01,ORD-1086,AA-10,5,45.52,0.0,False,cash,C0074
2025-03-26,CA01,ORD-1087,FF-60,1,6.35,0.0,False,cash,C0014
2025-03-18,CA02,ORD-1088,BB-20,3,43.83,,False,visa,C0026
2025-03-10,CA02,ORD-1089,DD-40,1,8.68,10.0,False,paypal,C0087
2025-12-01,CA01,ORD-1091,DD-40,1,19.12,0.0,False,amex,C0025
2025-01-15,CA02,ORD-1092,EE-50,1,41.46,0.0,False,debit,C0014
2025-02-03,CA01,ORD-1093,AA-10,5,28.41,0.0,True,cash,C0082
2025-03-19,TX01,ORD-1094,BB-20,1,55.13,10.0,False,cash,C0011
2025-02-26,TX01,ORD-1095,EE-50,2,46.91,5.0,True,amex,C0036
2025-01-27,CA01,ORD-1096,FF-60,3,23.71,,False,visa,C0054
2025-02-18,CA01,ORD-1098,FF-60,2,16.51,5.0,True,paypal,C0030
2025-01-14,CA02,ORD-1100,CC-30,4,19.17,0.0,False,visa,C0016
2025-03-24,TX01,ORD-1101,CC-30,3,51.67,0.0,True,cash,C0049
2025-02-24,TX01,ORD-1102,CC-30,5,32.9,10.0,False,cash,C0057
2025-01-17,CA01,ORD-1103,CC-30,1,24.49,0.0,False,mastercard,C0011
2025-03-01,TX01,ORD-1104,BB-20,1,14.8,,True,visa,C0087
2025-02-17,CA01,ORD-1105,DD-40,5,6.38,10.0,True,visa,C0091
2025-01-29,TX01,ORD-1106,FF-60,2,24.65,0.0,True,amex,C0093
2025-03-19,CA02,ORD-1107,AA-10,5,46.36,5.0,True,amex,C0006
2025-03-28,NY01,ORD-1108,CC-30,3,43.93,0.0,False,debit,C0094
2025-01-25,CA02,ORD-1109,BB-20,2,34.85,0.0,False,visa,C0047
2025-01-20,CA01,ORD-1110,EE-50,3,33.97,2.0,False,visa,C0010
2025-03-04,CA02,ORD-1111,EE-50,5,31.37,0.0,True,cash,C0031
2025-02-10,CA01,ORD-1112,DD-40,3,24.57,2.0,True,visa,C0066
2025-03-17,CA01,ORD-1113,AA-10,3,11.2,0.0,True,cash,C0019
2025-01-09,CA01,ORD-1114,EE-50,5,38.01,2.0,False,amex,C0097
2025-01-25,TX01,ORD-1115,DD-40,2,42.77,0.0,False,mastercard,C0069
2025-03-21,CA01,ORD-1117,EE-50,1,34.57,5.0,True,cash,C0020
2025-03-20,CA02,ORD-1118,DD-40,5,16.83,2.0,False,cash,C0094
2025-03-18,TX01,ORD-1120,AA-10,4,16.16,5.0,True,debit,C0096
2025-01-17,CA01,ORD-1121,CC-30,3,56.36,0.0,False,visa,C0011
2025-03-07,CA01,ORD-1122,FF-60,1,14.37,5.0,False,amex,C0093
2025-02-09,TX01,ORD-1123,EE-50,1,37.86,5.0,True,paypal,C0009
2025-03-02,CA01,ORD-1124,FF-60,5,50.52,10.0,False,visa,C0078
2025-02-13,CA02,ORD-1125,AA-10,4,42.2,0.0,False,mastercard,C0003
2025-03-04,CA02,ORD-1126,CC-30,3,42.17,0.0,False,debit,C0072
2025-03-30,TX01,ORD-1128,FF-60,2,6.03,0.0,False,amex,C0006
2025-02-12,NY01,ORD-1129,CC-30,3,44.42,0.0,True,amex,C0095
2025-02-25,TX01,ORD-1130,EE-50,5,51.34,10.0,False,amex,C0099
2025-01-09,NY01,ORD-1131,AA-10,2,54.8,0.0,False,cash,C0090
2025-02-26,CA02,ORD-1132,BB-20,2,30.34,0.0,True,cash,C0027
2025-02-09,CA01,ORD-1133,FF-60,5,46.17,0.0,False,paypal,C0053
2025-03-06,CA01,ORD-1134,DD-40,4,7.98,0.0,False,debit,C0051
2025-01-20,NY01,ORD-1135,BB-20,1,24.61,2.0,False,cash,C0041
2025-03-08,CA01,ORD-1136,AA-10,3,42.31,5.0,False,visa,C0017
2025-01-20,TX01,ORD-1137,AA-10,1,26.78,2.0,False,visa,C0009
2025-01-11,NY01,ORD-1138,AA-10,1,53.78,0.0,False,visa,C0001
2025-01-02,NY01,ORD-1139,CC-30,1,47.65,,False,cash,C0023
2025-02-08,TX01,ORD-1140,EE-50,3,11.93,5.0,True,amex,C0067
2025-02-07,CA02,ORD-1141,EE-50,2,26.4,10.0,False,cash,C0020
2025-01-05,CA01,ORD-1142,FF-60,4,50.65,5.0,False,paypal,C0057
2025-01-10,NY01,ORD-1143,CC-30,1,9.51,0.0,True,cash,C0085
2025-01-30,TX01,ORD-1144,EE-50,1,41.25,2.0,True,amex,C0091
2025-01-24,NY01,ORD-1145,EE-50,3,48.49,0.0,True,mastercard,C0045
2025-02-23,NY01,ORD-1146,FF-60,2,47.94,5.0,True,debit,C0028
2025-02-09,TX01,ORD-1147,FF-60,4,59.36,2.0,True,cash,C0064
2025-02-14,CA02,ORD-1148,CC-30,1,48.67,0.0,False,cash,C0038
2025-03-15,CA02,ORD-1150,CC-30,5,24.97,0.0,True,paypal,C0038
2025-01-30,CA02,ORD-1151,CC-30,1,27.78,0.0,True,paypal,C0006
2025-01-15,CA02,ORD-1152,CC-30,5,50.94,10.0,True,mastercard,C0097
2025-01-04,CA01,ORD-1153,DD-40,5,35.21,0.0,False,debit,C0048
2025-01-01,CA01,ORD-1154,DD-40,3,35.77,5.0,False,amex,C0059
2025-03-07,CA01,ORD-1155,FF-60,5,34.89,0.0,False,amex,C0020
2025-01-06,CA02,ORD-1156,AA-10,2,22.6,0.0,True,cash,C0071
2025-03-10,TX01,ORD-1157,EE-50,3,25.89,0.0,True,paypal,C0059
2025-01-22,TX01,ORD-1158,EE-50,1,58.49,2.0,True,paypal,C0034
2025-01-10,TX01,ORD-1159,AA-10,2,19.11,0.0,False,visa,C0036
2025-02-13,CA02,ORD-1160,EE-50,3,15.23,0.0,True,cash,C0018
2025-02-06,CA02,ORD-1161,FF-60,2,47.48,5.0,False,debit,C0014
2025-03-03,TX01,ORD-1162,BB-20,4,53.91,2.0,True,mastercard,C0043
2025-01-09,NY01,ORD-1163,BB-20,4,15.07,0.0,False,cash,C0072
2025-03-10,CA01,ORD-1164,DD-40,3,29.03,5.0,True,cash,C0016
2025-01-28,NY01,ORD-1165,AA-10,2,31.03,0.0,True,paypal,C0060
2025-02-12,NY01,ORD-1166,FF-60,1,22.57,2.0,False,mastercard,C0086
2025-02-26,TX01,ORD-1167,FF-60,1,32.04,0.0,False,mastercard,C0024
2025-03-13,CA01,ORD-1168,FF-60,5,58.29,0.0,True,mastercard,C0009
2025-01-08,NY01,ORD-1169,DD-40,1,27.12,0.0,True,mastercard,C0072
2025-02-07,TX01,ORD-1170,EE-50,3,51.02,2.0,False,amex,C0013
2025-02-15,NY01,ORD-1171,FF-60,2,16.58,0.0,True,debit,C0069
2025-02-04,TX01,ORD-1172,AA-10,2,22.06,0.0,True,cash,C0096
2025-01-02,NY01,ORD-1173,BB-20,4,30.88,0.0,False,cash,C0010
2025-01-20,CA02,ORD-1174,EE-50,3,7.8,0.0,True,amex,C0071
2025-01-27,NY01,ORD-1175,AA-10,1,21.9,0.0,False,paypal,C0079
2025-02-20,CA01,ORD-1176,AA-10,4,53.28,0.0,False,mastercard,C0035
2025-01-31,CA02,ORD-1177,EE-50,2,33.94,5.0,False,debit,C0056
2025-02-12,NY01,ORD-1178,BB-20,1,48.77,0.0,True,visa,C0025
2025-01-05,CA02,ORD-1179,AA-10,1,48.24,0.0,True,cash,C0026
2025-03-22,NY01,ORD-1180,AA-10,2,59.77,0.0,False,amex,C0074
2025-01-07,CA02,ORD-1182,DD-40,2,39.82,10.0,True,mastercard,C0090
2025-03-02,NY01,ORD-1183,EE-50,1,36.68,0.0,True,debit,C0039
2025-01-07,CA02,ORD-1184,FF-60,4,16.9,0.0,True,mastercard,C0044
2025-02-20,TX01,ORD-1185,AA-10,5,24.06,0.0,True,paypal,C0034
2025-02-25,NY01,ORD-1186,CC-30,5,25.72,10.0,False,amex,C0067
2025-01-20,CA01,ORD-1187,BB-20,2,53.13,,True,debit,C0013
2025-02-02,CA01,ORD-1188,AA-10,3,53.61,0.0,False,visa,C0099
2025-03-10,TX01,ORD-1189,AA-10,3,25.86,0.0,True,visa,C0059
2025-01-12,TX01,ORD-1190,BB-20,3,6.12,0.0,False,mastercard,C0002
2025-03-24,CA01,ORD-1191,DD-40,2,5.76,0.0,False,debit,C0024
2025-02-25,CA02,ORD-1192,BB-20,4,23.23,10.0,True,debit,C0057
2025-02-22,NY01,ORD-1193,DD-40,3,45.54,5.0,True,cash,C0022
2025-01-27,TX01,ORD-1194,EE-50,3,44.88,2.0,True,mastercard,C0094
2025-02-15,TX01,ORD-1195,AA-10,3,9.11,5.0,True,cash,C0019
2025-02-13,TX01,ORD-1196,BB-20,3,36.15,0.0,False,amex,C0030
2025-01-27,NY01,ORD-1197,CC-30,5,29.14,0.0,True,cash,C0009
2025-03-11,TX01,ORD-1198,BB-20,3,5.33,5.0,True,debit,C0072
2025-03-31,CA01,ORD-1199,DD-40,5,59.14,0.0,True,paypal,C0019
2025-01-21,NY01,ORD-1200,CC-30,3,49.06,0.0,False,cash,C0079
2025-01-14,CA02,ORD-1201,DD-40,4,38.65,2.0,False,debit,C0064
2025-02-21,CA01,ORD-1202,CC-30,2,43.63,10.0,False,debit,C0067
2025-01-03,NY01,ORD-1203,CC-30,3,10.66,10.0,True,debit,C0045
2025-03-04,TX01,ORD-1204,DD-40,4,48.35,0.0,True,debit,C0071
2025-03-11,NY01,ORD-1205,EE-50,2,47.02,2.0,False,paypal,C0050
2025-01-15,CA01,ORD-1206,FF-60,5,58.55,0.0,True,amex,C0003
2025-02-22,NY01,ORD-1207,BB-20,2,27.51,10.0,True,debit,C0031
2025-01-02,CA02,ORD-1208,CC-30,3,47.32,5.0,True,debit,C0077
2025-01-20,CA02,ORD-1209,BB-20,1,29.74,,False,mastercard,C0072
2025-01-21,CA01,ORD-1210,BB-20,3,26.98,5.0,True,visa,C0086
2025-03-28,CA02,ORD-1211,DD-40,3,40.1,0.0,True,debit,C0021
2025-01-22,TX01,ORD-1212,DD-40,1,44.83,0.0,True,cash,C0057
2025-03-27,CA02,ORD-1213,BB-20,3,41.3,10.0,False,cash,C0055
2025-02-12,NY01,ORD-1214,DD-40,4,46.12,10.0,False,paypal,C0097
2025-03-15,CA01,ORD-1215,AA-10,1,9.1,0.0,False,cash,C0074
2025-03-09,CA02,ORD-1216,AA-10,5,24.72,2.0,True,mastercard,C0032
2025-01-11,CA02,ORD-1217,AA-10,3,9.23,5.0,False,debit,C0048
2025-01-26,NY01,ORD-1218,DD-40,4,6.29,10.0,False,mastercard,C0077
2025-01-24,NY01,ORD-1219,CC-30,5,47.92,0.0,False,paypal,C0031
2025-01-05,TX01,ORD-1220,DD-40,1,53.59,0.0,True,paypal,C0061
2025-03-04,CA01,ORD-1222,DD-40,1,7.62,5.0,True,amex,C0032
2025-01-24,CA01,ORD-1223,AA-10,5,47.73,5.0,True,amex,C0047
2025-01-02,CA01,ORD-1224,EE-50,4,19.4,5.0,False,debit,C0040
2025-03-04,CA01,ORD-1225,BB-20,2,27.12,0.0,False,debit,C0086
2025-02-09,CA02,ORD-1226,CC-30,1,34.85,0.0,True,mastercard,C0031
2025-03-25,CA02,ORD-1227,AA-10,2,26.95,10.0,True,visa,C0093
2025-03-27,CA01,ORD-1228,AA-10,1,54.41,10.0,False,amex,C0005
2025-01-09,NY01,ORD-1230,CC-30,5,35.81,0.0,False,mastercard,C0064
2025-02-16,CA01,ORD-1231,EE-50,5,28.69,2.0,True,amex,C0030
2025-02-02,TX01,ORD-1232,CC-30,3,26.14,0.0,True,amex,C0012
2025-03-15,TX01,ORD-1233,BB-20,2,25.5,2.0,False,cash,C0088
2025-01-12,NY01,ORD-1234,FF-60,1,15.42,0.0,False,cash,C0063
2025-01-15,TX01,ORD-1235,DD-40,1,26.48,0.0,True,paypal,C0081
2025-03-31,TX01,ORD-1236,DD-40,3,33.87,0.0,True,mastercard,C0074
2025-02-03,CA01,ORD-1237,FF-60,5,39.66,0.0,True,visa,C0004
2025-01-11,NY01,ORD-1238,DD-40,2,42.03,5.0,False,debit,C0035
2025-01-28,NY01,ORD-1239,EE-50,5,18.37,10.0,True,mastercard,C0077
2025-03-18,NY01,ORD-1240,BB-20,1,22.78,2.0,False,visa,C0063
2025-01-01,CA01,ORD-1241,EE-50,1,46.91,5.0,False,amex,C0064
2025-03-06,CA01,ORD-1242,AA-10,3,27.39,2.0,False,amex,C0005
2025-03-25,CA01,ORD-1243,CC-30,4,40.84,0.0,True,cash,C0006
2025-03-30,CA02,ORD-1244,EE-50,3,28.19,0.0,False,mastercard,C0006
2025-01-02,CA01,ORD-1245,FF-60,5,6.22,0.0,False,amex,C0022
2025-02-01,CA01,ORD-1246,CC-30,2,42.47,10.0,False,paypal,C0093
2025-03-11,NY01,ORD-1247,EE-50,1,5.6,0.0,False,debit,C0046
2025-03-15,CA01,ORD-1248,BB-20,4,32.75,0.0,True,mastercard,C0086
2025-01-22,CA01,ORD-1249,DD-40,5,31.94,0.0,True,visa,C0047
2025-03-12,TX01,ORD-1250,BB-20,3,20.14,0.0,False,amex,C0094
2025-02-20,TX01,ORD-1251,AA-10,1,27.35,10.0,False,cash,C0055
2025-02-28,CA02,ORD-1252,BB-20,4,30.23,0.0,True,cash,C0019
2025-02-19,NY01,ORD-1253,BB-20,5,10.36,10.0,False,cash,C0048
2025-01-24,NY01,ORD-1254,BB-20,5,21.47,0.0,True,debit,C0084
2025-01-21,TX01,ORD-1255,DD-40,5,35.09,0.0,True,amex,C0030
2025-01-23,NY01,ORD-1256,AA-10,1,59.08,5.0,False,amex,C0075
2025-03-15,NY01,ORD-1257,BB-20,4,17.22,5.0,True,visa,C0052
2025-03-31,NY01,ORD-1258,EE-50,2,50.13,5.0,False,paypal,C0025
2025-02-10,NY01,ORD-1259,CC-30,1,29.58,2.0,False,visa,C0005
2025-02-24,TX01,ORD-1261,DD-40,3,54.44,0.0,True,debit,C0030
2025-03-19,CA01,ORD-1262,EE-50,5,32.6,5.0,False,debit,C0028
2025-02-20,CA01,ORD-1263,DD-40,4,42.84,0.0,True,cash,C0030
2025-03-01,CA01,ORD-1264,DD-40,4,12.01,,False,mastercard,C0015
2025-03-06,NY01,ORD-1265,DD-40,3,59.68,0.0,False,paypal,C0095
2025-01-28,TX01,ORD-1266,EE-50,4,43.04,10.0,False,visa,C0088
2025-02-06,CA02,ORD-1267,BB-20,5,6.52,2.0,True,paypal,C0031
2025-01-12,CA02,ORD-1268,BB-20,2,11.69,0.0,False,mastercard,C0087
2025-01-17,TX01,ORD-1269,FF-60,1,57.26,5.0,True,amex,C0040
2025-01-07,TX01,ORD-1270,EE-50,4,39.67,10.0,False,cash,C0004
2025-01-21,CA01,ORD-1271,AA-10,4,9.08,5.0,False,debit,C0099
2025-03-23,NY01,ORD-1272,AA-10,2,39.08,0.0,True,amex,C0066
2025-01-13,CA01,ORD-1273,CC-30,2,46.86,0.0,False,cash,C0041
2025-03-29,CA02,ORD-1274,DD-40,5,12.13,5.0,False,debit,C0021
2025-01-03,NY01,ORD-1275,CC-30,4,10.3,5.0,False,paypal,C0100
2025-03-18,CA02,ORD-1276,DD-40,5,45.11,2.0,True,debit,C0077
2025-02-09,CA02,ORD-1277,BB-20,3,9.35,0.0,True,debit,C0064
2025-03-15,CA01,ORD-1278,BB-20,2,35.32,0.0,False,amex,C0058
2025-01-17,CA02,ORD-1279,DD-40,1,5.23,2.0,False,cash,C0030
2025-02-01,CA02,ORD-1280,AA-10,4,46.13,0.0,True,mastercard,C0018
2025-02-06,TX01,ORD-1281,CC-30,2,41.12,10.0,True,mastercard,C0028
2025-01-09,NY01,ORD-1282,BB-20,5,17.84,0.0,True,visa,C0068
2025-03-21,NY01,ORD-1283,CC-30,2,35.34,5.0,False,paypal,C0035
2025-03-18,CA02,ORD-1284,AA-10,1,16.74,5.0,True,mastercard,C0045
2025-02-08,NY01,ORD-1285,BB-20,5,8.36,,True,amex,C0012
2025-02-11,CA02,ORD-1286,BB-20,3,30.41,0.0,False,cash,C0098
2025-03-05,NY01,ORD-1287,FF-60,2,26.22,0.0,True,visa,C0074
2025-02-27,NY01,ORD-1288,CC-30,4,24.34,5.0,False,visa,C0074
2025-01-18,CA01,ORD-1289,EE-50,1,37.1,0.0,True,mastercard,C0040
2025-01-30,CA02,ORD-1290,BB-20,3,51.27,0.0,True,debit,C0071
2025-02-18,TX01,ORD-1291,BB-20,3,49.01,0.0,True,mastercard,C0060
2025-01-23,NY01,ORD-1292,BB-20,5,24.49,0.0,False,mastercard,C0041
2025-03-02,TX01,ORD-1293,EE-50,4,6.71,0.0,True,mastercard,C0041
2025-01-07,CA02,ORD-1294,AA-10,1,8.35,0.0,True,visa,C0051
2025-03-01,CA02,ORD-1295,AA-10,2,39.19,2.0,False,visa,C0019
2025-02-23,CA01,ORD-1297,DD-40,3,16.17,0.0,False,paypal,C0074
2025-01-21,NY01,ORD-1298,CC-30,3,17.9,10.0,False,debit,C0002
2025-02-26,TX01,ORD-1299,DD-40,1,22.24,10.0,True,cash,C0070
