payment_id,order_id,customer_id,payment_provider,payment_type,transaction_fee,currency,exchange_rate_to_usd,refunded,refund_amount
PAY6038,ORD5038,CUST1023,paypal,wallet,1.61,CAD,1.2721,False,0.0
PAY6039,ORD5039,CUST1116,visa,paypal,10.07,EUR,0.9904,False,0.0
PAY6040,ORD5040,CUST1148,visa,credit_card,0.74,USD,1.2619,False,0.0
PAY6041,ORD5041,CUST1437,stripe,wallet,6.3,CAD,0.8485,False,0.0
PAY6042,ORD5042,CUST1443,stripe,paypal,0.79,EUR,1.1028,False,0.0
PAY6043,ORD5043,CUST1194,paypal,wallet,18.42,EUR,1.0327,False,0.0
PAY6044,ORD5044,CUST1232,visa,credit_card,8.68,USD,0.7079,False,0.0
PAY6045,ORD5045,CUST1427,mastercard,credit_card,0.6,CAD,0.7849,False,0.0
PAY6046,ORD5046,CUST1083,stripe,paypal,1.92,EUR,0.9726,False,0.0
PAY6047,ORD5047,CUST1181,mastercard,paypal,7.9,USD,1.0352,False,0.0
PAY6048,ORD5048,CUST1343,stripe,wallet,2.57,USD,0.7095,False,0.0
PAY6049,ORD5049,CUST1359,amex,credit_card,9.17,USD,1.0396,False,0.0
PAY6050,ORD5050,CUST1331,amex,credit_card,2.9,EUR,0.8161,False,0.0
PAY6051,ORD5051,CUST1311,paypal,credit_card,4.65,USD,1.1621,True,162.12
PAY6052,ORD5052,CUST1087,mastercard,bank_transfer,43.59,USD,1.085,False,0.0
PAY6053,ORD5053,CUST1373,amex,credit_card,2.57,GBP,1.0478,False,0.0
PAY6054,ORD5054,CUST1083,visa,credit_card,8.93,EUR,0.8875,False,0.0
PAY6055,ORD5055,CUST1194,visa,credit_card,9.63,CAD,1.1733,True,339.12
PAY6056,ORD5056,CUST1473,mastercard,bank_transfer,12.96,EUR,0.8155,True,394.87
PAY6057,ORD5057,CUST1352,visa,credit_card,6.74,USD,1.2562,True,218.46
PAY6058,ORD5058,CUST1112,amex,credit_card,14.75,EUR,1.2329,False,0.0
PAY6059,ORD5059,CUST1166,paypal,bank_transfer,13.84,USD,0.8245,False,0.0
PAY6060,ORD5060,CUST1397,paypal,credit_card,1.27,GBP,1.0583,False,0.0
PAY6061,ORD5061,CUST1117,amex,credit_card,2.64,USD,0.7867,False,0.0
PAY6062,ORD5062,CUST1412,stripe,bank_transfer,33.65,USD,1.2566,True,1118.37
PAY6063,ORD5063,CUST1205,paypal,bank_transfer,5.65,GBP,0.7613,False,0.0
PAY6064,ORD5064,CUST1033,mastercard,credit_card,1.19,EUR,0.8055,True,44.25
PAY6065,ORD5065,CUST1467,mastercard,credit_card,1.67,USD,1.1923,False,0.0
PAY6066,ORD5066,CUST1448,visa,credit_card,5.66,USD,1.1186,False,0.0
PAY6067,ORD5067,CUST1161,visa,credit_card,3.11,USD,0.9672,False,0.0
PAY6068,ORD5068,CUST1335,amex,bank_transfer,9.59,CAD,0.9101,True,371.68
PAY6069,ORD5069,CUST1202,visa,wallet,7.44,EUR,0.8301,False,0.0
PAY6070,ORD5070,CUST1234,stripe,credit_card,10.95,EUR,0.9097,True,458.95
PAY6071,ORD5071,CUST1135,paypal,wallet,5.92,USD,0.9451,False,0.0
PAY6072,ORD5072,CUST1126,visa,credit_card,1.89,USD,1.1637,False,0.0
PAY6073,ORD5073,CUST1287,mastercard,bank_transfer,1.8,CAD,1.0768,True,163.34
PAY6074,ORD5074,CUST1134,mastercard,paypal,2.9,CAD,1.043,False,0.0
PAY6075,ORD5075,CUST1299,paypal,credit_card,10.08,EUR,0.9358,False,0.0
PAY6076,ORD5076,CUST1459,stripe,credit_card,32.33,GBP,1.1341,False,0.0
PAY6077,ORD5077,CUST1204,paypal,credit_card,9.93,EUR,0.9192,False,0.0
PAY6078,ORD5078,CUST1112,mastercard,credit_card,8.24,GBP,1.1841,True,388.54
PAY6079,ORD5079,CUST1260,mastercard,paypal,1.8,GBP,0.7483,True,171.9
PAY6080,ORD5080,CUST1046,paypal,paypal,1.6,EUR,1.0788,False,0.0
PAY6081,ORD5081,CUST1024,mastercard,bank_transfer,8.02,USD,0.8682,True,470.84
PAY6082,ORD5082,CUST1078,mastercard,paypal,6.12,GBP,1.0538,True,592.34
PAY6083,ORD5083,CUST1081,visa,paypal,3.24,USD,1.1156,False,0.0
PAY6084,ORD5084,CUST1216,paypal,credit_card,6.64,EUR,1.179,False,0.0
PAY6085,ORD5085,CUST1032,mastercard,paypal,16.87,CAD,0.8308,True,929.48
PAY6086,ORD5086,CUST1195,paypal,credit_card,3.32,USD,1.0334,True,106.57
PAY6087,ORD5087,CUST1239,amex,credit_card,20.57,USD,1.1003,False,0.0
PAY6088,ORD5088,CUST1128,stripe,credit_card,5.22,USD,1.2196,True,209.73
PAY6089,ORD5089,CUST1440,stripe,paypal,7.35,USD,1.2471,False,0.0
PAY6090,ORD5090,CUST1348,visa,credit_card,23.67,CAD,0.8771,False,0.0
PAY6091,ORD5091,CUST1058,stripe,paypal,9.31,GBP,0.9124,False,0.0
PAY6092,ORD5092,CUST1453,visa,credit_card,3.06,USD,1.2017,False,0.0
PAY6093,ORD5093,CUST1384,mastercard,credit_card,8.38,USD,0.8724,False,0.0
PAY6094,ORD5094,CUST1393,amex,bank_transfer,13.84,USD,1.1474,True,744.12
PAY6095,ORD5095,CUST1174,amex,paypal,12.65,USD,0.903,True,470.84
PAY6096,ORD5096,CUST1150,amex,credit_card,10.77,EUR,1.1025,False,0.0
PAY6097,ORD5097,CUST1080,mastercard,credit_card,34.9,CAD,0.7228,True,1021.61
PAY6098,ORD5098,CUST1001,visa,credit_card,18.05,GBP,0.9758,False,0.0
PAY6099,ORD5099,CUST1448,stripe,credit_card,24.09,CAD,0.8482,False,0.0
PAY6100,ORD5100,CUST1134,mastercard,credit_card,10.79,USD,1.1544,False,0.0
PAY6101,ORD5101,CUST1390,stripe,credit_card,6.66,USD,0.9868,False,0.0
PAY6102,ORD5102,CUST1259,stripe,paypal,4.14,USD,1.1477,True,127.05
PAY6103,ORD5103,CUST1445,visa,credit_card,12.27,USD,1.1568,False,0.0
PAY6104,ORD5104,CUST1152,paypal,credit_card,1.74,GBP,0.9957,False,0.0
PAY6105,ORD5105,CUST1259,paypal,credit_card,28.4,USD,0.8027,False,0.0
PAY6106,ORD5106,CUST1101,mastercard,credit_card,12.54,USD,0.7383,False,0.0
PAY6107,ORD5107,CUST1191,stripe,credit_card,2.05,USD,0.8429,False,0.0
PAY6108,ORD5108,CUST1082,paypal,credit_card,15.59,USD,0.7518,False,0.0
PAY6109,ORD5109,CUST1488,mastercard,paypal,5.55,CAD,1.2419,False,0.0
PAY6110,ORD5110,CUST1472,stripe,credit_card,5.78,USD,1.0152,True,458.64
PAY6111,ORD5111,CUST1470,visa,credit_card,8.38,USD,0.8798,False,0.0
PAY6112,ORD5112,CUST1306,amex,credit_card,0.8,GBP,0.7078,False,0.0
PAY6113,ORD5113,CUST1250,mastercard,paypal,20.91,USD,1.0323,False,0.0
PAY6114,ORD5114,CUST1057,paypal,credit_card,5.45,USD,0.7423,False,0.0
PAY6115,ORD5115,CUST1449,amex,credit_card,5.1,CAD,0.7357,False,0.0
PAY6116,ORD5116,CUST1122,amex,credit_card,1.5,CAD,1.2919,False,0.0
PAY6117,ORD5117,CUST1123,visa,credit_card,2.29,CAD,1.1191,False,0.0
PAY6118,ORD5118,CUST1484,stripe,credit_card,2.81,EUR,1.2143,False,0.0
PAY6119,ORD5119,CUST1043,paypal,paypal,31.32,EUR,1.166,False,0.0
PAY6120,ORD5120,CUST1248,mastercard,credit_card,9.92,USD,0.9549,False,0.0
PAY6121,ORD5121,CUST1389,paypal,paypal,45.33,EUR,1.1119,False,0.0
PAY6122,ORD5122,CUST1392,paypal,credit_card,7.43,USD,1.2388,False,0.0
PAY6123,ORD5123,CUST1065,visa,wallet,1.58,CAD,1.0885,False,0.0
PAY6124,ORD5124,CUST1243,visa,credit_card,15.12,GBP,0.9799,False,0.0
PAY6125,ORD5125,CUST1084,mastercard,paypal,4.95,USD,1.0087,True,298.44
PAY6126,ORD5126,CUST1270,mastercard,credit_card,11.62,USD,0.8938,False,0.0
PAY6127,ORD5127,CUST1216,mastercard,credit_card,0.96,CAD,1.1989,False,0.0
PAY6128,ORD5128,CUST1475,visa,credit_card,14.01,USD,1.2309,False,0.0
PAY6129,ORD5129,CUST1386,paypal,credit_card,38.69,USD,1.2979,False,0.0
PAY6130,ORD5130,CUST1353,paypal,credit_card,15.95,USD,0.8586,False,0.0
PAY6131,ORD5131,CUST1365,paypal,paypal,6.23,EUR,1.007,True,258.64
PAY6132,ORD5132,CUST1204,amex,credit_card,13.5,CAD,1.2757,False,0.0
PAY6133,ORD5133,CUST1332,stripe,paypal,20.83,EUR,0.8083,True,1063.69
PAY6134,ORD5134,CUST1224,visa,wallet,2.54,USD,0.963,False,0.0
PAY6135,ORD5135,CUST1231,mastercard,wallet,5.31,EUR,1.2252,False,0.0
PAY6136,ORD5136,CUST1126,visa,credit_card,3.01,USD,1.0452,True,158.04
PAY6137,ORD5137,CUST1032,stripe,credit_card,6.45,USD,1.0815,False,0.0
PAY6138,ORD5138,CUST1010,amex,credit_card,4.17,USD,0.8557,False,0.0
PAY6139,ORD5139,CUST1283,visa,bank_transfer,15.25,CAD,0.8637,True,457.16
PAY6140,ORD5140,CUST1301,mastercard,credit_card,3.43,USD,1.0605,False,0.0
PAY6141,ORD5141,CUST1003,mastercard,credit_card,12.71,USD,1.1763,False,0.0
PAY6142,ORD5142,CUST1362,amex,credit_card,3.39,USD,1.1989,False,0.0
PAY6143,ORD5143,CUST1030,visa,paypal,3.92,USD,1.0871,False,0.0
PAY6144,ORD5144,CUST1034,mastercard,credit_card,1.05,USD,1.0946,False,0.0
PAY6145,ORD5145,CUST1440,paypal,credit_card,1.42,USD,0.9998,False,0.0
PAY6146,ORD5146,CUST1036,paypal,paypal,6.84,USD,1.0376,False,0.0
PAY6147,ORD5147,CUST1121,mastercard,paypal,17.31,GBP,0.9593,False,0.0
PAY6148,ORD5148,CUST1342,stripe,credit_card,5.04,USD,0.9478,False,0.0
PAY6149,ORD5149,CUST1109,stripe,paypal,15.4,EUR,0.7253,True,626.8
PAY6150,ORD5150,CUST1067,mastercard,paypal,11.88,EUR,1.1878,False,0.0
PAY6151,ORD5151,CUST1478,mastercard,wallet,1.05,EUR,0.9011,False,0.0
PAY6152,ORD5152,CUST1295,stripe,paypal,7.08,USD,0.8377,True,262.97
PAY6153,ORD5153,CUST1124,mastercard,wallet,32.31,USD,1.0176,True,1051.88
PAY6154,ORD5154,CUST1413,visa,credit_card,4.33,CAD,1.0574,False,0.0
PAY6155,ORD5155,CUST1097,mastercard,credit_card,1.6,USD,0.9886,True,51.2
PAY6156,ORD5156,CUST1049,paypal,paypal,17.46,EUR,0.9632,True,541.39
PAY6157,ORD5157,CUST1220,visa,wallet,3.37,EUR,0.9549,False,0.0
PAY6158,ORD5158,CUST1216,mastercard,credit_card,5.19,USD,0.7021,False,0.0
PAY6159,ORD5159,CUST1239,visa,wallet,27.2,EUR,0.9359,False,0.0
PAY6160,ORD5160,CUST1027,stripe,paypal,4.07,USD,0.7764,False,0.0
PAY6161,ORD5161,CUST1334,paypal,wallet,2.57,USD,1.1784,False,0.0
PAY6162,ORD5162,CUST1050,mastercard,credit_card,3.43,USD,0.8832,False,0.0
PAY6163,ORD5163,CUST1206,paypal,credit_card,9.23,USD,0.8325,False,0.0
PAY6164,ORD5164,CUST1173,paypal,paypal,5.03,USD,1.1822,False,0.0
PAY6165,ORD5165,CUST1127,visa,credit_card,11.12,CAD,1.0112,False,0.0
PAY6166,ORD5166,CUST1097,visa,credit_card,1.8,USD,0.7911,False,0.0
PAY6167,ORD5167,CUST1229,mastercard,wallet,11.34,USD,0.8925,False,0.0
PAY6168,ORD5168,CUST1216,paypal,wallet,9.6,CAD,0.8087,False,0.0
PAY6169,ORD5169,CUST1142,paypal,wallet,14.6,USD,1.1914,True,467.74
PAY6170,ORD5170,CUST1127,stripe,bank_transfer,22.87,USD,1.1982,False,0.0
PAY6171,ORD5171,CUST1226,visa,paypal,24.66,USD,1.03,False,0.0
PAY6172,ORD5172,CUST1050,amex,paypal,13.87,GBP,1.2795,False,0.0
PAY6173,ORD5173,CUST1333,amex,wallet,18.58,EUR,0.7505,True,626.8
PAY6174,ORD5174,CUST1428,stripe,bank_transfer,3.81,USD,0.8588,False,0.0
PAY6175,ORD5175,CUST1496,amex,paypal,4.55,USD,0.7829,False,0.0
PAY6176,ORD5176,CUST1474,amex,credit_card,14.09,EUR,0.8658,True,448.14
PAY6177,ORD5177,CUST1434,mastercard,paypal,6.82,USD,1.2164,False,0.0
PAY6178,ORD5178,CUST1085,mastercard,wallet,4.56,USD,0.7866,False,0.0
PAY6179,ORD5179,CUST1248,mastercard,credit_card,12.91,EUR,1.2853,False,0.0
PAY6180,ORD5180,CUST1109,mastercard,bank_transfer,15.71,USD,0.8786,False,0.0
PAY6181,ORD5181,CUST1462,stripe,credit_card,3.76,USD,1.2811,True,142.47
PAY6182,ORD5182,CUST1084,amex,credit_card,26.85,EUR,0.9979,False,0.0
PAY6183,ORD5183,CUST1001,stripe,credit_card,2.68,USD,0.7127,False,0.0
PAY6184,ORD5184,CUST1135,mastercard,credit_card,7.44,USD,0.7073,False,0.0
PAY6185,ORD5185,CUST1146,stripe,credit_card,6.05,CAD,0.8428,False,0.0
PAY6186,ORD5186,CUST1356,stripe,paypal,20.98,EUR,1.0949,True,757.76
PAY6187,ORD5187,CUST1401,stripe,paypal,4.65,CAD,1.0542,False,0.0
PAY6188,ORD5188,CUST1338,amex,paypal,9.93,USD,1.2482,False,0.0
PAY6189,ORD5189,CUST1249,visa,paypal,3.64,USD,0.8984,False,0.0
PAY6190,ORD5190,CUST1097,visa,wallet,3.24,USD,0.871,False,0.0
PAY6191,ORD5191,CUST1111,stripe,credit_card,0.5,USD,0.7449,False,0.0
PAY6192,ORD5192,CUST1296,amex,credit_card,7.16,USD,1.0998,False,0.0
PAY6193,ORD5193,CUST1277,visa,credit_card,1.45,USD,0.9108,False,0.0
PAY6194,ORD5194,CUST1382,paypal,paypal,24.75,USD,1.1403,False,0.0
PAY6195,ORD5195,CUST1029,visa,credit_card,9.38,USD,1.2905,False,0.0
PAY6196,ORD5196,CUST1299,mastercard,wallet,36.25,USD,1.1513,False,0.0
PAY6197,ORD5197,CUST1257,mastercard,wallet,7.05,GBP,0.7828,False,0.0
PAY6198,ORD5198,CUST1080,mastercard,credit_card,0.17,USD,0.7613,False,0.0
PAY6199,ORD5199,CUST1491,amex,paypal,1.67,USD,0.7128,False,0.0
PAY6200,ORD5200,CUST1041,amex,credit_card,2.32,USD,0.7189,False,0.0
PAY6201,ORD5201,CUST1035,visa,credit_card,5.41,CAD,0.8428,False,0.0
PAY6202,ORD5202,CUST1034,mastercard,credit_card,6.11,USD,0.9931,True,497.78
PAY6203,ORD5203,CUST1441,amex,credit_card,58.49,EUR,1.0106,False,0.0
PAY6204,ORD5204,CUST1206,paypal,bank_transfer,7.5,USD,0.736,False,0.0
PAY6205,ORD5205,CUST1482,mastercard,credit_card,0.75,CAD,1.0843,False,0.0
PAY6206,ORD5206,CUST1126,paypal,bank_transfer,12.74,USD,0.9245,False,0.0
PAY6207,ORD5207,CUST1304,mastercard,paypal,23.31,USD,1.2173,False,0.0
PAY6208,ORD5208,CUST1317,stripe,credit_card,3.07,EUR,0.793,False,0.0
PAY6209,ORD5209,CUST1214,mastercard,wallet,5.37,USD,0.9901,False,0.0
PAY6210,ORD5210,CUST1298,amex,paypal,23.93,CAD,1.0572,False,0.0
PAY6211,ORD5211,CUST1267,paypal,credit_card,44.63,GBP,0.9616,False,0.0
PAY6212,ORD5212,CUST1478,mastercard,credit_card,10.46,USD,1.2107,False,0.0
PAY6213,ORD5213,CUST1104,mastercard,bank_transfer,5.62,GBP,1.1738,False,0.0
PAY6214,ORD5214,CUST1366,stripe,credit_card,47.75,USD,1.1072,False,0.0
PAY6215,ORD5215,CUST1122,amex,paypal,8.43,USD,0.967,False,0.0
PAY6216,ORD5216,CUST1202,visa,credit_card,21.07,USD,1.2188,True,874.22
PAY6217,ORD5217,CUST1343,stripe,bank_transfer,1.86,USD,0.8481,False,0.0
PAY6218,ORD5218,CUST1153,amex,credit_card,8.79,USD,0.7287,False,0.0
PAY6219,ORD5219,CUST1161,mastercard,credit_card,12.14,USD,0.9651,False,0.0
PAY6220,ORD5220,CUST1479,visa,credit_card,6.47,EUR,0.8195,False,0.0
PAY6221,ORD5221,CUST1004,stripe,paypal,9.76,EUR,0.7628,False,0.0
PAY6222,ORD5222,CUST1318,paypal,credit_card,14.44,GBP,1.0696,False,0.0
PAY6223,ORD5223,CUST1051,amex,credit_card,2.54,GBP,0.9845,False,0.0
PAY6224,ORD5224,CUST1275,amex,bank_transfer,2.08,CAD,1.1702,False,0.0
PAY6225,ORD5225,CUST1259,mastercard,credit_card,8.45,EUR,0.9754,False,0.0
PAY6226,ORD5226,CUST1067,amex,paypal,15.55,USD,1.081,False,0.0
PAY6227,ORD5227,CUST1451,visa,paypal,4.17,EUR,1.2547,True,160.2
PAY6228,ORD5228,CUST1450,paypal,credit_card,1.55,USD,0.8578,False,0.0
PAY6229,ORD5229,CUST1189,mastercard,credit_card,8.54,USD,1.0859,False,0.0
PAY6230,ORD5230,CUST1080,visa,credit_card,16.69,GBP,1.1007,True,819.9
PAY6231,ORD5231,CUST1426,amex,paypal,0.84,EUR,0.7135,False,0.0
PAY6232,ORD5232,CUST1360,amex,credit_card,1.9,USD,0.9452,False,0.0
PAY6233,ORD5233,CUST1313,amex,credit_card,2.39,USD,0.7879,False,0.0
PAY6234,ORD5234,CUST1270,paypal,credit_card,5.94,EUR,0.9248,False,0.0
PAY6235,ORD5235,CUST1341,paypal,bank_transfer,5.31,USD,1.1694,True,209.73
PAY6236,ORD5236,CUST1153,visa,credit_card,3.95,USD,1.2016,False,0.0
PAY6237,ORD5237,CUST1053,paypal,credit_card,1.55,EUR,0.9318,True,66.01
PAY6238,ORD5238,CUST1135,paypal,paypal,4.35,CAD,1.0745,False,0.0
PAY6239,ORD5239,CUST1455,paypal,credit_card,0.69,USD,1.1213,False,0.0
PAY6240,ORD5240,CUST1380,visa,credit_card,6.15,USD,1.2456,False,0.0
PAY6241,ORD5241,CUST1079,stripe,wallet,10.14,USD,1.1991,False,0.0
PAY6242,ORD5242,CUST1144,amex,credit_card,4.66,EUR,0.767,False,0.0
PAY6243,ORD5243,CUST1107,amex,credit_card,16.45,EUR,0.8397,True,488.64
PAY6244,ORD5244,CUST1175,visa,credit_card,7.81,EUR,1.048,False,0.0
PAY6245,ORD5245,CUST1351,stripe,credit_card,7.82,CAD,0.9501,False,0.0
PAY6246,ORD5246,CUST1436,paypal,credit_card,13.19,EUR,0.8221,False,0.0
PAY6247,ORD5247,CUST1258,amex,bank_transfer,1.89,USD,0.9687,False,0.0
PAY6248,ORD5248,CUST1128,visa,credit_card,17.77,USD,1.0312,True,526.24
PAY6249,ORD5249,CUST1047,mastercard,wallet,5.94,USD,0.8739,False,0.0
PAY6250,ORD5250,CUST1216,mastercard,paypal,15.73,USD,1.0107,False,0.0
PAY6251,ORD5251,CUST1022,visa,credit_card,3.6,USD,0.843,False,0.0
PAY6252,ORD5252,CUST1170,visa,wallet,4.82,EUR,0.7025,False,0.0
PAY6253,ORD5253,CUST1066,amex,credit_card,6.85,USD,1.1537,True,394.87
PAY6254,ORD5254,CUST1134,visa,wallet,2.47,USD,1.0641,False,0.0
PAY6255,ORD5255,CUST1379,mastercard,wallet,0.78,GBP,0.8514,False,0.0
PAY6256,ORD5256,CUST1282,amex,wallet,12.53,USD,0.8142,False,0.0
PAY6257,ORD5257,CUST1218,mastercard,paypal,14.81,USD,1.1723,False,0.0
PAY6258,ORD5258,CUST1004,paypal,credit_card,6.75,CAD,1.1242,True,235.42
PAY6259,ORD5259,CUST1038,amex,wallet,10.05,EUR,1.1041,False,0.0
PAY6260,ORD5260,CUST1462,paypal,credit_card,0.54,USD,1.2737,False,0.0
PAY6261,ORD5261,CUST1279,stripe,credit_card,15.65,USD,0.9038,False,0.0
PAY6262,ORD5262,CUST1427,paypal,paypal,2.69,USD,1.0211,False,0.0
PAY6263,ORD5263,CUST1298,mastercard,credit_card,15.73,USD,1.057,False,0.0
PAY6264,ORD5264,CUST1075,amex,wallet,5.65,USD,1.1036,True,553.53
PAY6265,ORD5265,CUST1065,paypal,paypal,5.11,USD,0.7944,False,0.0
PAY6266,ORD5266,CUST1157,visa,credit_card,4.95,EUR,1.1073,False,0.0
PAY6267,ORD5267,CUST1460,mastercard,bank_transfer,9.53,CAD,1.2226,False,0.0
PAY6268,ORD5268,CUST1460,paypal,paypal,23.0,EUR,0.7913,False,0.0
PAY6269,ORD5269,CUST1107,mastercard,bank_transfer,4.11,USD,1.2946,False,0.0
PAY6270,ORD5270,CUST1127,paypal,bank_transfer,20.39,EUR,1.1049,False,0.0
PAY6271,ORD5271,CUST1052,paypal,credit_card,8.06,USD,1.0582,False,0.0
PAY6272,ORD5272,CUST1399,paypal,credit_card,4.28,GBP,1.2132,True,421.32
PAY6273,ORD5273,CUST1452,amex,credit_card,10.57,CAD,1.2563,True,659.45
PAY6274,ORD5274,CUST1498,stripe,credit_card,2.91,EUR,1.2229,False,0.0
PAY6275,ORD5275,CUST1383,mastercard,credit_card,7.99,CAD,0.7567,False,0.0
PAY6276,ORD5276,CUST1473,visa,wallet,5.42,USD,1.1005,False,0.0
PAY6277,ORD5277,CUST1442,amex,credit_card,9.75,USD,1.2423,False,0.0
PAY6278,ORD5278,CUST1499,paypal,bank_transfer,6.91,GBP,1.0987,False,0.0
PAY6279,ORD5279,CUST1451,stripe,wallet,13.09,GBP,0.9315,False,0.0
PAY6280,ORD5280,CUST1012,visa,credit_card,6.81,USD,0.9145,False,0.0
PAY6281,ORD5281,CUST1377,paypal,wallet,2.7,USD,0.8222,False,0.0
PAY6282,ORD5282,CUST1400,amex,paypal,21.44,USD,0.9611,True,1006.36
PAY6283,ORD5283,CUST1410,mastercard,credit_card,7.82,USD,1.0917,False,0.0
PAY6284,ORD5284,CUST1442,stripe,credit_card,8.02,CAD,1.026,False,0.0
PAY6285,ORD5285,CUST1415,amex,credit_card,10.12,GBP,1.2935,False,0.0
PAY6286,ORD5286,CUST1136,paypal,credit_card,3.65,CAD,0.7005,True,165.9
PAY6287,ORD5287,CUST1403,amex,credit_card,7.36,USD,1.0893,True,276.3
PAY6288,ORD5288,CUST1055,visa,credit_card,11.62,USD,0.8738,True,608.14
PAY6289,ORD5289,CUST1446,amex,credit_card,21.84,CAD,1.0843,False,0.0
PAY6290,ORD5290,CUST1439,visa,credit_card,9.11,CAD,1.1934,False,0.0
PAY6291,ORD5291,CUST1113,amex,credit_card,4.29,GBP,1.2032,False,0.0
PAY6292,ORD5292,CUST1418,paypal,credit_card,1.19,USD,1.044,False,0.0
PAY6293,ORD5293,CUST1179,visa,wallet,4.55,GBP,0.9242,False,0.0
PAY6294,ORD5294,CUST1420,stripe,credit_card,9.19,USD,1.0475,False,0.0
PAY6295,ORD5295,CUST1114,stripe,paypal,14.35,USD,0.7837,True,633.87
PAY6296,ORD5296,CUST1337,stripe,bank_transfer,10.28,CAD,1.168,False,0.0
PAY6297,ORD5297,CUST1204,visa,wallet,5.82,GBP,0.801,True,197.76
PAY6298,ORD5298,CUST1142,mastercard,paypal,1.11,GBP,1.0667,False,0.0
PAY6299,ORD5299,CUST1495,amex,credit_card,8.18,CAD,0.9105,False,0.0
PAY6300,ORD5300,CUST1142,paypal,paypal,7.87,USD,1.2889,True,358.61
PAY6301,ORD5301,CUST1328,visa,credit_card,0.2,EUR,0.7798,False,0.0
PAY6302,ORD5302,CUST1204,paypal,paypal,0.34,GBP,1.1048,False,0.0
PAY6303,ORD5303,CUST1431,stripe,bank_transfer,3.58,USD,1.2529,False,0.0
PAY6304,ORD5304,CUST1169,visa,credit_card,2.84,USD,0.9024,False,0.0
PAY6305,ORD5305,CUST1059,amex,credit_card,6.81,EUR,0.7598,False,0.0
PAY6306,ORD5306,CUST1091,paypal,wallet,4.34,EUR,0.9821,False,0.0
PAY6307,ORD5307,CUST1492,amex,credit_card,13.73,USD,0.911,False,0.0
