customer_id,name,location,device_type,account_creation_date,avg_session_time_min,wishlist_items_count
CUST1027,Customer 27,"London, UK",desktop,2024-01-11 21:43:44.355102,4.8,5
CUST1028,Customer 28,"Berlin, Germany",desktop,2024-03-09 01:19:16.306016,15.6,4
CUST1029,Customer 29,"Berlin, Germany",desktop,2023-02-03 22:55:33.746735,13.1,3
CUST1030,Customer 30,"São Paulo, Brazil",desktop,2024-03-20 02:46:00.774332,20.1,2
CUST1031,Customer 31,"Tokyo, Japan",mobile,2023-05-05 15:40:30.813491,9.7,4
CUST1032,Customer 32,"New York, USA",mobile,2023-02-17 13:15:54.530401,25.3,4
CUST1033,Customer 33,"Mumbai, India",mobile,2024-11-24 15:14:52.316061,9.7,5
CUST1034,Customer 34,"New York, USA",mobile,2024-12-06 21:02:54.197736,4.8,1
CUST1035,Customer 35,"Toronto, Canada",desktop,2024-08-13 22:31:23.071279,5.6,2
CUST1036,Customer 36,"Tokyo, Japan",mobile,2023-08-11 16:08:38.278960,12.2,1
CUST1037,Customer 37,"São Paulo, Brazil",mobile,2023-03-13 09:33:34.445261,5.2,4
CUST1038,Customer 38,"New York, USA",mobile,2024-05-15 04:11:03.181665,25.2,1
CUST1039,Customer 39,"London, UK",desktop,2023-11-18 18:02:07.260603,11.5,3
CUST1040,Customer 40,"Berlin, Germany",mobile,2023-03-31 05:02:19.651620,8.6,1
CUST1041,Customer 41,"Toronto, Canada",mobile,2023-12-28 23:23:01.359572,9.1,2
CUST1042,Customer 42,"São Paulo, Brazil",mobile,2023-01-26 03:18:43.972003,6.8,5
CUST1043,Customer 43,"New York, USA",desktop,2024-10-26 17:07:01.682652,1.5,4
CUST1044,Customer 44,"Mumbai, India",mobile,2023-07-09 04:02:09.589886,5.6,3
CUST1045,Customer 45,"London, UK",desktop,2024-04-29 07:17:27.444143,23.2,3
CUST1046,Customer 46,"London, UK",desktop,2023-08-16 20:39:32.828085,9.9,5
CUST1047,Customer 47,"New York, USA",mobile,2024-01-16 04:04:24.108757,17.1,3
CUST1048,Customer 48,"Berlin, Germany",desktop,2024-02-04 15:29:06.506875,17.4,2
CUST1049,Customer 49,"New York, USA",desktop,2023-05-16 03:05:11.643863,8.1,1
CUST1050,Customer 50,"Toronto, Canada",desktop,2024-12-09 18:23:33.754205,13.3,2
CUST1051,Customer 51,"New York, USA",mobile,2024-07-20 14:55:48.910971,1.7,1
CUST1052,Customer 52,"London, UK",mobile,2024-11-17 18:34:09.950888,22.0,2
CUST1053,Customer 53,"São Paulo, Brazil",desktop,2024-10-16 02:51:03.729250,20.8,1
CUST1054,Customer 54,"New York, USA",mobile,2024-03-13 01:33:26.021742,11.9,3
CUST1055,Customer 55,"Berlin, Germany",desktop,2024-11-04 21:21:41.685284,10.1,3
CUST1056,Customer 56,"Tokyo, Japan",desktop,2023-03-06 16:30:44.841596,8.2,6
CUST1057,Customer 57,"São Paulo, Brazil",desktop,2023-05-24 06:19:24.017813,18.4,5
CUST1058,Customer 58,"Mumbai, India",mobile,2023-02-03 01:28:03.203927,14.4,6
CUST1059,Customer 59,"Sydney, Australia",mobile,2023-08-26 19:35:43.162478,6.2,1
CUST1060,Customer 60,"New York, USA",tablet,2023-10-12 02:57:15.733124,3.0,2
CUST1061,Customer 61,"Berlin, Germany",desktop,2023-07-18 08:32:50.688388,2.5,4
CUST1062,Customer 62,"São Paulo, Brazil",mobile,2024-08-28 19:22:15.098021,18.3,2
CUST1063,Customer 63,"Berlin, Germany",desktop,2023-09-18 18:52:49.308644,8.0,1
CUST1064,Customer 64,"Mumbai, India",desktop,2023-07-25 08:42:54.136639,11.8,4
CUST1065,Customer 65,"London, UK",mobile,2024-02-01 17:03:36.298542,8.8,4
CUST1066,Customer 66,"Berlin, Germany",mobile,2023-04-14 00:22:28.570646,2.5,1
CUST1067,Customer 67,"São Paulo, Brazil",mobile,2024-08-09 09:44:37.789256,1.8,4
CUST1068,Customer 68,"Berlin, Germany",mobile,2023-02-24 11:54:59.373785,5.9,3
CUST1069,Customer 69,"Berlin, Germany",mobile,2024-12-22 09:56:39.896590,6.3,1
CUST1070,Customer 70,"Berlin, Germany",desktop,2024-07-18 12:15:44.037146,6.3,2
CUST1071,Customer 71,"Toronto, Canada",mobile,2023-05-26 06:16:04.500608,6.4,1
CUST1072,Customer 72,"Toronto, Canada",mobile,2023-01-05 00:52:48.082139,30.2,2
CUST1073,Customer 73,"London, UK",mobile,2024-08-19 02:27:19.082922,16.9,2
CUST1074,Customer 74,"New York, USA",mobile,2024-05-31 17:06:18.865665,10.0,3
CUST1075,Customer 75,"Berlin, Germany",desktop,2024-06-16 21:42:06.322000,7.9,4
CUST1076,Customer 76,"Mumbai, India",mobile,2024-07-17 19:10:01.064130,8.1,4
CUST1077,Customer 77,"New York, USA",mobile,2023-02-24 03:02:21.732082,14.0,0
CUST1078,Customer 78,"Mumbai, India",desktop,2023-09-20 00:55:21.869691,7.8,3
CUST1079,Customer 79,"New York, USA",mobile,2023-03-26 16:48:24.409112,15.8,0
CUST1080,Customer 80,"London, UK",mobile,2024-09-22 22:17:11.412821,10.8,3
CUST1081,Customer 81,"Berlin, Germany",mobile,2024-03-31 15:08:32.413426,30.4,1
CUST1082,Customer 82,"Berlin, Germany",mobile,2023-08-30 21:16:29.812854,7.5,4
CUST1083,Customer 83,"Sydney, Australia",mobile,2023-02-16 11:04:03.710705,17.7,5
CUST1084,Customer 84,"Mumbai, India",mobile,2023-08-16 07:52:25.867846,3.3,1
CUST1085,Customer 85,"New York, USA",mobile,2023-08-26 17:00:58.325894,4.9,3
CUST1086,Customer 86,"New York, USA",desktop,2024-06-17 08:12:38.853947,27.8,3
CUST1087,Customer 87,"Tokyo, Japan",mobile,2024-04-11 01:18:29.798841,15.3,3
CUST1088,Customer 88,"Tokyo, Japan",mobile,2024-10-10 13:15:37.280733,12.0,2
CUST1089,Customer 89,"Toronto, Canada",desktop,2023-12-12 04:32:19.129349,35.5,3
CUST1090,Customer 90,"Sydney, Australia",mobile,2023-03-29 10:09:41.222670,8.0,3
CUST1091,Customer 91,"São Paulo, Brazil",desktop,2024-06-05 09:09:59.569345,17.7,4
CUST1092,Customer 92,"Tokyo, Japan",mobile,2024-07-10 03:12:46.414566,18.6,3
CUST1093,Customer 93,"São Paulo, Brazil",tablet,2024-02-15 07:02:49.754973,23.9,1
CUST1094,Customer 94,"Toronto, Canada",mobile,2024-07-17 13:50:53.538442,2.9,2
CUST1095,Customer 95,"Toronto, Canada",mobile,2023-12-27 23:08:59.793421,7.9,4
CUST1096,Customer 96,"Toronto, Canada",mobile,2024-01-18 02:49:29.131240,10.6,1
CUST1097,Customer 97,"Mumbai, India",tablet,2023-11-09 12:46:46.653897,23.7,4
CUST1098,Customer 98,"Mumbai, India",mobile,2023-01-19 13:57:11.374554,11.6,2
CUST1099,Customer 99,"London, UK",mobile,2023-03-20 20:50:49.902614,18.6,1
CUST1100,Customer 100,"London, UK",mobile,2023-01-23 23:23:37.081277,2.7,5
CUST1101,Customer 101,"Toronto, Canada",desktop,2024-04-10 05:11:03.318762,6.6,6
CUST1102,Customer 102,"Sydney, Australia",mobile,2023-08-18 19:03:40.795211,20.7,1
CUST1103,Customer 103,"New York, USA",desktop,2024-01-07 18:21:51.140857,7.3,7
CUST1104,Customer 104,"Mumbai, India",mobile,2024-10-25 10:20:46.386814,8.4,4
CUST1105,Customer 105,"Sydney, Australia",mobile,2023-07-02 05:34:58.325476,23.4,3
CUST1106,Customer 106,"Berlin, Germany",mobile,2023-10-27 23:45:28.806253,4.0,3
CUST1107,Customer 107,"Mumbai, India",mobile,2024-07-06 07:23:21.028557,4.9,0
CUST1108,Customer 108,"Mumbai, India",mobile,2023-06-17 06:02:06.055386,2.4,3
CUST1109,Customer 109,"London, UK",mobile,2023-02-26 06:32:07.936931,24.1,3
CUST1110,Customer 110,"New York, USA",desktop,2023-07-31 19:23:58.163709,16.7,1
CUST1111,Customer 111,"New York, USA",mobile,2023-04-28 20:27:58.548903,16.4,0
CUST1112,Customer 112,"Tokyo, Japan",mobile,2024-11-10 14:36:56.205713,6.4,2
CUST1113,Customer 113,"São Paulo, Brazil",mobile,2024-08-13 17:39:50.180681,2.2,4
CUST1114,Customer 114,"São Paulo, Brazil",mobile,2024-04-08 00:26:07.815188,1.6,6
CUST1115,Customer 115,"São Paulo, Brazil",mobile,2024-09-29 00:54:16.539312,20.8,3
CUST1116,Customer 116,"São Paulo, Brazil",mobile,2024-08-10 11:37:22.501625,12.5,3
CUST1117,Customer 117,"Berlin, Germany",mobile,2023-05-17 09:11:06.407148,14.3,2
CUST1118,Customer 118,"Berlin, Germany",desktop,2024-10-14 11:03:18.250229,10.3,1
CUST1119,Customer 119,"Mumbai, India",desktop,2024-01-30 06:13:13.051805,4.4,0
CUST1120,Customer 120,"Toronto, Canada",mobile,2024-08-13 05:43:48.295914,6.6,2
CUST1121,Customer 121,"London, UK",mobile,2024-10-17 01:01:32.757088,3.4,6
CUST1122,Customer 122,"London, UK",desktop,2023-08-21 11:03:10.673663,3.0,6
CUST1123,Customer 123,"São Paulo, Brazil",mobile,2023-03-22 10:45:03.470089,15.8,3
CUST1124,Customer 124,"Mumbai, India",mobile,2023-06-16 14:53:40.169889,1.8,3
CUST1125,Customer 125,"Tokyo, Japan",mobile,2023-11-09 05:10:44.557173,3.5,2
CUST1126,Customer 126,"Sydney, Australia",desktop,2024-08-20 23:15:03.792039,7.0,5
CUST1127,Customer 127,"Toronto, Canada",desktop,2024-09-21 04:39:26.469537,9.0,3
CUST1128,Customer 128,"Mumbai, India",mobile,2023-01-06 01:58:05.440941,2.3,2
CUST1129,Customer 129,"Toronto, Canada",mobile,2024-01-09 08:33:02.435115,11.5,2
CUST1130,Customer 130,"Toronto, Canada",mobile,2023-11-02 03:03:31.101272,9.9,2
CUST1131,Customer 131,"Toronto, Canada",desktop,2023-06-12 08:39:33.936835,20.6,3
CUST1132,Customer 132,"Mumbai, India",mobile,2023-03-29 14:55:04.816208,9.1,1
CUST1133,Customer 133,"São Paulo, Brazil",mobile,2023-09-04 19:07:14.041579,12.4,6
CUST1134,Customer 134,"London, UK",desktop,2024-11-20 06:24:28.243588,4.6,4
CUST1135,Customer 135,"London, UK",mobile,2023-08-25 06:16:20.061740,4.7,6
CUST1136,Customer 136,"São Paulo, Brazil",desktop,2024-01-15 05:39:45.604316,2.6,2
CUST1137,Customer 137,"Toronto, Canada",mobile,2024-05-28 21:45:52.613485,4.6,5
CUST1138,Customer 138,"Sydney, Australia",mobile,2023-09-23 19:31:03.878912,6.6,2
CUST1139,Customer 139,"New York, USA",mobile,2024-12-11 08:56:41.493324,19.3,3
CUST1140,Customer 140,"Mumbai, India",desktop,2024-12-04 13:10:31.232872,4.0,6
CUST1141,Customer 141,"New York, USA",desktop,2023-07-04 01:16:06.952657,31.3,6
CUST1142,Customer 142,"Tokyo, Japan",desktop,2023-12-30 11:43:40.034554,13.1,5
CUST1143,Customer 143,"São Paulo, Brazil",mobile,2023-08-08 22:36:32.642731,11.3,4
CUST1144,Customer 144,"Sydney, Australia",desktop,2023-07-28 05:14:29.880090,8.6,3
CUST1145,Customer 145,"Mumbai, India",mobile,2023-01-27 23:08:40.575797,7.4,1
CUST1146,Customer 146,"São Paulo, Brazil",mobile,2024-03-21 14:11:48.031236,5.2,4
CUST1147,Customer 147,"Toronto, Canada",desktop,2024-01-03 11:00:02.820698,2.2,3
CUST1148,Customer 148,"London, UK",mobile,2023-02-07 15:08:35.562947,4.1,4
CUST1149,Customer 149,"New York, USA",mobile,2023-07-23 16:34:24.846842,24.0,2
CUST1150,Customer 150,"Berlin, Germany",mobile,2024-10-25 22:37:00.132236,12.6,2
CUST1151,Customer 151,"Berlin, Germany",mobile,2023-06-25 02:52:25.715501,23.9,4
CUST1152,Customer 152,"Sydney, Australia",mobile,2023-04-16 22:02:08.289486,5.1,4
CUST1153,Customer 153,"Toronto, Canada",mobile,2023-12-24 18:57:33.214715,3.3,1
CUST1154,Customer 154,"Tokyo, Japan",mobile,2024-12-21 12:15:05.640899,8.6,2
CUST1155,Customer 155,"New York, USA",desktop,2023-06-26 22:37:03.660232,4.3,4
CUST1156,Customer 156,"Toronto, Canada",desktop,2024-05-06 07:56:45.757279,9.9,2
CUST1157,Customer 157,"New York, USA",mobile,2024-07-10 17:51:16.312777,1.8,3
CUST1158,Customer 158,"Sydney, Australia",mobile,2023-06-23 17:06:47.058490,1.0,5
CUST1159,Customer 159,"Sydney, Australia",mobile,2024-06-16 07:49:39.432167,11.0,2
CUST1160,Customer 160,"Tokyo, Japan",mobile,2023-09-26 20:23:14.209536,24.5,2
CUST1161,Customer 161,"Berlin, Germany",mobile,2024-04-07 05:10:24.570961,11.3,2
CUST1162,Customer 162,"Toronto, Canada",desktop,2024-04-08 02:38:42.884121,12.5,2
CUST1163,Customer 163,"Mumbai, India",mobile,2024-01-27 15:37:51.806667,8.8,4
CUST1164,Customer 164,"Berlin, Germany",mobile,2023-03-08 00:02:37.413004,9.5,2
CUST1165,Customer 165,"Toronto, Canada",mobile,2024-09-02 14:32:49.137423,2.1,2
CUST1166,Customer 166,"Berlin, Germany",mobile,2023-08-23 11:45:55.655511,4.4,3
CUST1167,Customer 167,"Mumbai, India",desktop,2023-05-17 08:16:50.687238,19.1,2
CUST1168,Customer 168,"London, UK",desktop,2023-01-30 19:21:32.700372,6.5,2
CUST1169,Customer 169,"London, UK",mobile,2024-03-07 22:37:32.863060,18.9,2
CUST1170,Customer 170,"Tokyo, Japan",desktop,2024-05-10 07:11:20.990980,9.3,5
CUST1171,Customer 171,"London, UK",mobile,2023-01-13 03:01:00.734557,9.6,4
CUST1172,Customer 172,"London, UK",desktop,2024-01-10 08:09:38.213289,6.5,4
CUST1173,Customer 173,"São Paulo, Brazil",desktop,2023-06-15 13:38:30.768261,13.8,4
CUST1174,Customer 174,"New York, USA",mobile,2024-04-16 14:54:41.165796,16.2,4
CUST1175,Customer 175,"São Paulo, Brazil",mobile,2023-05-08 11:05:04.669669,4.2,4
CUST1176,Customer 176,"São Paulo, Brazil",mobile,2024-05-20 01:48:42.038171,2.4,0
CUST1177,Customer 177,"Tokyo, Japan",mobile,2023-10-10 16:53:05.695788,1.2,1
CUST1178,Customer 178,"São Paulo, Brazil",desktop,2024-11-15 17:59:27.320630,12.1,4
CUST1179,Customer 179,"London, UK",mobile,2023-04-11 12:40:02.798750,11.1,1
CUST1180,Customer 180,"Mumbai, India",mobile,2023-09-07 07:40:05.026173,37.0,4
CUST1181,Customer 181,"Tokyo, Japan",desktop,2023-03-24 22:46:46.043922,8.9,1
CUST1182,Customer 182,"Tokyo, Japan",tablet,2024-11-06 22:49:29.420685,7.7,2
CUST1183,Customer 183,"Sydney, Australia",mobile,2024-10-03 08:02:29.816577,10.2,2
CUST1184,Customer 184,"Tokyo, Japan",mobile,2023-07-08 13:19:40.499885,10.6,1
CUST1185,Customer 185,"Sydney, Australia",mobile,2024-04-27 10:45:36.373045,7.3,4
CUST1186,Customer 186,"Tokyo, Japan",mobile,2024-08-20 09:20:46.609189,4.3,7
CUST1187,Customer 187,"New York, USA",desktop,2024-02-10 20:26:34.939323,8.5,3
CUST1188,Customer 188,"London, UK",mobile,2024-01-23 04:11:23.088040,8.3,4
CUST1189,Customer 189,"Tokyo, Japan",mobile,2023-06-26 19:03:23.729607,8.2,5
CUST1190,Customer 190,"London, UK",mobile,2023-03-10 01:23:41.850192,14.8,3
CUST1191,Customer 191,"London, UK",mobile,2024-10-17 20:45:11.727119,8.4,2
CUST1192,Customer 192,"Berlin, Germany",desktop,2024-10-20 04:56:03.821544,2.4,3
CUST1193,Customer 193,"Tokyo, Japan",desktop,2024-04-07 19:07:55.079048,5.0,2
CUST1194,Customer 194,"Toronto, Canada",mobile,2023-09-05 19:56:19.154970,7.2,2
CUST1195,Customer 195,"Berlin, Germany",mobile,2023-09-13 06:31:57.997216,8.7,4
CUST1196,Customer 196,"Toronto, Canada",mobile,2024-06-14 16:09:59.148358,12.2,1
CUST1197,Customer 197,"London, UK",desktop,2024-10-17 18:54:08.642189,8.8,5
CUST1198,Customer 198,"London, UK",desktop,2024-10-10 11:02:39.218306,1.0,2
CUST1199,Customer 199,"Berlin, Germany",mobile,2024-07-24 02:08:11.675494,2.7,3
CUST1200,Customer 200,"Berlin, Germany",desktop,2024-04-14 07:48:11.520471,12.8,6
CUST1201,Customer 201,"Toronto, Canada",desktop,2023-03-03 12:09:05.565143,7.0,3
CUST1202,Customer 202,"Sydney, Australia",mobile,2023-04-29 03:36:50.976273,9.3,3
CUST1203,Customer 203,"Toronto, Canada",desktop,2024-10-18 20:14:04.860669,6.3,7
CUST1204,Customer 204,"Berlin, Germany",mobile,2024-03-19 07:11:29.121604,5.0,3
CUST1205,Customer 205,"Mumbai, India",mobile,2023-01-07 17:21:11.064824,6.5,1
CUST1206,Customer 206,"Berlin, Germany",mobile,2023-03-16 04:13:00.292950,9.4,0
CUST1207,Customer 207,"Mumbai, India",mobile,2024-04-30 00:28:30.134034,8.4,3
CUST1208,Customer 208,"New York, USA",mobile,2023-01-04 16:48:01.537193,16.1,1
CUST1209,Customer 209,"Berlin, Germany",desktop,2023-04-28 13:12:59.234647,2.0,2
CUST1210,Customer 210,"New York, USA",mobile,2024-02-06 02:59:08.162331,2.3,1
CUST1211,Customer 211,"Sydney, Australia",desktop,2024-05-20 18:36:33.653954,7.0,3
CUST1212,Customer 212,"Toronto, Canada",mobile,2024-04-21 14:00:30.012169,12.3,1
CUST1213,Customer 213,"Mumbai, India",mobile,2023-06-13 22:34:50.754634,14.3,2
CUST1214,Customer 214,"Toronto, Canada",mobile,2024-06-04 14:28:20.133556,5.1,4
CUST1215,Customer 215,"New York, USA",mobile,2023-06-23 10:17:52.767758,0.3,3
CUST1216,Customer 216,"Mumbai, India",desktop,2023-08-26 20:48:44.296222,5.3,4
CUST1217,Customer 217,"Toronto, Canada",mobile,2024-06-29 16:26:42.761006,11.1,2
CUST1218,Customer 218,"Berlin, Germany",mobile,2024-04-19 21:09:34.491184,8.2,2
CUST1219,Customer 219,"London, UK",mobile,2024-09-12 18:46:31.849355,12.7,3
CUST1220,Customer 220,"New York, USA",desktop,2024-04-25 17:09:38.097062,18.7,1
CUST1221,Customer 221,"Toronto, Canada",desktop,2024-02-20 10:24:22.092903,7.4,2
CUST1222,Customer 222,"New York, USA",desktop,2023-03-10 11:25:48.456394,5.8,4
CUST1223,Customer 223,"São Paulo, Brazil",mobile,2023-09-26 19:12:21.775949,3.8,6
CUST1224,Customer 224,"New York, USA",mobile,2023-07-13 20:42:37.218989,2.2,4
CUST1225,Customer 225,"Mumbai, India",mobile,2023-06-28 08:33:15.492393,1.7,1
CUST1226,Customer 226,"São Paulo, Brazil",mobile,2024-12-12 06:29:49.821277,4.7,4
CUST1227,Customer 227,"Tokyo, Japan",mobile,2023-10-15 08:30:23.333593,17.0,4
CUST1228,Customer 228,"Mumbai, India",mobile,2024-10-14 02:03:53.150498,13.5,1
CUST1229,Customer 229,"London, UK",mobile,2024-04-06 08:41:45.796185,5.6,5
CUST1230,Customer 230,"São Paulo, Brazil",mobile,2024-08-04 00:10:10.233605,31.5,2
CUST1231,Customer 231,"Tokyo, Japan",desktop,2024-01-03 10:15:54.581175,5.0,1
CUST1232,Customer 232,"Berlin, Germany",mobile,2024-02-26 17:12:06.306785,19.9,4
CUST1233,Customer 233,"New York, USA",mobile,2023-12-27 00:43:49.513289,23.0,3
CUST1234,Customer 234,"Toronto, Canada",desktop,2023-05-23 17:20:34.720544,11.7,3
CUST1235,Customer 235,"Sydney, Australia",mobile,2024-06-12 02:41:59.676532,4.7,6
CUST1236,Customer 236,"New York, USA",desktop,2023-07-25 05:52:13.175985,6.2,4
CUST1237,Customer 237,"Tokyo, Japan",mobile,2023-01-18 18:35:57.534264,9.6,9
CUST1238,Customer 238,"New York, USA",mobile,2024-04-16 20:09:57.453823,2.3,3
CUST1239,Customer 239,"London, UK",desktop,2023-05-10 11:13:47.134262,3.5,2
CUST1240,Customer 240,"Berlin, Germany",desktop,2024-11-18 11:24:19.453995,3.2,3
CUST1241,Customer 241,"Sydney, Australia",desktop,2024-11-28 07:43:22.637760,12.3,2
CUST1242,Customer 242,"São Paulo, Brazil",mobile,2024-10-30 18:22:51.103299,18.6,5
CUST1243,Customer 243,"São Paulo, Brazil",mobile,2023-09-28 14:03:51.254214,13.9,4
CUST1244,Customer 244,"São Paulo, Brazil",mobile,2023-01-12 07:10:15.169377,16.6,3
CUST1245,Customer 245,"Tokyo, Japan",mobile,2024-11-09 14:25:15.103341,4.3,5
CUST1246,Customer 246,"Mumbai, India",desktop,2023-11-10 00:03:45.713084,6.4,3
CUST1247,Customer 247,"Mumbai, India",mobile,2024-12-07 14:59:31.723088,6.8,1
CUST1248,Customer 248,"Toronto, Canada",tablet,2024-12-05 09:44:55.960994,11.6,3
CUST1249,Customer 249,"Sydney, Australia",mobile,2024-09-15 13:11:52.392190,4.8,7
CUST1250,Customer 250,"São Paulo, Brazil",mobile,2023-08-04 05:48:40.904888,15.9,3
CUST1251,Customer 251,"Mumbai, India",mobile,2023-10-09 12:09:16.382132,22.6,2
CUST1252,Customer 252,"Tokyo, Japan",desktop,2024-09-14 04:20:30.354330,12.1,5
CUST1253,Customer 253,"Toronto, Canada",desktop,2023-08-20 16:04:46.770462,6.2,2
CUST1254,Customer 254,"Berlin, Germany",desktop,2023-05-04 21:34:50.692299,4.0,4
CUST1255,Customer 255,"Toronto, Canada",desktop,2024-02-12 00:31:16.854850,3.2,1
CUST1256,Customer 256,"Mumbai, India",desktop,2024-11-15 07:53:57.688356,1.0,3
CUST1257,Customer 257,"London, UK",desktop,2024-05-23 19:08:48.310317,7.0,8
CUST1258,Customer 258,"Tokyo, Japan",mobile,2024-02-21 17:09:11.404972,6.7,3
CUST1259,Customer 259,"London, UK",mobile,2023-03-13 00:51:51.864172,15.2,5
CUST1260,Customer 260,"São Paulo, Brazil",mobile,2024-03-25 13:41:12.426757,5.1,6
CUST1261,Customer 261,"London, UK",tablet,2024-12-24 17:30:17.086425,7.3,5
CUST1262,Customer 262,"São Paulo, Brazil",desktop,2023-04-13 09:38:02.267915,10.3,4
CUST1263,Customer 263,"São Paulo, Brazil",mobile,2024-01-14 21:34:31.515850,11.9,3
CUST1264,Customer 264,"Mumbai, India",desktop,2024-10-03 08:37:59.426054,14.0,4
CUST1265,Customer 265,"London, UK",desktop,2024-06-25 12:02:40.667567,9.6,0
CUST1266,Customer 266,"São Paulo, Brazil",mobile,2024-05-24 12:26:38.976076,2.5,8
CUST1267,Customer 267,"Sydney, Australia",mobile,2024-05-28 12:22:50.770092,11.2,2
CUST1268,Customer 268,"Berlin, Germany",desktop,2023-09-20 18:54:45.925198,4.8,4
CUST1269,Customer 269,"Toronto, Canada",mobile,2023-08-03 14:46:31.136795,19.2,0
CUST1270,Customer 270,"Toronto, Canada",desktop,2024-08-14 15:25:55.602174,8.5,1
CUST1271,Customer 271,"Mumbai, India",mobile,2024-08-15 04:37:45.826506,10.0,7
CUST1272,Customer 272,"London, UK",desktop,2024-09-25 19:55:00.325810,38.9,4
CUST1273,Customer 273,"London, UK",tablet,2024-10-29 13:53:32.114583,14.2,5
CUST1274,Customer 274,"São Paulo, Brazil",desktop,2024-01-09 18:59:27.764219,11.0,1
CUST1275,Customer 275,"Tokyo, Japan",mobile,2024-01-02 14:36:06.746372,7.5,5
CUST1276,Customer 276,"New York, USA",desktop,2024-08-06 13:17:26.231255,2.7,1
CUST1277,Customer 277,"São Paulo, Brazil",desktop,2024-04-20 02:58:01.925634,7.1,2
CUST1278,Customer 278,"Berlin, Germany",mobile,2024-05-28 03:18:24.820593,4.0,1
CUST1279,Customer 279,"Sydney, Australia",desktop,2024-08-04 17:23:11.733313,24.4,4
CUST1280,Customer 280,"Toronto, Canada",mobile,2024-10-12 14:15:13.380651,11.1,3
CUST1281,Customer 281,"São Paulo, Brazil",mobile,2023-09-05 01:47:13.314492,18.7,1
CUST1282,Customer 282,"New York, USA",mobile,2023-10-02 13:13:38.356015,5.0,3
CUST1283,Customer 283,"New York, USA",mobile,2023-03-10 16:49:08.949245,4.2,2
CUST1284,Customer 284,"São Paulo, Brazil",mobile,2024-02-27 17:20:48.457093,13.3,2
CUST1285,Customer 285,"Mumbai, India",desktop,2023-01-27 06:34:16.505364,3.8,1
CUST1286,Customer 286,"Toronto, Canada",mobile,2023-12-07 08:27:05.868417,5.8,3
CUST1287,Customer 287,"Mumbai, India",desktop,2024-02-01 16:09:26.896715,25.2,2
CUST1288,Customer 288,"Sydney, Australia",mobile,2023-07-29 11:04:47.018419,6.0,3
CUST1289,Customer 289,"New York, USA",mobile,2024-03-07 21:34:43.404322,2.1,3
CUST1290,Customer 290,"New York, USA",mobile,2023-01-23 07:05:46.985750,1.4,5
CUST1291,Customer 291,"Berlin, Germany",desktop,2023-01-28 07:14:11.844298,1.9,6
CUST1292,Customer 292,"Sydney, Australia",mobile,2024-08-24 07:42:15.250367,19.4,3
CUST1293,Customer 293,"New York, USA",desktop,2023-09-21 07:11:04.606509,5.3,5
