date,campaign_id,channel,campaign_name,impressions,clicks,spend,sessions,orders,attributed_revenue
2025-03-06,CAMP3002,social,Flash Sale Weekend,973.0,32.0,4.59,7.0,0.0,0.0
2025-03-07,CAMP3002,social,Flash Sale Weekend,1038.0,34.0,4.89,3.0,0.0,0.0
2025-03-08,CAMP3002,social,Flash Sale Weekend,757.0,25.0,,14.0,2.0,223.01
2025-03-09,CAMP3002,social,Flash Sale Weekend,931.0,31.0,4.39,7.0,1.0,79.29
2025-03-10,CAMP3002,social,Flash Sale Weekend,825.0,27.0,,13.0,2.0,348.97
2025-03-11,CAMP3002,social,Flash Sale Weekend,1021.0,34.0,4.81,1.0,0.0,0.0
2025-03-12,CAMP3002,social,Flash Sale Weekend,728.0,24.0,3.43,0.0,1.0,155.38
2025-03-13,CAMP3002,social,Flash Sale Weekend,862.0,28.0,4.06,6.0,1.0,71.57
2025-03-14,,social,Flash Sale Weekend,1152.0,38.0,,8.0,1.0,121.33
2025-03-15,CAMP3002,social,Flash Sale Weekend,1035.0,34.0,4.88,13.0,1.0,25.28
2025-03-16,CAMP3002,social,Flash Sale Weekend,581.0,19.0,2.74,14.0,0.0,0.0
2025-03-17,CAMP3002,social,Flash Sale Weekend,502.0,16.0,2.37,2.0,1.0,38.3
2025-03-18,CAMP3002,social,Flash Sale Weekend,1120.0,37.0,5.28,7.0,0.0,0.0
2025-03-19,CAMP3002,social,Flash Sale Weekend,495.0,16.0,2.33,,0.0,0.0
2025-03-20,CAMP3002,social,Flash Sale Weekend,408.0,13.0,1.92,11.0,2.0,221.56
2025-03-21,CAMP3002,social,Flash Sale Weekend,629.0,20.0,2.96,3.0,0.0,0.0
2025-03-22,CAMP3002,social,,1128.0,37.0,5.31,9.0,0.0,0.0
2025-03-23,CAMP3002,social,Flash Sale Weekend,1079.0,,5.09,5.0,1.0,139.2
2025-03-24,,social,Flash Sale Weekend,526.0,17.0,2.48,5.0,0.0,0.0
2025-03-25,CAMP3002,social,Flash Sale Weekend,411.0,13.0,1.94,9.0,0.0,0.0
2025-03-26,CAMP3002,social,Flash Sale Weekend,714.0,23.0,3.36,3.0,0.0,0.0
2025-03-27,CAMP3002,social,Flash Sale Weekend,1029.0,34.0,4.85,11.0,2.0,291.97
2025-03-28,CAMP3002,social,Flash Sale Weekend,840.0,,3.96,6.0,1.0,29.21
2025-03-29,CAMP3002,social, Flash Sale Weekend ,698.0,23.0,3.29,7.0,,172.44
2025-03-30,CAMP3002,social,Flash Sale Weekend,612.0,20.0,2.88,2.0,,38.56
2025-03-31,CAMP3002,social,Flash Sale Weekend,558.0,18.0,2.63,9.0,0.0,0.0
2025-04-01,CAMP3002,social,Flash Sale Weekend,796.0,26.0,3.75,7.0,1.0,
2025-04-02,CAMP3002,social,Flash Sale Weekend,979.0,32.0,4.61,0.0,0.0,0.0
2025-04-03,CAMP3002,,Flash Sale Weekend,823.0,27.0,3.88,9.0,1.0,166.79
2025-04-04,CAMP3002,social,Flash Sale Weekend,752.0,25.0,3.54,3.0,0.0,0.0
2025-04-05,,social,Flash Sale Weekend,652.0,21.0,3.07,3.0,0.0,0.0
2025-04-06,CAMP3002,social,Flash Sale Weekend,844.0,28.0,3.98,5.0,0.0,0.0
2025-04-07,CAMP3002,social,Flash Sale Weekend,690.0,23.0,3.25,11.0,2.0,178.19
2025-04-08,CAMP3002,social,Flash Sale Weekend,,17.0,2.44,2.0,1.0,27.04
2025-04-09,CAMP3002,,Flash Sale Weekend,876.0,29.0,4.13,10.0,0.0,0.0
2025-04-10,CAMP3002,social,Flash Sale Weekend,874.0,29.0,4.12,13.0,0.0,0.0
2025-04-11,CAMP3002,social,Flash Sale Weekend,1040.0,34.0,4.9,12.0,2.0,
2025-04-12,CAMP3002,social,Flash Sale Weekend,652.0,21.0,3.07,9.0,0.0,0.0
2025-04-13,CAMP3002,social,Flash Sale Weekend,569.0,19.0,2.68,,3.0,151.38
2025-04-14,CAMP3002,social,Flash Sale Weekend,857.0,28.0,4.04,6.0,1.0,32.4
2025-04-15,CAMP3002,social,Flash Sale Weekend,568.0,18.0,2.68,9.0,1.0,121.96
2025-04-16,CAMP3002,social,Flash Sale Weekend,972.0,32.0,4.58,6.0,1.0,131.85
2025-04-17,,social,Flash Sale Weekend,992.0,33.0,4.67,12.0,2.0,369.14
2025-04-18,CAMP3002,SOCIAL,,845.0,28.0,3.98,5.0,1.0,199.76
2025-04-19,CAMP3002,,Flash Sale Weekend,540.0,18.0,2.55,5.0,1.0,85.71
,CAMP3002, social ,Flash Sale Weekend,602.0,20.0,2.84,0.0,1.0,178.35
2025-04-21,CAMP3002,social,Flash Sale Weekend,737.0,24.0,3.47,9.0,0.0,0.0
2025-04-22,CAMP3002,social,Flash Sale Weekend,598.0,19.0,2.82,3.0,1.0,94.35
2025-04-23,CAMP3002,social, Flash Sale Weekend ,712.0,23.0,3.35,2.0,1.0,101.27
2025-04-24,CAMP3002,social,Flash Sale Weekend,1126.0,37.0,5.31,12.0,0.0,0.0
2025-04-25,CAMP3002,social,Flash Sale Weekend,1008.0,33.0,4.75,6.0,1.0,118.98
2025-04-26,CAMP3002, social ,Flash Sale Weekend,726.0,24.0,3.42,5.0,1.0,117.3
2025-04-27,CAMP3002,social,Flash Sale Weekend,1114.0,37.0,5.25,10.0,2.0,142.54
,CAMP3002,social,Flash Sale Weekend,916.0,30.0,4.31,10.0,2.0,159.06
2025-04-29,CAMP3002,social,Flash Sale Weekend,1089.0,36.0,5.13,14.0,2.0,57.17
2025-04-30,CAMP3002,social,Flash Sale Weekend,830.0,27.0,3.91,12.0,2.0,346.4
2025-05-01,CAMP3002,social,Flash Sale Weekend,946.0,31.0,4.46,3.0,0.0,0.0
2025-05-02,CAMP3002,social,Flash Sale Weekend,464.0,15.0,2.19,14.0,1.0,24.37
2025-05-03,CAMP3002,social,Flash Sale Weekend,688.0,22.0,3.24,1.0,1.0,119.33
2025-05-04,CAMP3002,social,Flash Sale Weekend,547.0,18.0,2.58,15.0,2.0,257.53
2025-05-05,CAMP3002,social,Flash Sale Weekend,1082.0,36.0,5.1,3.0,0.0,0.0
2025-05-06,CAMP3002,social,Flash Sale Weekend,725.0,24.0,3.42,12.0,0.0,0.0
2025-05-07,CAMP3002,social,Flash Sale Weekend,691.0,23.0,3.26,6.0,1.0,43.51
2025-05-08,CAMP3002, social ,Flash Sale Weekend,841.0,28.0,3.96,6.0,0.0,0.0
,CAMP3002,social,flash sale weekend,1046.0,34.0,4.93,1.0,1.0,186.68
2025-05-10,CAMP3002,social,Flash Sale Weekend,646.0,21.0,3.05,15.0,0.0,0.0
2025-05-11,CAMP3002,social,Flash Sale Weekend,1131.0,37.0,5.33,1.0,0.0,0.0
2025-05-12,CAMP3002,social,Flash Sale Weekend,,35.0,5.03,15.0,1.0,66.69
2025-05-13,CAMP3002,social,Flash Sale Weekend,590.0,19.0,2.78,11.0,0.0,0.0
2025-05-14,CAMP3002,,Flash Sale Weekend,435.0,14.0,2.05,12.0,0.0,0.0
2025-05-15,CAMP3002,social,,612.0,20.0,2.88,15.0,2.0,262.49
2025-05-16,,social,Flash Sale Weekend,647.0,21.0,3.05,5.0,1.0,71.81
2025-05-17,CAMP3002,social,Flash Sale Weekend,760.0,25.0,3.58,3.0,0.0,0.0
2025-05-18,CAMP3002,social,Flash Sale Weekend,693.0,23.0,3.27,15.0,0.0,0.0
2025-06-15,CAMP3003,instagram, Prime Day Rivals ,2547.0,73.0,113.33,13.0,,84.6
2025-06-16,CAMP3003,instagram, Prime Day Rivals ,2069.0,59.0,92.05,9.0,1.0,136.17
2025-06-17,CAMP3003,instagram, Prime Day Rivals ,3033.0,87.0,134.97,0.0,1.0,53.67
2025-06-18,CAMP3003,instagram, Prime Day Rivals ,,85.0,132.62,3.0,0.0,0.0
2025-06-19,CAMP3003,instagram, Prime Day Rivals ,2652.0,76.0,117.98,12.0,1.0,119.53
2025-06-20,CAMP3003,instagram, Prime Day Rivals ,2079.0,59.0,92.5,,0.0,0.0
2025-06-21,CAMP3003,instagram, Prime Day Rivals ,2084.0,,,8.0,0.0,0.0
2025-06-22,CAMP3003,instagram, Prime Day Rivals ,3325.0,95.0,147.92,,0.0,0.0
2025-06-23,CAMP3003,instagram, Prime Day Rivals ,2940.0,84.0,130.8,1.0,1.0,77.58
2025-06-24,CAMP3003,instagram, Prime Day Rivals ,2196.0,63.0,97.7,7.0,1.0,70.47
2025-06-25,CAMP3003,instagram, Prime Day Rivals ,2519.0,72.0,112.09,9.0,1.0,171.3
2025-06-26,CAMP3003,instagram,,1406.0,40.0,62.55,11.0,1.0,
2025-06-27,CAMP3003,instagram, Prime Day Rivals ,2777.0,79.0,123.57,9.0,0.0,0.0
2025-06-28,,instagram, Prime Day Rivals ,2804.0,80.0,124.75,11.0,2.0,192.27
2025-06-29,CAMP3003,instagram, Prime Day Rivals ,2404.0,69.0,106.95,12.0,2.0,378.34
2025-06-30,CAMP3003,instagram, Prime Day Rivals ,3393.0,97.0,150.95,1.0,1.0,124.55
,CAMP3003,instagram,,2571.0,73.0,114.4,0.0,0.0,0.0
2025-07-02,CAMP3003,INSTAGRAM, Prime Day Rivals ,3205.0,92.0,142.61,15.0,2.0,360.4
2025-07-03,,instagram, Prime Day Rivals ,2043.0,58.0,90.88,7.0,0.0,0.0
2025-07-04,CAMP3003,instagram, Prime Day Rivals ,2663.0,76.0,118.47,8.0,1.0,198.67
2025-07-05,CAMP3003,instagram, Prime Day Rivals ,1414.0,40.0,62.92,3.0,0.0,0.0
2025-07-06,CAMP3003,instagram, Prime Day Rivals ,2960.0,85.0,131.7,5.0,1.0,113.41
2025-07-07,CAMP3003,instagram, Prime Day Rivals ,3032.0,87.0,134.92,5.0,1.0,83.48
2025-07-08,CAMP3003,, Prime Day Rivals ,2798.0,80.0,124.49,13.0,0.0,0.0
2025-07-09,CAMP3003,instagram,,2205.0,63.0,98.1,14.0,2.0,370.64
2025-07-10,CAMP3003,instagram, Prime Day Rivals ,2664.0,76.0,118.54,2.0,1.0,31.11
2025-07-11,CAMP3003,instagram, Prime Day Rivals ,1663.0,47.0,74.01,4.0,1.0,109.67
2025-07-12,CAMP3003,instagram, Prime Day Rivals ,1775.0,51.0,78.97,10.0,0.0,0.0
2025-07-13,CAMP3003,instagram, Prime Day Rivals ,1540.0,,68.54,9.0,1.0,118.05
2025-07-14,CAMP3003,instagram, Prime Day Rivals ,2299.0,66.0,102.29,5.0,1.0,149.6
2025-07-15,CAMP3003,instagram, Prime Day Rivals ,3399.0,97.0,151.24,,1.0,111.39
2025-07-16,CAMP3003,instagram, Prime Day Rivals ,1355.0,38.0,60.31,9.0,0.0,0.0
2025-07-17,CAMP3003,instagram,,2673.0,76.0,118.94,6.0,0.0,0.0
2025-07-18,CAMP3003,instagram, Prime Day Rivals ,3449.0,99.0,153.44,3.0,0.0,0.0
2025-07-19,CAMP3003,instagram, Prime Day Rivals ,1219.0,35.0,54.26,5.0,1.0,38.03
2025-04-03,CAMP3004,social,Diwali Festive Sale,417.0,21.0,30.65,12.0,2.0,280.31
2025-04-04,CAMP3004,social,Diwali Festive Sale,492.0,25.0,36.15,3.0,1.0,45.71
2025-04-05,CAMP3004,social,Diwali Festive Sale,659.0,34.0,48.48,8.0,0.0,0.0
2025-04-06,CAMP3004,social,Diwali Festive Sale,839.0,43.0,,15.0,0.0,0.0
2025-04-07,CAMP3004,social,Diwali Festive Sale,532.0,27.0,39.11,3.0,1.0,103.15
2025-04-08,CAMP3004,social,Diwali Festive Sale,535.0,27.0,39.35,13.0,0.0,0.0
2025-04-09,CAMP3004,social,Diwali Festive Sale,402.0,,29.54,13.0,0.0,0.0
2025-04-10,CAMP3004,social,Diwali Festive Sale,659.0,34.0,48.45,4.0,0.0,0.0
2025-04-11,CAMP3004,social,Diwali Festive Sale,370.0,19.0,27.2,3.0,0.0,0.0
2025-04-12,CAMP3004,social,Diwali Festive Sale,689.0,35.0,50.65,10.0,1.0,22.04
2025-04-13,CAMP3004,,Diwali Festive Sale,625.0,32.0,,4.0,1.0,110.52
2025-04-14,CAMP3004,social,Diwali Festive Sale,576.0,29.0,42.34,3.0,,37.8
2025-04-15,CAMP3004,social,Diwali Festive Sale,520.0,26.0,38.23,14.0,0.0,0.0
2025-04-16,CAMP3004,social,Diwali Festive Sale,716.0,37.0,52.63,15.0,2.0,104.63
2025-04-17,CAMP3004,social,Diwali Festive Sale,307.0,15.0,22.56,,1.0,152.36
2025-04-18,CAMP3004,social,Diwali Festive Sale,578.0,29.0,42.5,11.0,2.0,148.56
2025-04-19,CAMP3004,social,Diwali Festive Sale,511.0,26.0,37.54,0.0,1.0,170.45
2025-04-20,CAMP3004,social,Diwali Festive Sale,529.0,27.0,38.88,5.0,1.0,86.37
2025-04-21,CAMP3004,social,Diwali Festive Sale,658.0,34.0,48.37,12.0,2.0,184.78
2025-04-22, camp3004 ,social,Diwali Festive Sale,854.0,44.0,62.78,10.0,0.0,0.0
2025-04-23,,social,Diwali Festive Sale,375.0,19.0,27.57,,,93.38
2025-04-24,CAMP3004,social,Diwali Festive Sale,644.0,33.0,47.34,5.0,1.0,28.65
2025-04-25,CAMP3004,social,Diwali Festive Sale,497.0,25.0,36.54,4.0,1.0,
2025-04-26,CAMP3004,social,diwali festive sale,482.0,24.0,35.46,2.0,1.0,159.45
2025-04-27,CAMP3004,social,Diwali Festive Sale,799.0,41.0,58.72,12.0,1.0,113.07
2025-04-28,CAMP3004,social,Diwali Festive Sale,731.0,37.0,53.72,15.0,2.0,205.1
2025-04-29,CAMP3004,social,Diwali Festive Sale,304.0,15.0,22.4,8.0,,133.42
2025-04-30,CAMP3004,social, diwali festive sale ,353.0,18.0,25.99,0.0,0.0,0.0
2025-05-01,CAMP3004,social,Diwali Festive Sale,807.0,41.0,59.35,2.0,0.0,0.0
2025-05-02,CAMP3004,social,Diwali Festive Sale,714.0,36.0,,,2.0,276.0
2025-05-03,CAMP3004,social,Diwali Festive Sale,501.0,25.0,36.83,15.0,2.0,312.32
2025-05-04,CAMP3004, social ,Diwali Festive Sale,315.0,16.0,23.21,4.0,1.0,174.82
2025-05-05,CAMP3004,social,Diwali Festive Sale,638.0,33.0,46.88,13.0,,207.44
2025-05-06,CAMP3004,social,Diwali Festive Sale,767.0,39.0,56.34,3.0,0.0,0.0
2025-05-07, CAMP3004 ,social,Diwali Festive Sale,750.0,38.0,55.15,10.0,1.0,107.71
2025-05-08,CAMP3004,social,Diwali Festive Sale,647.0,33.0,47.52,13.0,2.0,98.29
2025-05-09,CAMP3004,social,Diwali Festive Sale,780.0,40.0,57.37,4.0,1.0,
2025-05-10,CAMP3004,social,Diwali Festive Sale,792.0,41.0,58.23,5.0,1.0,89.26
2025-05-11,CAMP3004,social,Diwali Festive Sale,591.0,30.0,43.47,1.0,1.0,
2025-05-12,CAMP3004,social,Diwali Festive Sale,370.0,19.0,27.19,1.0,1.0,
2025-05-13,CAMP3004,social,Diwali Festive Sale,327.0,16.0,24.02,10.0,1.0,20.25
2025-05-14,CAMP3004,social,Diwali Festive Sale,582.0,30.0,42.79,7.0,0.0,0.0
2025-05-15,CAMP3004,social,,646.0,33.0,47.51,13.0,1.0,186.82
2025-05-16,CAMP3004,social,Diwali Festive Sale,617.0,31.0,45.39,5.0,1.0,137.8
2025-05-17,CAMP3004,social,Diwali Festive Sale,629.0,32.0,46.24,8.0,,0.0
,CAMP3004,social,Diwali Festive Sale,871.0,45.0,63.98,5.0,0.0,0.0
2025-05-19,CAMP3004,social,Diwali Festive Sale,461.0,23.0,33.88,6.0,1.0,69.96
2025-05-20,CAMP3004,social,Diwali Festive Sale,718.0,37.0,,11.0,0.0,
2025-05-21,CAMP3004,social,Diwali Festive Sale,872.0,45.0,64.1,11.0,0.0,0.0
2025-05-22,CAMP3004,social,Diwali Festive Sale,869.0,44.0,63.85,13.0,1.0,177.29
2025-05-23,CAMP3004,social,Diwali Festive Sale,707.0,36.0,51.99,2.0,,0.0
2025-05-24,CAMP3004,social,Diwali Festive Sale,877.0,45.0,64.44,10.0,0.0,0.0
2025-05-25,CAMP3004,social,Diwali Festive Sale,830.0,,61.03,1.0,1.0,183.64
2025-05-26,CAMP3004,social,Diwali Festive Sale,562.0,29.0,41.35,3.0,0.0,0.0
2025-05-27,CAMP3004,social,Diwali Festive Sale,395.0,20.0,29.05,11.0,0.0,0.0
,CAMP3004, social ,Diwali Festive Sale,799.0,41.0,58.74,3.0,1.0,81.96
2025-05-29,CAMP3004,social,Diwali Festive Sale,426.0,22.0,31.3,2.0,1.0,193.55
2025-05-30,CAMP3004,social,Diwali Festive Sale,399.0,20.0,29.36,5.0,0.0,0.0
,CAMP3004,social,Diwali Festive Sale,322.0,16.0,23.72,13.0,0.0,0.0
2025-06-01,CAMP3004,social,Diwali Festive Sale,670.0,34.0,49.27,9.0,1.0,47.72
2025-06-02,CAMP3004,social,,335.0,17.0,24.68,7.0,0.0,0.0
2025-06-03,CAMP3004,social,Diwali Festive Sale,352.0,18.0,25.91,15.0,2.0,222.01
2025-06-04,CAMP3004,social,Diwali Festive Sale,395.0,20.0,29.08,13.0,1.0,75.02
2025-06-05,CAMP3004,social,Diwali Festive Sale,788.0,40.0,57.93,0.0,0.0,0.0
2025-11-03,CAMP3005,social,Winter Warmup Deals,1459.0,,93.65,,1.0,152.08
2025-11-04,CAMP3005,social,Winter Warmup Deals,1468.0,65.0,94.23,6.0,1.0,174.25
2025-11-05,,social,,995.0,44.0,63.9,6.0,1.0,84.87
2025-11-06,CAMP3005, social ,Winter Warmup Deals,608.0,27.0,39.06,7.0,0.0,0.0
2025-11-07,CAMP3005,social,Winter Warmup Deals,1358.0,60.0,87.17,10.0,2.0,393.44
2025-11-08,CAMP3005,,Winter Warmup Deals,1004.0,44.0,64.43,6.0,0.0,0.0
2025-11-09,CAMP3005,social,Winter Warmup Deals,1543.0,69.0,99.06,9.0,1.0,63.93
2025-11-10,CAMP3005,social,Winter Warmup Deals,1440.0,64.0,92.43,13.0,2.0,217.4
2025-11-11,CAMP3005,social,Winter Warmup Deals,1103.0,49.0,70.79,9.0,1.0,66.23
2025-11-12,CAMP3005,social,Winter Warmup Deals,1452.0,65.0,93.19,6.0,1.0,180.27
2025-11-13,CAMP3005,social,Winter Warmup Deals,1531.0,68.0,98.27,11.0,1.0,
,CAMP3005,social,Winter Warmup Deals,729.0,32.0,,5.0,0.0,0.0
2025-11-15,CAMP3005,social,Winter Warmup Deals,1118.0,50.0,71.81,11.0,2.0,363.96
,CAMP3005,,Winter Warmup Deals,1149.0,51.0,73.77,4.0,0.0,0.0
2025-11-17,CAMP3005,social,Winter Warmup Deals,1018.0,45.0,65.33,0.0,,64.39
2025-11-18,CAMP3005,social,Winter Warmup Deals,,70.0,100.9,9.0,1.0,120.3
2025-11-19,CAMP3005,social,Winter Warmup Deals,,24.0,35.25,5.0,1.0,67.56
2025-11-20,CAMP3005,social,Winter Warmup Deals,1196.0,53.0,76.76,9.0,0.0,0.0
2025-11-21,CAMP3005,social,Winter Warmup Deals,1028.0,46.0,66.0,2.0,1.0,22.32
2025-11-22,CAMP3005,social,Winter Warmup Deals,1546.0,69.0,99.27,4.0,0.0,0.0
2025-11-23,CAMP3005,social,Winter Warmup Deals,772.0,34.0,49.55,12.0,0.0,0.0
2025-11-24,CAMP3005,social,Winter Warmup Deals,1264.0,56.0,81.17,7.0,0.0,0.0
2025-06-07,CAMP3007,facebook,Summer Blowout 2026,847.0,0.0,48.31,2.0,0.0,0.0
2025-06-08,CAMP3007,facebook,,1330.0,0.0,75.85,15.0,2.0,52.12
2025-06-09,CAMP3007,facebook,Summer Blowout 2026,604.0,0.0,,13.0,0.0,0.0
2025-06-10,CAMP3007,facebook,Summer Blowout 2026,626.0,0.0,35.68,14.0,0.0,0.0
2025-06-11,CAMP3007,facebook,Summer Blowout 2026,1401.0,0.0,79.89,2.0,1.0,
2025-06-12,CAMP3007,facebook,Summer Blowout 2026,1066.0,0.0,60.77,10.0,0.0,0.0
