order_id,customer_id,order_datetime,sku,quantity,unit_price,total_amount,payment_method,order_status,coupon_applied
ORD5022,CUST1079, 2025-10-21 02:27:33.629422 ,SKU10055,2.0,81.4,162.8,credit_card, DELIVERED ,False
ORD5023, CUST1490 , nan ,SKU10195,3.0,47.36,,CREDIT_CARD,delivered,true
ORD5024,CUST1172,2025-05-19 09:47:14.638090,SKU10026,1.0,41.51,41.51,paypal,DELIVERED,False
ORD5680,CUST1115, 2024-08-29 01:24:49.561853 ,SKU10029,1.0,100.89,100.89, credit_card , delivered ,FALSE
ORD5026, nan ,nan,SKU10091,1.0,311.49,311.49,credit_card,delivered,FALSE
ord5027,CUST1433,2025-01-25 02:22:41.436284,SKU10088,2.0,179.45,358.9,nan,nan,True
 ORD5028 ,CUST1309, 2024-07-19 21:58:41.651690 ,SKU10067,2.0,1300.635444514297,596.89, credit_card ,pending, FALSE 
 ORD5029 ,CUST1413,2024-01-24 01:12:12.930954, SKU10011 ,2.0,351.41,702.83, CREDIT_CARD ,nan,false
ORD5030,CUST1373,2025-03-01 09:40:12.217056,SKU10117,1.0,93.95,93.95,wallet, delivered ,False
ORD5031,cust1274,nan,SKU10031,,366.25,732.5,credit_card, DELIVERED ,False
ORD5032,CUST1498,2024-08-18 23:53:52.266300,SKU10096,1.0,,316.01,bank_transfer,delivered,FALSE
ORD5033,cust1040,2024-09-18 11:57:08.637053,SKU10141,1.0,209.73,209.73,paypal,pending,True
ORD5034,CUST1150,2025-08-19 23:37:43.183606,SKU10160,1.0,148.09,148.09,credit_card,delivered, False 
ORD5035,CUST1316,2025-06-29 02:49:46.988209,SKU10092,2.0,157.04,314.08,nan,pending, True 
ORD5036,CUST1295,2025-04-24 00:26:29.049765,SKU10049,1.0,169.49,169.49,bank_transfer,delivered,true
ord5037,CUST1360,2024-06-15 16:39:24.426542,SKU10017,13.615599857291695,80.1,160.2, credit_card ,delivered,False
nan,CUST1023,2025-09-01 20:17:01.722709,SKU10169,2.0,49.5,99.01,wallet,delivered,false
ORD5188,CUST1338, 2024-08-16 22:07:37.729203 , SKU10183 ,2.0,162.88,325.76,paypal,pending,False
ORD5040, CUST1148 ,2025-02-23 22:28:11.828024,SKU10020,1.0,22.3,22.3,credit_card,nan,False
ORD5041,nan,2024-01-20 07:07:22.739477, SKU10059 ,3.0,197.12,591.35, WALLET ,delivered,false
ORD5042,cust1443,2025-03-07 07:00:52.148538,SKU10025,1.0,65.84,65.84,paypal,DELIVERED,True
 ORD5043 ,CUST1194,2024-07-04 16:28:52.241245, SKU10071 ,3.0,179.67,539.01, wallet ,delivered,False
ORD5044,CUST1232,2024-10-28 06:48:20.855211,sku10162,3.0,162.12,486.36, credit_card ,delivered,False
ord5045,CUST1427,2024-08-19 07:51:14.389479,SKU10093,1.0,41.36,41.36,credit_card,delivered, False 
ORD5046,CUST1083,2024-04-25 17:55:43.105581,SKU10094,1.0,82.35,82.35,paypal, delivered ,True
 ORD5047 ,nan,2025-02-20 17:27:03.976954,SKU10053,13.615599857291695,75.16,,paypal,delivered, True 
ORD5048,CUST1343, 2025-08-13 22:10:00.935979 ,SKU10068,1.0,187.8,187.8,WALLET,delivered,False
ORD5049,CUST1359,2025-10-04 14:04:28.617244,SKU10174,3.0,139.93,419.78,credit_card,DELIVERED,False
ORD5050, CUST1331 ,2024-05-08 20:55:46.270254,NAN,,113.67,,nan,DELIVERED,False
ORD5051, CUST1311 ,2025-04-25 15:21:15.144957, SKU10162 ,1.0,,162.12,CREDIT_CARD,cancelled,False
ORD5052,CUST1087,2025-03-21 02:34:37.254070,SKU10136,4.0,,1464.33,nan,delivered, False 
 ORD5373 ,NAN,2025-08-16 07:47:45.070285,sku10027,3.0,42.35,127.05, paypal ,DELIVERED,false
ORD5415,CUST1010,2024-12-14 12:43:45.451920, SKU10195 ,1.0,47.36,47.36,paypal, CANCELLED ,True
ORD5403,CUST1041,2025-05-29 01:50:57.028025,SKU10035,3.0,194.27,582.81, PAYPAL ,delivered,false
ORD5056,CUST1473,nan,SKU10163,3.0,131.62,394.87, nan ,cancelled, False 
ORD5057,CUST1352,2025-02-27 12:29:29.617453,SKU10142,2.0,109.23,218.46,credit_card,returned,false
 ORD5058 ,CUST1112,2024-10-18 15:30:25.217774,nan,3.0,196.78,590.33, credit_card ,nan,False
ORD5059,CUST1166,2024-12-17 20:28:28.622334,SKU10196,3.0,270.31,810.94,bank_transfer, delivered ,False
ORD5135,CUST1231,nan,SKU10030,2.0,125.82,251.64,wallet,DELIVERED,True
ORD5061,CUST1117,2025-05-17 20:45:00.551376,sku10008,4.0,30.09,120.36,credit_card,delivered,TRUE
 ord5062 , CUST1412 ,2025-05-15 02:25:51.119610,SKU10080,3.0,372.79,1118.37,bank_transfer,cancelled, TRUE 
ORD5063, CUST1205 ,2024-04-07 11:55:05.484827,SKU10068,3.0,187.8,563.41,nan,DELIVERED,True
ORD5064,CUST1033, 2025-08-11 05:53:32.606140 ,SKU10054,1.0,1300.635444514297,44.25,credit_card, RETURNED ,false
ord5065,CUST1467, nan ,SKU10145,2.0,64.96,129.91,credit_card,delivered,False
 ord5066 , CUST1448 ,2025-10-20 02:40:38.855499,NAN,2.0,162.88,325.76,credit_card,DELIVERED, False 
ORD5067,NAN,2024-09-13 13:04:49.676588,SKU10054,,44.25,132.75, CREDIT_CARD ,delivered,False
ORD5068,CUST1335,2024-04-29 04:22:32.392023,SKU10127,2.0,185.84,371.68, nan ,RETURNED,True
ORD5069, CUST1202 ,2024-08-23 15:39:33.805577,sku10164,2.0,186.03,,wallet,delivered,true
ORD5070,CUST1234,2024-10-21 22:05:58.867623,SKU10036,3.0,152.98,458.95,nan, returned , False 
 ORD5700 ,CUST1296,2025-10-20 20:51:59.418022, SKU10168 ,2.0,135.35,270.69,credit_card,nan,False
ORD5072,CUST1126,2025-01-22 09:45:05.652254,SKU10190,3.0,18.9,56.71, credit_card ,DELIVERED,true
ORD5073,CUST1287,2025-02-04 09:55:46.679131,SKU10137,3.0,54.45,163.34,bank_transfer, cancelled ,False
 ORD5074 ,CUST1134,2025-05-10 02:00:06.199270,SKU10191,3.0,90.35,271.06,paypal, delivered , TRUE 
 ORD5075 ,CUST1299,2024-01-20 13:03:06.724926, SKU10109 ,4.0,232.74,930.95,credit_card,delivered,True
ORD5076,CUST1459,2024-12-28 15:06:37.757146,SKU10149,4.0,235.67,942.7, credit_card ,nan,FALSE
ORD5077,cust1204,2024-02-05 10:45:05.497172,SKU10092,,157.04,628.16, credit_card , delivered ,TRUE
ORD5078,CUST1112,2025-04-14 18:23:56.605430,SKU10035,2.0,194.27,388.54,credit_card,nan,true
ORD5079,CUST1260,2024-02-07 08:06:21.636259,SKU10126,1.0,171.9,171.9, nan , cancelled ,TRUE
 ORD5903 ,cust1008,2025-07-24 08:16:46.456255,SKU10044,4.0,19.24,,credit_card,delivered,true
ORD5081, CUST1024 ,2025-04-15 09:29:15.631810,sku10028,2.0,235.42,470.84,bank_transfer,returned,False
ORD5082,CUST1078,nan, SKU10160 ,4.0,148.09,592.34,paypal,returned,true
ORD5083,CUST1081,2024-10-22 19:22:59.110901,SKU10174,1.0,139.93,139.93,paypal,pending,False
NAN,CUST1216,2024-03-28 13:12:57.229363,SKU10152,3.0,106.57,319.71,credit_card,delivered,False
 ORD5085 , CUST1032 ,2024-07-13 23:16:12.663119,SKU10098,2.0,464.74,929.48,paypal,returned,TRUE
ord5086, CUST1195 ,2025-08-05 04:51:44.671450,SKU10152,1.0,106.57,106.57,credit_card, returned ,False
ORD5087,CUST1239,2025-08-28 23:36:04.355730,sku10135,3.0,229.32,,CREDIT_CARD,DELIVERED,FALSE
ord5088,CUST1128,2024-01-01 12:01:23.342153,SKU10141,1.0,209.73,209.73,credit_card,cancelled,False
ORD5089,cust1440,2025-02-02 01:42:47.429852,SKU10002,3.0,135.51,406.52,paypal,pending, False 
ord5090,CUST1348,2025-04-26 22:21:13.655246, SKU10184 ,4.0,273.5,1094.0, credit_card ,delivered,False
ORD5091,CUST1058, 2025-02-18 13:27:05.320506 , SKU10174 ,2.0,139.93,279.85,paypal,delivered,nan
ORD5092, CUST1453 ,2024-02-24 17:24:38.228584,SKU10137,3.0,54.45,163.34,credit_card,pending,true
 ORD5093 , CUST1384 , 2024-05-25 21:00:58.941671 , SKU10068 ,13.615599857291695,187.8,375.61,credit_card,delivered,False
 ord5094 , CUST1393 ,2024-06-16 17:28:17.398174, SKU10164 ,4.0,,744.12,bank_transfer,returned,FALSE
ORD5095,CUST1174,nan,SKU10028,13.615599857291695,235.42,470.84,paypal,cancelled,False
ORD5096,CUST1150,2024-11-06 08:14:48.969051,SKU10111,4.0,101.51,406.04,credit_card,delivered,FALSE
 ORD5097 ,CUST1080,2024-11-22 04:11:51.532854,SKU10116,4.0,255.4,3948.1646147755046, nan ,returned,False
 ord5098 ,CUST1001, 2025-09-18 09:04:48.678947 ,SKU10184,,273.5,820.5,credit_card, DELIVERED ,False
nan,CUST1448,2025-03-02 20:20:27.934022,sku10184,3.0,273.5,820.5, credit_card ,nan, NAN 
 ORD5100 , CUST1134 ,2025-08-25 02:34:35.907481,SKU10128,3.0,129.43,,CREDIT_CARD, delivered , True 
ord5101,CUST1390, 2024-11-01 20:39:44.618011 ,SKU10045,4.0,89.73,358.91,credit_card,delivered,False
ord5675,CUST1311,2025-02-20 17:54:27.921774,SKU10061,4.0,25.12,100.47,wallet,pending,FALSE
ORD5103,nan,2025-09-15 01:21:51.669761, SKU10160 ,4.0,148.09,592.34,credit_card, nan ,False
ORD5104,CUST1152,2024-11-03 07:58:41.735762, SKU10163 ,1.0,131.62,131.62,credit_card, delivered , true 
ORD5105,nan,2024-05-01 16:37:59.749721,SKU10155,4.0,214.51,858.02,credit_card,delivered,True
 ORD5106 ,CUST1101,2024-07-21 14:31:24.614713, SKU10039 ,2.0,248.67,497.34,credit_card,delivered,nan
 ORD5107 ,CUST1191, 2024-02-04 00:54:20.311913 ,SKU10195,3.0,47.36,142.06,CREDIT_CARD,delivered,False
 ORD5108 ,CUST1082,2024-11-09 18:16:24.638227,SKU10138,3.0,156.7,470.1,credit_card, delivered ,False
ORD5109,CUST1488, 2025-07-25 14:18:03.615540 ,sku10199,3.0,73.81,221.42,paypal,DELIVERED,True
ORD5089,cust1440,2025-02-02 01:42:47.429852,SKU10002,3.0,135.51,406.52,paypal,pending, False 
 ord5111 ,nan,2025-09-16 20:14:36.587971, SKU10000 ,4.0,153.38,613.53, credit_card ,pending,False
ORD5112,CUST1306, 2024-03-24 21:41:55.723597 , SKU10082 ,2.0,23.59,47.18, credit_card ,delivered,TRUE
ord5113,nan,2024-09-12 23:25:35.150800,SKU10004,3.0,248.33,744.99,paypal, pending , False 
ORD5114,cust1057,2024-01-19 21:55:06.438660,SKU10092,1.0,157.04,157.04,credit_card,delivered,false
ORD5115,CUST1449,2025-07-26 23:03:31.489709, SKU10078 ,1.0,251.19,251.19, CREDIT_CARD , delivered ,nan
nan,CUST1122,2024-08-28 08:47:33.551888,nan,,15.89,63.55,credit_card, delivered ,False
nan,nan, 2025-02-26 20:21:42.510626 ,SKU10145,3.0,64.96,194.87,credit_card, nan , False 
ORD5118,CUST1484,nan,SKU10020,4.0,1300.635444514297,,credit_card, delivered , True 
ORD5119,CUST1043,2024-10-14 23:54:08.242092,SKU10187,4.0,252.59,,nan,delivered,False
ORD5120, CUST1248 ,2024-07-24 07:35:33.978220,sku10017,4.0,80.1,320.4,credit_card,delivered,False
 ORD5121 ,CUST1389,2025-10-06 16:23:00.940792,SKU10136,13.615599857291695,366.08,1464.33,PAYPAL,nan,True
ORD5122,CUST1392,2025-10-08 04:58:14.370181,SKU10032,2.0,,622.38,credit_card,delivered,False
ORD5123,CUST1065, 2024-07-12 22:08:12.472522 ,SKU10168,1.0,135.35,135.35,wallet,DELIVERED,False
 ORD5124 , CUST1243 ,2024-11-17 08:22:17.600343,SKU10140,3.0,276.59,829.77,CREDIT_CARD,delivered,True
ORD5125, CUST1084 ,2025-10-13 19:20:02.656511,SKU10067,13.615599857291695,298.44,298.44,paypal, cancelled ,False
ORD5126,cust1270,NAN, SKU10155 ,2.0,214.51,429.01, credit_card ,delivered,FALSE
ORD5127,CUST1216,2024-10-03 11:51:58.442172,SKU10054,1.0,44.25,44.25, nan ,delivered,FALSE
ORD5128,CUST1475, 2024-03-08 07:21:26.635932 ,SKU10138,3.0,156.7,470.1, credit_card ,delivered,true
ORD5129, CUST1386 ,2024-12-07 03:15:36.310488,SKU10186,4.0,421.28,1685.11,credit_card,delivered, True 
ORD5130, cust1353 ,2024-01-17 12:41:34.328440,SKU10051,3.0,153.42,460.25, credit_card ,delivered,true
 ORD5131 ,CUST1365,2024-09-29 14:55:36.396341,SKU10079,1.0,258.64,258.64,PAYPAL,returned,True
ord5890,cust1300,2024-10-05 05:24:14.098215, SKU10055 ,4.0,81.4,325.6,credit_card,delivered, False 
ORD5133,cust1332,2024-12-23 07:35:54.486012,SKU10095,3.0,354.56,1063.69,paypal,returned, TRUE 
ORD5134, cust1224 ,2025-10-29 07:34:40.359141,SKU10132,1.0,106.15,106.15,wallet,pending,False
ORD5135,CUST1231,nan,SKU10030,2.0,125.82,251.64,wallet,DELIVERED,True
nan,CUST1126,2025-07-20 13:55:29.399955, SKU10057 ,1.0,158.04,158.04, credit_card ,returned,False
ORD5137,CUST1032,2025-03-01 15:03:39.588243, SKU10086 ,2.0,191.38,382.77,credit_card,delivered, False 
 ORD5138 ,CUST1010,2024-01-28 20:16:56.496784,SKU10150,1.0,169.42,169.42,credit_card, delivered ,False
NAN,CUST1283,2024-05-18 13:18:23.870843,SKU10058,3.0,152.39,457.16,bank_transfer,returned,False
ORD5140,CUST1301,2025-09-11 19:02:17.043607, SKU10056 ,1.0,284.2,284.2,nan,delivered,False
ord5141,CUST1003,2024-09-02 07:05:56.170660,sku10018,4.0,113.67,454.66,credit_card, DELIVERED ,False
ORD5142, nan ,2024-03-10 10:28:42.822520,sku10161,1.0,1300.635444514297,189.33, credit_card , delivered ,FALSE
ORD5143, CUST1030 , 2025-04-15 14:40:41.819263 ,SKU10058,1.0,152.39,152.39, paypal ,delivered,TRUE
ORD5144, CUST1034 ,2024-07-19 15:16:48.723106,SKU10008,1.0,30.09,30.09,credit_card,delivered,false
ORD5145,CUST1440,2024-06-29 03:13:08.974197,SKU10084,1.0,,49.44,credit_card, delivered , False 
ORD5146,CUST1036, 2025-10-30 15:28:38.947356 ,sku10131,4.0,141.63,566.53, paypal ,nan,False
ORD5147,nan,2025-07-28 22:52:26.091943,SKU10071,4.0,179.67,718.68,paypal,DELIVERED, False 
ORD5148,NAN, nan ,SKU10124,4.0,57.61,230.44,credit_card,delivered,False
ORD5149, CUST1109 ,2025-10-18 18:36:00.798081, SKU10138 ,4.0,156.7,,nan, cancelled ,false
ORD5150,CUST1067, 2025-03-11 13:49:14.277292 ,SKU10185,2.0,1300.635444514297,671.7, paypal ,delivered,True
ORD5151,CUST1478,2025-05-12 03:43:15.694416,nan,3.0,22.53,67.59,wallet,delivered,True
ORD5152,CUST1295,2024-01-22 02:43:47.037943,SKU10121,1.0,262.97,262.97,paypal,returned, False 
ORD5153,CUST1124, 2024-03-22 11:24:45.253140 ,SKU10121,4.0,262.97,1051.88,wallet,returned,true
ord5154,CUST1413,2025-02-28 04:00:31.802614,SKU10104,1.0,164.86,164.86,CREDIT_CARD,pending,False
ORD5155,CUST1097,2025-08-25 08:18:20.307613,SKU10024,2.0,25.6,51.2,credit_card,cancelled,True
ORD5156, CUST1049 ,2025-02-21 21:47:56.815759,SKU10168,4.0,135.35,541.39,paypal,returned,false
ORD5157, CUST1220 , 2024-03-30 19:07:13.082338 ,SKU10090,2.0,71.43,142.86,wallet, delivered ,False
ORD5158,cust1216,2024-03-18 13:25:17.557107,SKU10105,1.0,251.59,251.59, credit_card ,delivered,False
ORD5159,CUST1239,2025-07-19 14:30:33.137465,SKU10186,2.0,421.28,842.55, wallet ,delivered,true
 ORD5160 , CUST1027 ,2024-04-03 07:58:53.783124,SKU10172,1.0,165.93,165.93,paypal,delivered,False
ORD5238,CUST1135,2024-10-06 23:34:28.796200,SKU10029,3.0,100.89,302.66,paypal,delivered,nan
nan,cust1050,2024-01-25 20:46:55.865978,SKU10015,4.0,47.49,189.96,credit_card, pending ,false
ORD5163,CUST1206,2024-02-24 01:10:11.494740, nan ,2.0,421.28,842.55,credit_card, delivered ,FALSE
ORD5164,CUST1173,2025-03-26 11:21:36.517310,SKU10027,4.0,42.35,169.4,paypal,DELIVERED,FALSE
ORD5165,CUST1127, 2025-04-06 18:02:13.486828 ,nan,4.0,169.49,677.96,nan, NAN , False 
ORD5166, cust1097 ,2024-08-16 18:49:41.009749,sku10137,1.0,54.45,54.45,credit_card,delivered,False
nan,cust1229,2024-05-24 11:00:18.090389, SKU10035 ,4.0,194.27,777.08,wallet,DELIVERED,false
ORD5168,CUST1216,nan,SKU10046,4.0,91.57,366.28,WALLET,delivered,False
 ord5169 , CUST1142 ,2024-05-25 11:01:11.747553, SKU10118 ,2.0,1300.635444514297,467.74,WALLET, nan , False 
ORD5170,CUST1127,2024-12-29 03:47:43.008847, SKU10019 ,,242.9,971.6,BANK_TRANSFER, pending ,True
ORD5171,CUST1226,2025-10-10 16:47:53.379872, SKU10140 ,4.0,276.59,1106.36,PAYPAL,delivered,False
ORD5172,nan,2024-04-09 01:28:01.922978,SKU10012,3.0,279.38,,PAYPAL, delivered ,True
nan,CUST1333,2025-09-22 09:17:25.372734,SKU10138,4.0,156.7,626.8, wallet ,nan,nan
ORD5174,CUST1428,2024-05-02 12:55:13.056039,SKU10003,1.0,138.09,138.09,bank_transfer, delivered ,False
NAN,CUST1496,2025-01-15 04:29:12.426049,nan,3.0,136.28,408.84, paypal , pending ,True
ORD5176,CUST1474,2024-09-09 14:17:02.429868,SKU10192,1.0,448.14,448.14,credit_card,cancelled,false
ORD5177,nan,2025-10-08 12:03:06.883738,sku10060,1.0,428.88,428.88,paypal,pending,False
 ord5178 ,CUST1085,2024-07-02 06:33:20.974864, SKU10104 ,2.0,164.86,329.72, wallet ,DELIVERED,False
ORD5179,nan, 2024-09-24 18:30:02.424740 ,SKU10123,2.0,186.08,372.16,credit_card,nan,true
ORD5180, CUST1109 ,nan, SKU10102 ,4.0,210.31,841.25,bank_transfer,DELIVERED,False
 ORD5181 , CUST1462 ,2024-12-25 10:26:38.005118,SKU10015,3.0,47.49,142.47,credit_card,cancelled,True
nan,CUST1084, 2024-12-02 18:17:32.133083 ,SKU10097,3.0,304.07,,CREDIT_CARD,pending,false
ORD5183,NAN, 2024-06-21 17:04:41.125153 ,SKU10099,2.0,97.77,, credit_card ,DELIVERED, False 
ORD5184,CUST1135,2025-04-14 21:55:33.779251,SKU10116,1.0,255.4,255.4, credit_card ,nan, FALSE 
ORD5185,CUST1146,2024-01-10 15:07:01.432512, sku10108 ,2.0,140.37,280.74,credit_card,DELIVERED,False
ORD5186,CUST1356,2024-02-03 04:09:47.108206,SKU10187,3.0,252.59,757.76,paypal, returned ,FALSE
ORD5187,CUST1401,2025-02-05 13:41:09.892117,SKU10142,4.0,109.23,436.93,paypal,DELIVERED,True
ORD5188,CUST1338, 2024-08-16 22:07:37.729203 , SKU10183 ,2.0,162.88,325.76,paypal,pending,False
ORD5189, CUST1249 ,2025-09-30 17:19:38.153969,SKU10039,1.0,248.67,248.67, paypal ,delivered,True
ORD5190,CUST1097,2025-08-28 03:18:22.704561,SKU10075,1.0,139.26,139.26,wallet,DELIVERED, False 
ORD5191,nan, nan , SKU10014 ,1.0,15.89,15.89, credit_card ,delivered,False
 ORD5192 , CUST1296 ,2025-07-02 03:46:51.400326, SKU10188 ,2.0,151.48,302.96,credit_card,delivered,False
ORD6077,CUST1296,2025-04-16 19:08:34.596998,SKU10114,2.0,81.05,162.11, credit_card ,delivered,False
ORD5194, CUST1382 ,2024-03-25 03:21:36.761686,SKU10080,3.0,372.79,1118.37,paypal, delivered , False 
ORD5195, CUST1029 ,2025-05-27 21:56:14.584569,SKU10012,1.0,279.38,279.38, credit_card ,DELIVERED,True
ord5196,CUST1299,nan,SKU10122,4.0,290.57,1162.28,WALLET,DELIVERED,TRUE
 ORD5197 ,cust1257,2024-08-04 16:57:39.996040,sku10135,1.0,229.32,229.32,wallet, delivered ,False
ord5198,CUST1080,2025-07-02 21:17:10.070185,SKU10014,1.0,15.89,15.89,credit_card,delivered,False
ORD5199, CUST1491 ,nan,SKU10130,4.0,12.36,49.44,paypal,delivered,TRUE
ORD5200, CUST1041 , 2025-07-30 03:50:48.062649 ,SKU10047,2.0,55.99,111.98, credit_card ,delivered,true
 ORD5201 ,CUST1035,2024-05-22 17:36:28.595087,SKU10152,4.0,,426.28,CREDIT_CARD,DELIVERED,False
 ORD5202 ,CUST1034,2025-02-11 05:04:38.254076,SKU10172,3.0,165.93,497.78,CREDIT_CARD,returned,false
ORD5681,CUST1236,nan, SKU10030 ,4.0,125.82,503.28,wallet,returned,False
ORD5204,CUST1206,2025-03-06 20:25:14.794045,SKU10030,3.0,125.82,377.46,bank_transfer, delivered ,False
ord5205,CUST1482,2025-05-25 21:32:50.378750,SKU10145,1.0,64.96,64.96,credit_card,nan, True 
ORD5206,CUST1126,nan,SKU10148,4.0,127.0,507.99,bank_transfer,delivered,true
 ORD5131 ,CUST1365,2024-09-29 14:55:36.396341,SKU10079,1.0,1300.635444514297,258.64,PAYPAL,returned,True
ORD5208,CUST1317,2024-01-21 23:59:24.414902,SKU10020,4.0,22.3,89.2,credit_card,delivered,True
 ord5209 ,CUST1214,2024-03-21 00:44:16.994925,sku10168,,135.35,270.69, wallet ,DELIVERED,false
ORD5210, CUST1298 , 2025-02-20 22:37:54.852637 ,SKU10144,2.0,448.58,897.16,paypal,delivered,True
 ORD5211 ,CUST1267,2025-09-18 01:28:37.512579,sku10080,4.0,372.79,3948.1646147755046,CREDIT_CARD,delivered,False
nan,CUST1478, 2024-05-18 09:04:23.577132 ,SKU10066,3.0,117.13,351.39,CREDIT_CARD,delivered, true 
ORD5213, CUST1104 , 2025-05-07 11:13:13.719396 ,sku10171,4.0,106.08,424.32, BANK_TRANSFER ,PENDING,True
ORD5214,CUST1366,2025-08-03 12:31:59.149360,SKU10080,4.0,372.79,1491.16,CREDIT_CARD,delivered,False
ORD5215,CUST1122,nan,SKU10067,1.0,,298.44,paypal,delivered, False 
ORD5216,CUST1202, 2025-03-24 09:47:38.389798 , SKU10033 ,2.0,437.11,874.22,credit_card,returned,False
ORD5217,CUST1343,2025-06-30 01:26:46.651749,SKU10165,4.0,29.99,119.95, bank_transfer , DELIVERED ,nan
ord5218, CUST1153 ,2024-06-23 15:39:23.531287,SKU10117,3.0,,281.85,CREDIT_CARD,delivered,FALSE
ORD5219,CUST1161,2024-07-17 22:04:56.792028,SKU10192,13.615599857291695,448.14,448.14,credit_card,delivered,False
ORD5220,CUST1479,2024-01-01 10:05:25.682588,sku10018,2.0,113.67,227.33,credit_card,delivered,False
ord5221,CUST1004, 2025-10-07 06:33:13.049412 ,SKU10117,3.0,93.95,281.85,paypal,delivered,false
ORD5222,CUST1318,2025-09-06 18:07:18.858393,SKU10144,1.0,448.58,448.58, credit_card ,delivered,True
ORD5223,CUST1051,2025-05-27 06:15:27.652506,SKU10018,1.0,113.67,113.67,NAN,nan,nan
ORD5224,CUST1275,2024-02-22 23:32:32.702296,SKU10054,3.0,44.25,132.75,bank_transfer,delivered, True 
ORD5225, CUST1259 ,2024-10-26 19:50:47.278925,SKU10067,1.0,1300.635444514297,298.44, credit_card , delivered ,False
ORD5226,CUST1067,2024-03-09 06:25:09.853905,SKU10089,2.0,358.61,717.22,PAYPAL,delivered,TRUE
ORD5227,nan,2024-01-11 15:59:52.431309,SKU10017,2.0,80.1,160.2,paypal,returned,TRUE
ORD5228,CUST1450,2025-02-16 20:13:19.490227,SKU10062,1.0,145.6,145.6,credit_card,pending,False
 ORD5229 ,cust1189, 2025-10-05 18:08:13.295938 ,SKU10072,13.615599857291695,423.72,423.72,nan,delivered,FALSE
ORD5596, cust1080 ,2024-10-24 05:49:25.106452,nan,4.0,1300.635444514297,100.47,paypal,nan,False
ORD5231, CUST1426 ,2025-04-11 19:49:02.726981, SKU10139 ,,33.26,33.26,paypal,DELIVERED, False 
nan,CUST1360,2024-03-05 17:58:50.136136,SKU10077,1.0,77.24,77.24,credit_card,DELIVERED,True
ORD5233,CUST1313,2024-07-02 16:33:27.812774, SKU10167 ,1.0,82.19,82.19,credit_card,delivered,NAN
ORD5234,CUST1270,2024-08-02 10:30:43.805936, SKU10002 ,2.0,135.51,271.01,credit_card,delivered,False
 ORD5235 ,CUST1341,2025-05-26 07:27:10.542775,SKU10141,1.0,209.73,209.73,bank_transfer, returned ,true
ORD5236,CUST1153,2025-06-21 12:10:00.487562,SKU10169,4.0,49.5,198.02,credit_card, delivered ,True
ORD5237, CUST1053 ,nan,SKU10034,2.0,33.0,66.01,credit_card,returned, FALSE 
ORD5238,CUST1135,2024-10-06 23:34:28.796200,SKU10029,3.0,100.89,302.66,paypal,delivered,nan
