event_id,customer_id,session_id,event_datetime,page_type,action,page_views_in_session,search_query,referral_source,add_to_cart,abandoned_cart
EVT200066,CUST1018,SESS103234,2025-10-31 21:25:33.064829,product, view_page ,13.0, headphones ,instagram,False,false
EVT200067,CUST1146, SESS101388 ,NAN, category ,view_page,4.0, headphones ,google_ads, false ,FALSE
 EVT200068 ,CUST1441,SESS101833,2024-11-22 03:25:51.532854, home ,view_page,5.0,nan,direct,False,False
evt200069,CUST1443,SESS100106,2025-02-25 23:46:53.501804,HOME,view_page,11.0,laptop, nan ,False, False 
 EVT200070 ,CUST1139,sess104693,2024-08-16 10:13:32.425716,home,view_page,6.0, t-shirt ,email,False, False 
EVT200071,CUST1409,SESS103044,2024-01-18 07:55:31.714602, cart ,nan,8.0,coffee mug,organic_search,False,False
EVT200072,cust1223,SESS103997,2024-12-17 10:33:09.240388,category, view_page ,47.353935293480475,t-shirt,direct,False,False
EVT200073, CUST1380 ,SESS104759,2024-01-03 14:34:19.752810, home ,CLICK_PRODUCT,10.0,nan,direct,FALSE,False
nan,CUST1458,SESS101699,2025-02-16 20:23:58.708451, nan ,nan,10.0,nan,google_ads, FALSE ,False
evt200075,CUST1173,SESS102757,2024-09-17 23:40:03.709928, category ,add_to_cart,12.0,nan,direct, True ,False
 EVT200076 ,CUST1254,SESS104992,2025-06-26 08:32:38.452135,SEARCH_RESULTS,click_product,11.0,t-shirt,EMAIL, False ,False
EVT200077,CUST1188,SESS104718, 2024-05-14 10:22:50.434405 ,category,CLICK_PRODUCT,47.353935293480475,nan, NAN ,False, False 
EVT200078,CUST1136, SESS100338 ,2024-05-25 11:19:11.747553,PRODUCT,purchase,13.0,nan, EMAIL ,False, false 
EVT200857,CUST1320,SESS102847,2025-03-04 07:42:16.321658, cart ,view_page,4.0,shoes, google_ads ,False,FALSE
EVT200080,CUST1040,SESS102718,2024-01-12 19:41:03.032419, search_results ,remove_from_cart,13.0,nan,organic_search,False, false 
EVT200081,CUST1308,nan, 2024-11-04 04:50:18.894326 , product , add_to_cart ,,nan,INSTAGRAM,TRUE, False 
nan, CUST1279 ,SESS104826,2025-01-25 14:59:42.115829,category,view_page,2.0,NAN,google_ads,False,NAN
EVT200083,CUST1164,SESS100865,2025-02-20 22:42:54.852637,category,begin_checkout,9.0,headphones, instagram ,False, False 
EVT200084, CUST1040 ,SESS100357, 2025-06-17 14:20:40.035005 , home ,view_page,14.0,laptop,direct,False,False
EVT200085, CUST1338 ,nan,2024-01-16 19:36:31.830895,product,begin_checkout,,nan, instagram ,false,false
EVT200086,cust1156,SESS102538,2024-01-09 10:39:04.409201,search_results,view_page,1.0, coffee mug ,EMAIL, False ,False
EVT200087,CUST1308, sess101622 ,2025-07-10 13:14:23.146148, home , view_page ,4.0,coffee mug,direct, False , False 
EVT200088,CUST1085,SESS101121,2024-11-29 19:40:07.477987, CATEGORY ,view_page,14.0,shoes,google_ads,FALSE, False 
EVT200089,CUST1179,SESS104812,2025-04-17 14:01:49.557797,product,VIEW_PAGE,5.0, nan ,facebook,False,False
EVT200090, CUST1021 ,sess103787,2025-03-29 00:36:35.718953,home,remove_from_cart,, shoes ,email,False,False
EVT200091,CUST1314,SESS101716,2024-10-05 04:54:14.098215,category, click_product ,1.0, nan ,email,False, False 
EVT200092,CUST1140,sess101982, 2025-02-26 20:45:42.510626 ,CATEGORY,purchase,3.0,headphones,EMAIL, false ,false
 EVT200093 ,CUST1038,SESS101139,2025-09-14 22:58:03.239635,product,purchase,11.0,NAN,direct,nan,false
 EVT200094 ,CUST1186, SESS100850 ,2024-09-15 16:07:29.843424,nan,view_page,6.0,T-SHIRT,direct,false,False
EVT200095,CUST1410, sess104908 ,2025-01-29 02:00:01.677803, product ,view_page,7.0,nan,email,NAN,False
 EVT200096 ,nan,SESS101333,2024-04-07 11:00:05.484827,checkout,purchase,4.0,laptop,organic_search,false,False
EVT200097,CUST1073,nan, 2024-09-13 06:32:00.454205 ,search_results, click_product ,3.0,nan, NAN ,False,False
 EVT200098 ,CUST1017,SESS103982,2025-01-06 08:06:14.741365, search_results ,view_page,10.0,nan,google_ads,false,False
EVT200099,CUST1034,nan,2024-10-24 17:40:38.157688, search_results ,view_page,5.0,t-shirt,facebook,False,False
EVT200100,CUST1398,SESS103094,2024-11-20 01:15:06.329434,CATEGORY, purchase ,12.0,nan,instagram,False,False
EVT200101,cust1185,SESS103735,2024-08-15 13:34:26.298546, cart ,click_product,14.0,laptop,instagram,FALSE, False 
 EVT200102 ,cust1486, SESS104848 , 2025-09-17 03:06:19.180693 ,HOME,add_to_cart,11.0,nan,FACEBOOK,True,False
EVT200897,CUST1315,SESS104244,2024-06-12 19:45:37.163475,search_results,view_page,,nan,nan,False, False 
EVT200104,CUST1347, SESS104311 ,2025-05-14 15:00:54.375346,search_results, VIEW_PAGE ,3.0,nan, nan ,FALSE,false
evt200105,nan,SESS102419, 2025-02-01 17:14:09.294695 , search_results ,purchase,12.0,NAN,email,False,False
EVT200106,CUST1190, SESS102764 ,2024-11-29 19:26:07.477987,PRODUCT,REMOVE_FROM_CART,4.0,nan, facebook ,False,False
EVT200107,nan,nan, 2024-03-30 19:31:13.082338 ,cart,begin_checkout,,nan,organic_search,false, True 
 evt200108 ,cust1293,SESS104822,2024-07-05 07:19:37.155354,product,click_product,2.0, coffee mug ,organic_search,FALSE,False
evt200109,CUST1271,SESS102886,2024-07-16 09:17:17.737257,product,begin_checkout,13.0,nan,email,False,NAN
EVT200110,CUST1203,SESS101637,2024-04-06 11:21:18.626271,product,VIEW_PAGE,3.0,COFFEE MUG,GOOGLE_ADS,False,False
EVT200631, CUST1220 ,SESS102699,2025-08-17 04:17:06.183116,category, begin_checkout ,14.0,nan,email,False,False
evt200112,CUST1127,SESS100012, 2024-03-05 17:11:50.136136 ,product,view_page,6.0,nan, direct , False ,nan
EVT200113, CUST1013 , SESS101724 ,2024-03-14 19:10:16.473613,CHECKOUT, BEGIN_CHECKOUT ,13.0,shoes,google_ads,False,true
EVT200114,CUST1255,sess101308,2025-08-07 18:35:36.594667, product ,add_to_cart,3.0, nan , email ,nan,False
EVT200115,CUST1198,SESS104071,2025-08-31 13:52:48.194793, home ,PURCHASE,1.0,t-shirt,DIRECT,false, False 
 evt200116 ,CUST1060, SESS103792 ,2025-05-25 19:46:28.486011, home ,view_page,13.0,nan,organic_search,False, False 
 EVT200275 ,cust1225, SESS100594 ,2024-05-12 18:42:24.281954,product,VIEW_PAGE,1.0,nan,nan,False,False
EVT200118,CUST1360, SESS101825 ,2024-01-09 10:42:04.409201,nan,VIEW_PAGE,9.0,nan,direct,False,False
EVT200119,CUST1109,SESS103220,2024-12-06 13:23:22.464139,category,click_product,11.0,LAPTOP,email, FALSE ,False
EVT200120,CUST1355,sess102788,2025-10-03 18:56:34.239028, product ,click_product,3.0,headphones,facebook, False ,false
EVT200121,nan,SESS103379,2024-12-20 15:17:14.038136,product,VIEW_PAGE,14.0,coffee mug,INSTAGRAM,False,False
 evt200122 , CUST1069 ,SESS101403,2025-05-12 03:44:15.694416,search_results,nan,,nan, instagram , FALSE , False 
EVT200123, CUST1231 , SESS103119 ,2025-03-31 14:22:42.353654,product,begin_checkout,13.0,laptop,instagram,FALSE,true
 EVT200124 ,CUST1460,sess103459,2024-05-26 05:01:58.931063,home,begin_checkout,1.0, nan ,EMAIL,False,False
EVT200125,CUST1044,SESS104816,2024-02-11 20:03:28.425482,checkout,nan,14.0,nan, instagram ,False,FALSE
 evt200126 ,CUST1341,SESS104185,2024-01-21 09:15:41.593585,product, nan ,10.0,nan,GOOGLE_ADS,False,True
EVT200127,CUST1363,sess100500,2024-05-27 20:09:28.041173,cart,begin_checkout,,NAN, organic_search , False , False 
 EVT200128 ,CUST1281,SESS103537,2024-02-08 23:50:15.339017,product,view_page,47.353935293480475,t-shirt,google_ads,False,False
 EVT200500 , CUST1155 ,SESS102438,2025-07-29 11:35:55.837710, cart ,view_page,11.0,nan, direct ,False,False
evt200130,cust1435,SESS104004,2025-07-14 21:05:51.783322, HOME , view_page ,5.0, NAN ,nan,False,False
evt200131,cust1364,SESS103311,2025-10-29 01:25:16.123439,product, remove_from_cart ,1.0,LAPTOP,direct,False,False
 EVT200132 ,CUST1406,SESS103715,2025-01-09 11:14:05.172772,checkout,begin_checkout,6.0,nan,nan,False,False
EVT200133,CUST1260,SESS102504,2024-11-12 22:39:19.487999,product, view_page ,4.0,shoes,organic_search,FALSE, False 
 EVT200134 , CUST1062 , SESS101364 ,2024-06-12 04:22:08.482216,nan,view_page,5.0,nan,FACEBOOK,False,False
evt200135,cust1405,SESS102051,2024-07-03 20:25:25.764363, home ,nan,2.0,nan,ORGANIC_SEARCH,False,False
EVT200136,CUST1121,SESS101343, 2025-03-22 13:13:07.350392 ,category,view_page,12.0,laptop,google_ads,FALSE, false 
EVT200137,CUST1013,SESS104996, 2025-10-12 07:00:08.779131 ,nan,click_product,47.353935293480475,nan,email, FALSE ,nan
EVT200138,CUST1283, SESS101505 ,2025-07-23 10:02:08.694912,nan, purchase ,11.0, coffee mug ,nan,False,false
EVT200139,CUST1188,SESS101230,2024-11-07 16:17:12.112547,CATEGORY,VIEW_PAGE,11.0,nan,google_ads, False ,FALSE
 EVT200140 ,CUST1411, SESS104268 ,2025-03-14 04:47:01.385502,nan,VIEW_PAGE,2.0,laptop,instagram,nan,False
EVT200141,CUST1066,sess103051,2024-09-09 13:19:02.429868,product,add_to_cart,2.0,shoes,google_ads,nan,False
 EVT200142 , CUST1033 ,SESS104721,2025-02-17 23:44:44.890604, PRODUCT , remove_from_cart ,5.0,t-shirt,GOOGLE_ADS,false,False
EVT200143,cust1203,SESS101003,2025-01-05 00:48:46.840002,cart,nan,2.0, nan ,instagram, FALSE ,False
EVT200144,CUST1269,SESS102086,2025-04-12 06:39:39.876775, checkout ,view_page,14.0, nan ,facebook, False ,FALSE
evt200145,cust1393,SESS103408, 2025-03-30 01:20:09.052221 , search_results ,view_page,8.0,nan,organic_search,nan,False
EVT200146,CUST1421,SESS102185,2024-03-29 17:51:02.810186, cart ,click_product,11.0,nan, facebook , False ,NAN
EVT200147,CUST1037,SESS100793,2024-08-14 20:13:06.830872,home,PURCHASE,,nan,google_ads, false ,FALSE
EVT200148,CUST1497,SESS103656,nan, category , CLICK_PRODUCT ,12.0,nan, organic_search ,False,False
nan,CUST1328,SESS101926,2025-05-12 04:04:15.694416,category,view_page,6.0,nan,google_ads,False,false
EVT200150,CUST1230,SESS102824,2024-04-27 14:30:22.167713, product ,add_to_cart,14.0,shoes, direct ,True,False
nan,CUST1348,SESS101868,2024-05-31 13:16:03.809345, CART ,CLICK_PRODUCT,1.0,nan,email,False,False
EVT200152, CUST1176 ,SESS103607,2025-09-06 22:18:03.307598,home,add_to_cart,5.0,nan, instagram , True ,FALSE
EVT200153,CUST1449, SESS102021 ,2025-03-14 06:30:01.385502,category,view_page,3.0, laptop ,google_ads,false, False 
nan,CUST1327, SESS102244 ,2024-04-16 21:37:09.012779,category, begin_checkout ,10.0,laptop,instagram,False,TRUE
 evt200155 ,CUST1393, SESS101425 ,2025-02-09 00:40:06.094629,search_results,click_product,12.0,nan,organic_search,False,False
EVT200156,CUST1221,SESS104436, 2025-07-25 11:55:34.045510 ,search_results,view_page,4.0,nan,organic_search,false, False 
EVT200157, CUST1466 ,sess102737,2024-09-13 00:24:35.150800,NAN,remove_from_cart,10.0,headphones, nan ,nan,FALSE
EVT200158,CUST1425,SESS104339,2024-08-16 09:49:32.425716,category,begin_checkout,1.0,COFFEE MUG,email,False,False
EVT200159,CUST1265,nan,2025-09-04 20:39:18.708791, product ,add_to_cart,8.0,headphones,organic_search,True, False 
nan,CUST1155,SESS100184,2025-07-23 02:30:16.919704,category,begin_checkout,47.353935293480475,nan,organic_search,False, true 
EVT200161,CUST1082,nan, 2025-08-14 18:29:39.447642 ,home,purchase,2.0,headphones,instagram,False,False
evt200162,CUST1478,SESS104164, 2024-05-07 16:30:46.180787 ,category,VIEW_PAGE,1.0,headphones,organic_search, nan ,False
EVT200163,CUST1177,nan,2024-06-05 16:34:44.249277,product,view_page,7.0,T-SHIRT,direct, False , False 
EVT200164, CUST1458 ,SESS104896,2025-03-08 12:23:53.881741,search_results,VIEW_PAGE,13.0,laptop,organic_search, False , False 
 EVT200165 ,cust1433,nan,NAN,nan,NAN,9.0,LAPTOP,INSTAGRAM, FALSE , False 
 EVT200166 ,CUST1128,SESS102614,nan, product ,click_product,5.0,t-shirt,google_ads,FALSE,false
NAN,CUST1325,SESS102873,2025-07-31 11:03:08.626227,product,ADD_TO_CART,13.0,laptop,facebook, true ,nan
evt200168,CUST1140,SESS104228, 2024-08-14 19:57:06.830872 ,product, purchase ,1.0,coffee mug, facebook ,FALSE,false
 EVT200169 ,CUST1320, SESS102212 ,2024-04-01 23:34:17.780197,category,add_to_cart,8.0,shoes, instagram ,True, False 
EVT200170,CUST1314,nan, 2025-05-21 11:35:10.740422 ,product,view_page,7.0,t-shirt,direct,False,False
EVT200171,CUST1047, nan ,2025-07-25 11:10:34.045510,search_results,nan,7.0,shoes,google_ads,FALSE,nan
EVT200172,CUST1328,SESS101842, 2024-01-19 09:55:35.922752 ,search_results, CLICK_PRODUCT ,14.0,nan,email,False,False
evt200173,CUST1303,SESS102560, 2025-06-21 11:02:27.775490 ,product,nan,9.0, NAN ,direct,False,false
 EVT200174 ,CUST1078,SESS103773, 2024-04-26 03:28:31.480540 ,CATEGORY,click_product,8.0,nan, direct ,FALSE,nan
EVT200175,CUST1337,SESS103416,2024-06-08 13:35:27.800812,category,view_page,3.0,nan,ORGANIC_SEARCH, False ,False
EVT200176, CUST1431 ,SESS101368, 2025-03-05 15:32:09.377462 ,product,add_to_cart,14.0,t-shirt,direct,true,False
EVT200177,CUST1021,sess101315,2024-10-18 16:09:25.217774,home,view_page,9.0,nan,instagram,False,FALSE
EVT200178,cust1041,SESS104224,2024-05-25 20:00:58.941671,nan,view_page,9.0, laptop ,DIRECT,False,False
EVT200179,CUST1485, SESS104710 ,2024-08-24 06:45:23.564386,category,nan,6.0, NAN ,organic_search, False ,False
EVT200180, CUST1135 , SESS101238 ,nan,category,PURCHASE,5.0,nan,GOOGLE_ADS,FALSE,nan
EVT200181,CUST1392,SESS104470,2025-03-06 13:59:25.913490,nan, view_page ,1.0,NAN,email,False,False
EVT200182, CUST1213 ,SESS101840,2025-05-15 02:50:51.119610,home,nan,9.0,coffee mug,facebook,False,False
 evt200183 , CUST1254 ,SESS101130,2024-03-07 05:06:00.060055,home, add_to_cart ,8.0,laptop,google_ads,True,False
 EVT200184 ,CUST1148,SESS103969,2024-06-29 11:49:22.777510, search_results ,add_to_cart,12.0,nan,facebook, true ,nan
EVT200185,CUST1247,SESS103845,2025-02-26 22:27:15.462741,CATEGORY, view_page ,1.0, nan ,email,false,False
EVT200186,CUST1412,SESS104841,2025-09-15 00:02:03.239635,category,begin_checkout,1.0,nan,google_ads, NAN ,True
EVT200187,CUST1152,SESS103927,2024-11-13 16:03:40.966357,category,click_product,11.0,nan,facebook,False,False
EVT200188,CUST1037,sess101946, 2025-10-08 04:38:14.370181 ,product,click_product,5.0,headphones,ORGANIC_SEARCH,False,FALSE
EVT200189, CUST1080 ,SESS104201,nan,search_results, view_page ,5.0,nan, instagram ,False,False
EVT200190,CUST1212,SESS101558,2024-03-12 08:24:38.598846, category ,purchase,47.353935293480475,nan,nan,False,False
 EVT200054 ,CUST1356,SESS103181, 2025-01-05 02:01:46.840002 ,product,begin_checkout,13.0,headphones,direct,nan,False
evt200192,CUST1174,SESS102144,2025-01-25 21:50:36.742261,search_results,view_page,1.0,nan,FACEBOOK,FALSE,FALSE
EVT200193,CUST1160,SESS100000,2025-02-06 10:27:16.550388,CATEGORY, add_to_cart ,3.0,nan,direct, TRUE , FALSE 
EVT200479,CUST1434,SESS100273,2024-05-07 15:58:46.180787, search_results ,purchase,2.0,SHOES,nan, FALSE , False 
EVT200195, CUST1499 ,SESS101695,2024-10-10 05:43:26.344789,home,view_page,9.0,coffee mug,google_ads,false,FALSE
evt200196, CUST1066 ,SESS102144,2025-08-13 13:00:41.317528, category ,VIEW_PAGE,,nan,EMAIL,False, FALSE 
EVT200197,CUST1263, SESS104050 ,2025-08-31 13:39:48.194793,product, view_page ,8.0,headphones,google_ads,False,False
 nan , cust1054 ,SESS104499,2025-02-06 08:53:16.550388, PRODUCT ,add_to_cart,2.0,t-shirt,direct,true,nan
EVT200199, CUST1123 ,SESS104840,2024-04-28 23:50:52.856359, category , purchase ,5.0,nan,instagram,False,FALSE
nan,CUST1062, SESS102499 ,2024-06-28 17:46:56.777295,nan,purchase,10.0,nan,google_ads,False,False
 EVT200201 , CUST1230 ,SESS103781,2025-02-06 17:51:45.498237,product,view_page,2.0,shoes,facebook,FALSE,False
EVT200202,CUST1072, SESS102446 ,NAN,product,click_product,12.0,headphones,facebook,nan, FALSE 
EVT200203,CUST1025,SESS104755,2025-01-11 03:59:44.821793, product ,nan,11.0,nan,nan,TRUE,False
EVT200204, CUST1484 ,SESS102758, 2024-07-11 05:55:51.847809 ,category, add_to_cart ,,nan, ORGANIC_SEARCH ,true,False
EVT200205,CUST1442,SESS103873,2024-02-13 22:50:41.357368, product , click_product ,1.0,nan, EMAIL ,False,False
EVT200206,CUST1127,SESS102802, 2025-01-29 00:22:01.677803 ,product,purchase,5.0,nan,google_ads,False,False
nan,CUST1416,SESS102990,2024-10-27 21:17:39.435235,category, click_product ,1.0,NAN,google_ads,false,FALSE
EVT200208,CUST1478,SESS102081,2024-11-12 14:49:10.981003,product,add_to_cart,13.0,coffee mug,instagram, True , false 
EVT200209,CUST1369,SESS101540,nan,category,view_page,6.0,t-shirt,instagram,false, False 
EVT200210,CUST1097,SESS104733, 2024-03-18 04:09:18.221177 ,product,view_page,5.0, NAN ,nan,nan,False
EVT200211,CUST1255,SESS103800,2024-12-06 12:12:15.861639,category,view_page,12.0, nan , email ,False, False 
nan, CUST1239 ,SESS104797, 2025-05-31 01:21:42.785940 ,category,view_page,4.0, COFFEE MUG ,direct,False,false
EVT200213,CUST1450,SESS104111,2024-11-24 20:44:46.719805,category, click_product ,12.0,nan,email,False,nan
evt200214,CUST1254, SESS103603 ,2025-02-20 17:45:03.976954,search_results, click_product ,12.0,t-shirt,google_ads,false,False
EVT200215,CUST1046,nan,2025-07-02 11:34:44.919838,category,click_product,2.0,t-shirt,instagram, False ,False
EVT200216,CUST1258,SESS101626,2025-08-18 07:31:55.006105,cart,add_to_cart,3.0,nan,organic_search,nan,False
 EVT200217 ,CUST1494, sess100281 ,2025-04-12 21:38:28.481422, CATEGORY ,view_page,12.0, nan ,direct, NAN ,False
evt200218,CUST1110,SESS104957, 2024-09-27 23:40:58.738992 ,product,NAN,9.0, laptop ,facebook, false , FALSE 
EVT200219,cust1180,SESS103194,2025-03-02 20:23:27.934022,nan,click_product,2.0,nan,email, False , False 
EVT200220,CUST1025,SESS103663,2025-09-26 23:27:05.564677,HOME,add_to_cart,47.353935293480475,SHOES,email,TRUE,False
nan,CUST1253,SESS102786,2024-12-30 12:08:06.630972,checkout,view_page,8.0,NAN,email,nan,FALSE
EVT200222,CUST1146,SESS100737,2025-03-31 23:24:53.312689,HOME,purchase,9.0,LAPTOP,instagram,false,False
EVT200223,CUST1004,sess101421, 2024-01-01 10:52:25.682588 , cart ,add_to_cart,14.0, NAN ,instagram,True,False
evt200710, CUST1352 ,SESS104370,2025-03-26 09:37:18.188681, product ,add_to_cart,11.0,headphones,direct, true , False 
 EVT200225 ,CUST1451,SESS102941,2025-03-01 17:03:51.473654,search_results,view_page,5.0,NAN,instagram,False,False
