order_id,customer_id,sku,quantity,unit_price,total_amount,discount_amount,order_status,order_datetime,session_id
,CUST1215,SKU10096,2.0,243.26,,97.3,delivered,2025-04-12 05:56:46.000000,
ORD5094,CUST1215,SKU10186,1.0,160.99,160.99,8.05,delivered,2025-04-12 05:56:46.000000,SESS100172
ORD5095,CUST1215,SKU10130,1.0,507.51,507.51,0.0,delivered,2025-04-12 05:56:46.000000,SESS100172
ORD5096,CUST1215,SKU10162,3.0,259.8,779.4,116.91,processing,2025-04-12 05:56:46.000000,SESS100172
ORD5097,CUST1341,SKU10162,2.0,259.8,519.6,51.96,delivered,2025-05-24 06:53:34.000000,SESS100174
ORD5098,CUST1341,,1.0,160.99,160.99,16.1,delivered,2025-05-24 06:53:34.000000, SESS100174 
ORD5099,CUST1346,SKU10165,3.0,368.67,1106.01,55.3,shipped,2025-10-29 20:05:19.000000, SESS100180 
ORD5100,CUST1037,SKU10143,4.0,138.79,555.16,0.0,delivered,2025-10-02 10:31:38.000000,SESS100184
ORD5101,CUST1037,SKU10160,4.0,274.32,1097.28,0.0,delivered,2025-10-02 10:31:38.000000,sess100184
ORD5102,CUST1037,SKU10182,2.0,195.45,390.9,39.09,shipped,2025-10-02 10:31:38.000000,SESS100184
ORD5103,CUST1037,SKU10126,,187.97,375.94,,delivered,2025-10-02 10:31:38.000000,SESS100184
ORD5104,CUST1250, sku10074 ,1.0,269.52,269.52,40.43,delivered,2025-07-25 14:27:41.000000,SESS100185
ORD5105,CUST1250,SKU10187,2.0,47.61,95.22,9.52,cancelled,2025-07-25 14:27:41.000000,SESS100185
ORD5106,CUST1212,SKU10098,4.0,381.53,1526.12,76.31,shipped,2025-07-18 17:12:51.000000,SESS100193
ORD5107,CUST1212,SKU10049,5.0,127.03,635.15,0.0,delivered,2025-07-18 17:12:51.000000,SESS100193
ORD5108,CUST1212,SKU10007,1.0,327.49,327.49,0.0,delivered,2025-07-18 17:12:51.000000,SESS100193
ORD5109,,SKU10189,4.0,79.97,319.88,0.0,processing,2025-05-20 21:36:22.000000,SESS100200
ORD5110,CUST1141,SKU10177,2.0,69.72,139.44,0.0,delivered,2025-05-20 21:36:22.000000,SESS100200
ORD5111,CUST1141,SKU10001,5.0,216.68,1083.4,216.68, cancelled ,2025-05-20 21:36:22.000000,SESS100200
ORD5112,CUST1141,SKU10146,2.0,373.42,746.84,37.34,cancelled,2025-05-20 21:36:22.000000,SESS100200
ORD5113,CUST1331,,3.0,324.76,974.28,194.86,processing,,SESS100203
ORD5114,CUST1331,SKU10030,3.0,,1094.49,54.72,delivered,2025-03-13 23:13:41.000000,SESS100203
,CUST1331,SKU10143,1.0,138.79,138.79,27.76,delivered,2025-03-13 23:13:41.000000,
ORD5116,CUST1331,SKU10020,2.0,366.84,733.68,110.05,shipped,2025-03-13 23:13:41.000000,
ORD5117,CUST1331,SKU10197,3.0,274.21,822.63,0.0,delivered,2025-03-13 23:13:41.000000,SESS100203
ORD5118,,sku10171,1.0,68.21,68.21,10.23,delivered,2025-02-15 13:07:27.000000,SESS100205
ORD5119,cust1263,SKU10077,3.0,509.6,1528.8,0.0,delivered,,SESS100205
ORD5120,cust1263,SKU10061,1.0,11.55,11.55,0.58,delivered,2025-02-15 13:07:27.000000,SESS100205
ORD5121,cust1263,SKU10132,,219.68,439.36,,processing,,SESS100205
ORD5122,CUST1495,SKU10161,5.0,347.02,,173.51,delivered,2025-06-26 19:45:23.000000,SESS100208
ORD5123,CUST1495,SKU10135,2.0,42.83,85.66,12.85,shipped,2025-06-26 19:45:23.000000,SESS100208
ORD5124,CUST1238,SKU10032,3.0,168.51,505.53,0.0,shipped,2025-06-26 02:27:34.000000,SESS100212
ORD5125,CUST1238,SKU10174,3.0,209.27,627.81,94.17,shipped,2025-06-26 02:27:34.000000,SESS100212
ORD5126,CUST1238,SKU10149,2.0,,255.3,0.0,delivered,2025-06-26 02:27:34.000000,SESS100212
ORD5127,CUST1238,SKU10019,4.0,461.7,1846.8,184.68,delivered,2025-06-26 02:27:34.000000,SESS100212
ORD5128,CUST1238,SKU10055,5.0,86.25,,21.56,delivered,2025-06-26 02:27:34.000000,SESS100212
ORD5129,cust1214,SKU10118,3.0,194.69,584.07,87.61,DELIVERED,2025-03-17 18:52:59.000000,SESS100222
ORD5130,,,3.0,117.12,351.36,,delivered,2025-11-14 11:01:10.000000,SESS100226
ORD5131,CUST1258,SKU10076,1.0,,287.55,28.76,DELIVERED,2025-12-22 01:55:25.000000,SESS100238
ORD5132,CUST1258,SKU10106,1.0,383.13,383.13,0.0,delivered,2025-12-22 01:55:25.000000,SESS100238
ORD5133,CUST1394,SKU10047,3.0,403.03,1209.09,0.0,shipped,2025-05-02 04:29:32.000000,SESS100239
ORD5134,CUST1394,SKU10087,4.0,219.66,878.64,175.73,delivered,2025-05-02 04:29:32.000000,SESS100239
ORD5135,,SKU10172,3.0,135.67,407.01,40.7, delivered ,2025-05-02 04:29:32.000000,SESS100239
ORD5136,,SKU10181,4.0,93.27,373.08,0.0,,,
ORD5137,CUST1394,SKU10058,5.0,270.95,1354.75,0.0,cancelled,2025-05-02 04:29:32.000000,SESS100239
ORD5138,CUST1119,SKU10057,1.0,152.9,,0.0,processing,2025-09-26 15:33:14.000000,SESS100241
ORD5139,CUST1119,,4.0,93.27,373.08,37.31,delivered,2025-09-26 15:33:14.000000,SESS100241
ORD5140,CUST1119,SKU10126,5.0,187.97,939.85,0.0,delivered,2025-09-26 15:33:14.000000,SESS100241
,CUST1119,SKU10076,4.0,,1150.2,230.04,processing,,
ORD5142,CUST1316,SKU10118,2.0,194.69,,0.0,delivered,2025-04-14 12:56:52.000000,SESS100245
ORD5143,CUST1111,SKU10131,5.0,221.35,1106.75,55.34,processing,2025-08-18 01:50:57.000000, sess100247 
ORD5144,CUST1111,SKU10045,4.0,210.29,841.16,0.0,delivered,2025-08-18 01:50:57.000000, sess100247 
ORD5145,CUST1111,SKU10179,3.0,205.59,616.77,123.35,shipped,2025-08-18 01:50:57.000000, sess100247 
ORD5146,CUST1115,SKU10082,1.0,69.48,69.48,0.0,shipped,2025-07-18 13:30:11.000000,SESS100249
ORD5147,CUST1435,SKU10056,2.0,85.54,171.08,8.55,shipped,2025-02-21 07:13:01.000000,SESS100254
ORD5148,CUST1435,SKU10040,,183.9,735.6,36.78,cancelled,2025-02-21 07:13:01.000000,SESS100254
ORD5149,,SKU10196,5.0,24.57,122.85,0.0,shipped,2025-02-21 07:13:01.000000,SESS100254
ORD5150,CUST1435,SKU10173,4.0,121.81,487.24,24.36,cancelled,2025-02-21 07:13:01.000000,SESS100254
ORD5151,CUST1138,SKU10101,2.0,72.51,145.02,0.0,delivered,2025-03-02 17:43:21.000000,
ORD5152,CUST1138,SKU10199,2.0,150.55,301.1,0.0,delivered,2025-03-02 17:43:21.000000,SESS100259
ORD5153,,SKU10037,3.0,33.26,99.78,0.0,cancelled,2025-03-02 17:43:21.000000,SESS100259
ORD5154,CUST1138,SKU10016,1.0,121.25,121.25,0.0,processing,2025-03-02 17:43:21.000000,SESS100259
ORD5155,CUST1122,SKU10053,5.0,267.04,,200.28,cancelled,2025-04-11 11:13:39.000000,SESS100260
ORD5156,CUST1002,SKU10148,2.0,58.07,116.14,5.81,delivered,2025-12-09 19:01:22.000000,SESS100267
ORD5157,CUST1002,SKU10079,5.0,105.96,529.8,0.0,delivered,2025-12-09 19:01:22.000000,SESS100267
ORD5158,CUST1402,SKU10022,3.0,346.49,1039.47,155.92,delivered,2025-07-27 08:53:08.000000,
ORD5159,CUST1402,SKU10036,1.0,163.1,163.1,0.0,delivered,2025-07-27 08:53:08.000000,SESS100273
ORD5160,CUST1469,SKU10036,2.0,163.1,326.2,32.62,cancelled,2025-06-27 08:44:23.000000,SESS100276
ORD5161,CUST1070,SKU10131,3.0,221.35,664.05,132.81,shipped,2025-03-23 08:28:57.000000,SESS100280
ORD5162,CUST1070,SKU10084,1.0,310.58,310.58,0.0,,2025-03-23 08:28:57.000000,SESS100280
ORD5163,CUST1070,SKU10029,5.0,456.3,2281.5,228.15,delivered,2025-03-23 08:28:57.000000,SESS100280
ORD5164,CUST1070,SKU10038,2.0,239.32,478.64,23.93,,2025-03-23 08:28:57.000000,SESS100280
ORD5165,CUST1070,SKU10063,2.0,39.81,79.62,11.94,shipped,2025-03-23 08:28:57.000000,SESS100280
ORD5166,CUST1209,SKU10134,1.0,117.12,117.12,11.71,processing,2025-05-03 01:24:14.000000,SESS100290
ORD5167,CUST1209,SKU10081,5.0,313.85,,235.39,delivered,2025-05-03 01:24:14.000000,SESS100290
ORD5168,CUST1209,SKU10150,3.0,283.12,,42.47,delivered,2025-05-03 01:24:14.000000,SESS100290
ORD5169,CUST1490,SKU10044,5.0,126.15,,63.08,delivered,2025-06-29 02:59:05.000000,SESS100311
ORD5170,CUST1490,SKU10183,4.0,42.69,170.76,0.0,shipped,2025-06-29 02:59:05.000000,SESS100311
ORD5171,CUST1490,SKU10064,2.0,160.06,320.12,0.0,delivered,2025-06-29 02:59:05.000000,SESS100311
ORD5172, CUST1382 ,SKU10188,1.0,337.38,337.38,67.48,delivered,2025-11-22 08:43:23.000000,SESS100315
ORD5173,CUST1382,SKU10148,3.0,58.07,,0.0,delivered,2025-11-22 08:43:23.000000,SESS100315
ORD5174,CUST1382,SKU10199,4.0,107.54,430.16,0.0,delivered,2025-11-22 08:43:23.000000,SESS100315
ORD5175,CUST1382,SKU10012,,75.09,150.18,0.0,delivered,2025-11-22 08:43:23.000000,SESS100315
ORD5176,CUST1382,SKU10141,3.0,104.19,312.57,62.51,,2025-11-22 08:43:23.000000,SESS100315
ORD5177,CUST1045,SKU10087,4.0,219.66,878.64,43.93,delivered,2025-04-17 04:28:35.000000,SESS100324
ORD5178,CUST1045,SKU10074,,269.52,1347.6,134.76,processing,2025-04-17 04:28:35.000000,SESS100324
ORD5179,CUST1045,SKU10163,3.0,59.8,179.4,0.0,delivered,2025-04-17 04:28:35.000000,SESS100324
ORD5180,CUST1045,SKU10073,5.0,269.39,1346.95,269.39,DELIVERED,2025-04-17 04:28:35.000000,SESS100324
ORD5181,CUST1279,SKU10050,,293.46,293.46,44.02,delivered,2025-08-19 13:40:25.000000,SESS100327
,CUST1279,SKU10054,4.0,234.12,936.48,46.82,cancelled,2025-08-19 13:40:25.000000,
ORD5183,CUST1279,,2.0,150.47,300.94,45.14,delivered,2025-08-19 13:40:25.000000,SESS100327
ORD5184,CUST1279,SKU10198,4.0,488.73,1954.92,0.0,shipped,2025-08-19 13:40:25.000000,
ORD5185,CUST1279,SKU10100,3.0,329.83,989.49,0.0,delivered,2025-08-19 13:40:25.000000,SESS100327
ORD5186, CUST1464 ,,2.0,133.61,267.22,0.0,DELIVERED,2026-01-12 06:35:52.000000,SESS100340
ORD5187, CUST1464 ,SKU10109,2.0,314.75,629.5,0.0,delivered,2026-01-12 06:35:52.000000,
ORD5188, CUST1464 ,SKU10198,3.0,197.7,593.1,0.0,delivered,2026-01-12 06:35:52.000000,SESS100340
ORD5189, CUST1464 ,SKU10118,5.0,,973.45,0.0,delivered,2026-01-12 06:35:52.000000,SESS100340
ORD5190,CUST1263,SKU10024,2.0,246.6,493.2,0.0,processing,2025-07-01 12:42:41.000000,SESS100341
ORD5191,CUST1263,SKU10027,2.0,479.34,958.68,191.74,delivered,2025-07-01 12:42:41.000000,SESS100341
ORD5192,CUST1263,SKU10100,3.0,329.83,989.49,98.95,delivered,2025-07-01 12:42:41.000000,SESS100341
ORD5193,CUST1173,SKU10011,4.0,324.16,1296.64,64.83,delivered,,SESS100351
ORD5194,CUST1173,SKU10022,4.0,346.49,1385.96,138.6,shipped,2025-09-01 21:34:26.000000,SESS100351
ORD5195,CUST1173,SKU10131,5.0,221.35,1106.75,110.68,delivered,2025-09-01 21:34:26.000000,SESS100351
ORD5196,CUST1402,SKU10120,1.0,37.91,37.91,7.58,DELIVERED,2025-08-18 09:54:19.000000,SESS100352
ORD5197,,SKU10169,4.0,67.28,269.12,13.46,delivered,2025-08-18 09:54:19.000000,SESS100352
ORD5198,CUST1042,SKU10097,3.0,133.61,400.83,20.04,delivered,2025-06-14 15:56:12.000000,SESS100355
ORD5199, cust1042 ,SKU10172,1.0,135.67,135.67,27.13,,2025-06-14 15:56:12.000000,SESS100355
ord5200,CUST1042,SKU10104,1.0,24.71,24.71,0.0,delivered,2025-06-14 15:56:12.000000,
ORD5201,CUST1042,SKU10160,2.0,274.32,548.64,54.86,delivered,2025-06-14 15:56:12.000000,SESS100355
ORD5202,CUST1342,SKU10045,1.0,210.29,210.29,42.06,delivered,2025-12-08 18:03:57.000000,SESS100358
ORD5203, CUST1342 ,SKU10116,1.0,247.1,247.1,0.0,delivered,2025-12-08 18:03:57.000000,SESS100358
ORD5204,CUST1342,SKU10169,1.0,67.28,67.28,0.0,delivered,2025-12-08 18:03:57.000000, SESS100358 
ORD5205,CUST1342,SKU10009,2.0,461.22,922.44,92.24,delivered,2025-12-08 18:03:57.000000,SESS100358
ORD5206,CUST1369,SKU10160,2.0,274.32,548.64,,,2025-12-02 13:51:03.000000,SESS100367
ORD5207,CUST1215,SKU10007,5.0,327.49,1637.45,327.49,delivered,2025-03-23 04:43:34.000000,SESS100368
ORD5208,CUST1041,SKU10069,1.0,406.56,406.56,40.66,delivered,2025-10-21 04:24:12.000000,SESS100405
ORD5209,CUST1041,SKU10134,2.0,117.12,234.24,0.0,cancelled,,SESS100405
ORD5210,CUST1041,SKU10064,5.0,160.06,800.3,80.03,delivered,2025-10-21 04:24:12.000000,SESS100405
,CUST1041,SKU10118,1.0,194.69,194.69,,delivered,2025-10-21 04:24:12.000000,
ORD5212,CUST1041,SKU10117,4.0,186.06,744.24,111.64,processing,2025-10-21 04:24:12.000000,SESS100405
ORD5213,CUST1468,SKU10080,2.0,63.19,126.38,0.0,delivered,2025-07-17 03:43:36.000000,SESS100411
,CUST1468,SKU10049,3.0,127.03,381.09,38.11,,2025-07-17 03:43:36.000000,
ORD5215,CUST1468,SKU10002,2.0,170.48,340.96,51.14,delivered,2025-07-17 03:43:36.000000,SESS100411
ORD5216,CUST1086,SKU10013,2.0,175.39,350.78,0.0,returned,2025-11-30 01:38:49.000000,SESS100425
ORD5217,CUST1086,SKU10013,5.0,175.39,876.95,43.85,processing,,SESS100425
ORD5218,CUST1086,SKU10013,4.0,175.39,701.56,0.0,delivered,2025-11-30 01:38:49.000000,SESS100425
ORD5219,CUST1086,SKU10055,1.0,86.25,,4.31,returned,2025-11-30 01:38:49.000000, sess100425 
ORD5220,CUST1086,SKU10194,1.0,546.65,546.65,54.66,cancelled,2025-11-30 01:38:49.000000,SESS100425
ORD5221,CUST1285,SKU10134,5.0,117.12,585.6,58.56, delivered ,2025-12-06 15:15:20.000000,SESS100434
ORD5222,CUST1285,SKU10052,4.0,141.86,567.44,113.49,shipped,2025-12-06 15:15:20.000000,SESS100434
ORD5223,CUST1285,SKU10026,4.0,354.92,1419.68,70.98,delivered,2025-12-06 15:15:20.000000,SESS100434
ORD5224,CUST1285,SKU10154,5.0,282.19,1410.95,70.55,processing,2025-12-06 15:15:20.000000,SESS100434
ORD5225,CUST1425,SKU10010,3.0,368.87,1106.61,221.32,delivered,2025-12-20 04:27:46.000000,SESS100439
ORD5226,CUST1425,SKU10014,2.0,286.68,573.36,86.0,shipped,2025-12-20 04:27:46.000000,
ORD5227,CUST1425,SKU10003,1.0,82.31,82.31,0.0, delivered ,2025-12-20 04:27:46.000000,SESS100439
ORD5228,CUST1284,SKU10132,4.0,219.68,,0.0,delivered,2025-10-07 00:16:22.000000,SESS100448
ORD5229,CUST1284,SKU10165,5.0,368.67,1843.35,92.17,delivered,2025-10-07 00:16:22.000000,SESS100448
ORD5230,CUST1284,SKU10013,4.0,175.39,701.56,0.0,delivered,2025-10-07 00:16:22.000000,SESS100448
ORD5231,CUST1284,SKU10014,3.0,286.68,860.04,0.0,shipped,2025-10-07 00:16:22.000000,SESS100448
ORD5232,CUST1284,SKU10180,2.0,75.86,151.72,7.59,delivered,2025-10-07 00:16:22.000000,SESS100448
ORD5233,CUST1131,SKU10169,2.0,67.28,134.56,26.91,delivered,2025-07-22 09:33:12.000000,SESS100449
ORD5234,CUST1131,,5.0,286.68,1433.4,71.67,delivered,2025-07-22 09:33:12.000000,SESS100449
ORD5235,  cust1398  ,SKU10035,1.0,439.47,439.47,87.89,delivered,,SESS100458
ORD5236,CUST1304,SKU10071,2.0,145.22,290.44,0.0,,2025-11-27 02:59:06.000000,SESS100459
ORD5237,CUST1304,SKU10044,5.0,126.15,630.75,126.15,delivered,2025-11-27 02:59:06.000000,SESS100459
ORD5238,CUST1304,SKU10135,4.0,42.83,171.32,0.0,delivered,2025-11-27 02:59:06.000000,
,CUST1304,SKU10068,3.0,49.65,148.95,0.0,delivered,2025-11-27 02:59:06.000000,
ORD5240,CUST1304,SKU10171,1.0,68.21,68.21,10.23,shipped,2025-11-27 02:59:06.000000,SESS100459
ORD5241,CUST1015,SKU10172,2.0,135.67,271.34,13.57,shipped,2025-12-21 07:45:24.000000,SESS100464
