customer_id,name,location,device_type,account_creation_date,avg_session_time_min,wishlist_items_count
nan,Customer 49,"New York, USA",desktop, 2023-05-16 03:05:11.643863 ,8.1,1.0
 CUST1050 , customer 50 ,"TORONTO, CANADA",DESKTOP,2024-12-09 18:23:33.754205,13.3,2.0
CUST1051,Customer 51,"new york, usa",MOBILE, 2024-07-20 14:55:48.910971 ,1.7,1.0
cust1052,CUSTOMER 52,"london, uk",mobile,2024-11-17 18:34:09.950888,22.0,2.0
CUST1053,Customer 53," São Paulo, Brazil ",desktop,2024-10-16 02:51:03.729250,,1.0
 CUST1131 ,nan,"TORONTO, CANADA",desktop, 2023-06-12 08:39:33.936835 ,20.6,3.0
CUST1055,Customer 55, nan ,desktop, 2024-11-04 21:21:41.685284 ,10.1,
CUST1056,customer 56,"Tokyo, Japan",desktop,2023-03-06 16:30:44.841596,8.2,6.0
CUST1057,CUSTOMER 57,"São Paulo, Brazil",desktop,2023-05-24 06:19:24.017813,18.4,5.0
 CUST1058 ,Customer 58,"MUMBAI, INDIA",mobile,2023-02-03 01:28:03.203927,14.4,6.0
CUST1059,Customer 59,"SYDNEY, AUSTRALIA",mobile, 2023-08-26 19:35:43.162478 ,,1.0
 nan , Customer 60 ,"New York, USA",TABLET,2023-10-12 02:57:15.733124,3.0,2.0
CUST1061,Customer 61,NAN,desktop,2023-07-18 08:32:50.688388,2.5,4.0
nan, Customer 62 ,nan, MOBILE ,2024-08-28 19:22:15.098021,18.3,2.0
CUST1183,Customer 183," Sydney, Australia ",mobile,2024-10-03 08:02:29.816577,10.2,2.0
cust1064,Customer 64,"MUMBAI, INDIA",desktop,2023-07-25 08:42:54.136639,11.8,4.0
CUST1065, nan ,"LONDON, UK",mobile,2024-02-01 17:03:36.298542,8.8,4.0
CUST1066,Customer 66,nan,mobile,2023-04-14 00:22:28.570646,2.5,1.0
CUST1067, Customer 67 ,"São Paulo, Brazil", mobile ,2024-08-09 09:44:37.789256,1.8,4.0
CUST1068,CUSTOMER 68," Berlin, Germany ",MOBILE, 2023-02-24 11:54:59.373785 ,5.9,3.0
CUST1069,Customer 69,"Berlin, Germany",MOBILE,2024-12-22 09:56:39.896590,6.3,
CUST1070,nan," BERLIN, GERMANY ",DESKTOP,2024-07-18 12:15:44.037146,6.3,2.0
CUST1071, Customer 71 ,"Toronto, Canada",mobile,2023-05-26 06:16:04.500608,6.4,1.0
CUST1046,nan,"London, UK",desktop,2023-08-16 20:39:32.828085,9.9,
CUST1073,Customer 73,nan,mobile, 2024-08-19 02:27:19.082922 ,16.9,2.0
cust1074, Customer 74 , nan ,mobile,2024-05-31 17:06:18.865665,10.0,3.0
CUST1075,Customer 75," Berlin, Germany ", desktop ,2024-06-16 21:42:06.322000,7.9,4.0
CUST1076,nan,"Mumbai, India",mobile,2024-07-17 19:10:01.064130,8.1,4.0
CUST1077,customer 77,"New York, USA",MOBILE,2023-02-24 03:02:21.732082,14.0,0.0
CUST1078,Customer 78,"Mumbai, India",DESKTOP,2023-09-20 00:55:21.869691,7.8,3.0
CUST1079,Customer 79,"New York, USA",MOBILE, 2023-03-26 16:48:24.409112 ,15.8,0.0
 CUST1080 ,Customer 80,"London, UK",MOBILE,nan,10.8,3.0
CUST1081, nan ,"Berlin, Germany", mobile ,2024-03-31 15:08:32.413426,30.4,1.0
cust1082,CUSTOMER 82,"berlin, germany",mobile, 2023-08-30 21:16:29.812854 ,7.5,4.0
CUST1083,Customer 83,"Sydney, Australia",mobile,2023-02-16 11:04:03.710705,17.7,5.0
CUST1084,Customer 84,"Mumbai, India",mobile,2023-08-16 07:52:25.867846,3.3,1.0
CUST1085,Customer 85,"New York, USA",mobile,2023-08-26 17:00:58.325894,4.9,3.0
CUST1086,nan,"New York, USA",desktop,2024-06-17 08:12:38.853947,,3.0
CUST1087, CUSTOMER 87 ,"Tokyo, Japan", mobile ,2024-04-11 01:18:29.798841,15.3,3.0
CUST1088,Customer 88,"Tokyo, Japan",MOBILE,2024-10-10 13:15:37.280733,12.0,2.0
CUST1089, Customer 89 ,"TORONTO, CANADA",desktop, 2023-12-12 04:32:19.129349 ,35.5,3.0
CUST1090,Customer 90," Sydney, Australia ",mobile,2023-03-29 10:09:41.222670,8.0,3.0
CUST1091,Customer 91,"São Paulo, Brazil",desktop,2024-06-05 09:09:59.569345,17.7,4.0
CUST1092, Customer 92 ," Tokyo, Japan ",mobile,2024-07-10 03:12:46.414566,18.6,3.0
CUST1093,Customer 93,"São Paulo, Brazil", nan ,2024-02-15 07:02:49.754973,23.9,1.0
CUST1094,Customer 94,nan,mobile,2024-07-17 13:50:53.538442,2.9,
nan, customer 95 ,"TORONTO, CANADA",MOBILE,2023-12-27 23:08:59.793421,7.9,4.0
 CUST1096 ,Customer 96,"Toronto, Canada",mobile, nan ,10.6,1.0
 CUST1097 ,Customer 97,"Mumbai, India",tablet,nan,,4.0
CUST1222, Customer 222 ,"New York, USA",desktop,2023-03-10 11:25:48.456394,5.8,4.0
CUST1099, customer 99 ,"London, UK",mobile,2023-03-20 20:50:49.902614,18.6,1.0
 CUST1129 , customer 129 ," toronto, canada ",mobile,2024-01-09 08:33:02.435115,11.5,2.0
CUST1101,customer 101,"Toronto, Canada", desktop ,2024-04-10 05:11:03.318762,6.6,6.0
CUST1102,Customer 102," Sydney, Australia ",mobile,2023-08-18 19:03:40.795211,20.7,1.0
 CUST1103 ,customer 103,"New York, USA",desktop,2024-01-07 18:21:51.140857,7.3,7.0
CUST1104,Customer 104,nan,mobile,2024-10-25 10:20:46.386814,,
 cust1105 , nan ,"Sydney, Australia",mobile,2023-07-02 05:34:58.325476,23.4,3.0
CUST1106,CUSTOMER 106,"Berlin, Germany",mobile,2023-10-27 23:45:28.806253,4.0,3.0
CUST1107, customer 107 ,"Mumbai, India",mobile,2024-07-06 07:23:21.028557,4.9,
CUST1108, Customer 108 ,"mumbai, india",mobile,2023-06-17 06:02:06.055386,2.4,
CUST1109,Customer 109,"London, UK",mobile, 2023-02-26 06:32:07.936931 ,24.1,3.0
CUST1110,Customer 110,"NEW YORK, USA",desktop,2023-07-31 19:23:58.163709,16.7,1.0
nan,Customer 49,"New York, USA",desktop, 2023-05-16 03:05:11.643863 ,8.1,1.0
cust1112,Customer 112,"Tokyo, Japan",mobile,nan,6.4,2.0
 cust1113 ,Customer 113," São Paulo, Brazil ", mobile ,2024-08-13 17:39:50.180681,2.2,
CUST1114, Customer 114 , nan ,mobile,2024-04-08 00:26:07.815188,1.6,6.0
CUST1115,Customer 115,"São Paulo, Brazil",mobile,2024-09-29 00:54:16.539312,20.8,3.0
cust1116,customer 116,"São Paulo, Brazil",mobile,2024-08-10 11:37:22.501625,12.5,3.0
CUST1117,Customer 117,"Berlin, Germany",mobile,2023-05-17 09:11:06.407148,14.3,2.0
nan,Customer 118,"Berlin, Germany",desktop,2024-10-14 11:03:18.250229,,1.0
CUST1119,Customer 119,"Mumbai, India",desktop,2024-01-30 06:13:13.051805,4.4,0.0
CUST1120,Customer 120,"Toronto, Canada",mobile, 2024-08-13 05:43:48.295914 ,6.6,2.0
CUST1121, Customer 121 ,"LONDON, UK",mobile,2024-10-17 01:01:32.757088,,6.0
CUST1122, Customer 122 ,"London, UK", desktop ,2023-08-21 11:03:10.673663,3.0,6.0
CUST1123,Customer 123,"São Paulo, Brazil", mobile ,2023-03-22 10:45:03.470089,15.8,3.0
nan,customer 124,"MUMBAI, INDIA",mobile, 2023-06-16 14:53:40.169889 ,1.8,3.0
CUST1125, Customer 125 ," TOKYO, JAPAN ",MOBILE, 2023-11-09 05:10:44.557173 ,3.5,2.0
nan,Customer 126,nan,desktop,2024-08-20 23:15:03.792039,7.0,5.0
cust1127,Customer 127,"TORONTO, CANADA",desktop,2024-09-21 04:39:26.469537,9.0,3.0
 CUST1128 ,customer 128,nan,mobile,2023-01-06 01:58:05.440941,2.3,2.0
 CUST1129 , customer 129 ," toronto, canada ",mobile,2024-01-09 08:33:02.435115,11.5,2.0
 CUST1130 ,Customer 130,"Toronto, Canada",MOBILE,2023-11-02 03:03:31.101272,9.9,2.0
 CUST1131 ,nan,"TORONTO, CANADA",desktop, 2023-06-12 08:39:33.936835 ,20.6,3.0
CUST1132,Customer 132,"Mumbai, India",mobile,2023-03-29 14:55:04.816208,9.1,
 CUST1480 ,Customer 480,"London, UK",desktop,2024-04-05 02:10:10.946802,2.9,3.0
 CUST1134 ,Customer 134,"London, UK",desktop,2024-11-20 06:24:28.243588,4.6,19.594182152941713
CUST1135, Customer 135 ,"London, UK",mobile,nan,4.7,6.0
CUST1136,Customer 136,"São Paulo, Brazil",desktop,2024-01-15 05:39:45.604316,,2.0
CUST1137, Customer 137 ," Toronto, Canada ",mobile,nan,4.6,5.0
CUST1138,Customer 138," Sydney, Australia ",mobile,2023-09-23 19:31:03.878912,6.6,2.0
CUST1139, customer 139 ,"NEW YORK, USA",mobile,2024-12-11 08:56:41.493324,19.3,3.0
cust1140,Customer 140,"Mumbai, India",nan, 2024-12-04 13:10:31.232872 ,4.0,6.0
cust1141,customer 141," New York, USA ",desktop, 2023-07-04 01:16:06.952657 ,31.3,6.0
CUST1142,customer 142,"Tokyo, Japan",DESKTOP,2023-12-30 11:43:40.034554,13.1,5.0
CUST1143, NAN ,"São Paulo, Brazil",MOBILE,NAN,11.3,4.0
CUST1144, Customer 144 ,"sydney, australia",desktop, 2023-07-28 05:14:29.880090 ,8.6,
CUST1145, Customer 145 ,"Mumbai, India",MOBILE,2023-01-27 23:08:40.575797,7.4,1.0
CUST1146,customer 146," São Paulo, Brazil ",mobile,2024-03-21 14:11:48.031236,5.2,4.0
 CUST1147 ,CUSTOMER 147,"Toronto, Canada",desktop,2024-01-03 11:00:02.820698,2.2,3.0
 CUST1148 ,CUSTOMER 148,nan, mobile ,2023-02-07 15:08:35.562947,4.1,4.0
 CUST1149 ,Customer 149,"New York, USA",mobile,nan,24.0,
nan,Customer 150,"Berlin, Germany", mobile ,2024-10-25 22:37:00.132236,12.6,2.0
CUST1151,Customer 151,"Berlin, Germany",mobile,2023-06-25 02:52:25.715501,23.9,4.0
 cust1152 ,Customer 152,"Sydney, Australia",mobile,2023-04-16 22:02:08.289486,5.1,19.594182152941713
CUST1092, Customer 92 ," Tokyo, Japan ",mobile,2024-07-10 03:12:46.414566,18.6,3.0
CUST1154, Customer 154 ,"Tokyo, Japan",mobile,2024-12-21 12:15:05.640899,8.6,2.0
CUST1155, Customer 155 ,"New York, USA",desktop,2023-06-26 22:37:03.660232,4.3,4.0
CUST1156,Customer 156," Toronto, Canada ",desktop,2024-05-06 07:56:45.757279,9.9,2.0
CUST1157,Customer 157,"NEW YORK, USA",mobile,2024-07-10 17:51:16.312777,1.8,3.0
cust1158, Customer 158 , nan ,mobile,2023-06-23 17:06:47.058490,1.0,5.0
CUST1159,Customer 159," SYDNEY, AUSTRALIA ", mobile ,2024-06-16 07:49:39.432167,11.0,
CUST1160,CUSTOMER 160,"Tokyo, Japan",mobile,2023-09-26 20:23:14.209536,,2.0
CUST1161,Customer 161," Berlin, Germany ",mobile,2024-04-07 05:10:24.570961,11.3,2.0
 CUST1162 ,customer 162,"TORONTO, CANADA", DESKTOP ,2024-04-08 02:38:42.884121,12.5,2.0
CUST1163, Customer 163 ,"Mumbai, India",mobile,2024-01-27 15:37:51.806667,8.8,4.0
CUST1164,customer 164,"BERLIN, GERMANY",MOBILE,2023-03-08 00:02:37.413004,9.5,2.0
CUST1165,customer 165,nan, mobile , 2024-09-02 14:32:49.137423 ,2.1,2.0
 CUST1166 , Customer 166 ,"Berlin, Germany",mobile,2023-08-23 11:45:55.655511,4.4,3.0
CUST1167,CUSTOMER 167," Mumbai, India ",desktop,2023-05-17 08:16:50.687238,19.1,2.0
CUST1168,Customer 168,"London, UK",desktop,2023-01-30 19:21:32.700372,6.5,2.0
CUST1146,customer 146," São Paulo, Brazil ",mobile,2024-03-21 14:11:48.031236,5.2,4.0
CUST1170,Customer 170,"tokyo, japan", desktop ,2024-05-10 07:11:20.990980,9.3,5.0
CUST1171,Customer 171,"London, UK",mobile, 2023-01-13 03:01:00.734557 ,9.6,4.0
CUST1172,Customer 172," London, UK ", desktop ,2024-01-10 08:09:38.213289,6.5,4.0
 CUST1173 ,Customer 173,"São Paulo, Brazil",desktop, 2023-06-15 13:38:30.768261 ,13.8,4.0
CUST1174,Customer 174,"New York, USA",mobile,nan,16.2,4.0
CUST1175,Customer 175,"São Paulo, Brazil",mobile,2023-05-08 11:05:04.669669,4.2,4.0
CUST1176,Customer 176,"são paulo, brazil",mobile,2024-05-20 01:48:42.038171,2.4,0.0
CUST1177,customer 177,nan,mobile,2023-10-10 16:53:05.695788,1.2,1.0
CUST1178,Customer 178," São Paulo, Brazil ",desktop,2024-11-15 17:59:27.320630,12.1,4.0
CUST1179,CUSTOMER 179,"London, UK",mobile,2023-04-11 12:40:02.798750,11.1,1.0
CUST1180,nan,"MUMBAI, INDIA", mobile ,nan,37.0,4.0
nan,CUSTOMER 181,"Tokyo, Japan",desktop,nan,8.9,
CUST1182,customer 182," Tokyo, Japan ",tablet,2024-11-06 22:49:29.420685,7.7,2.0
CUST1183,Customer 183," Sydney, Australia ",mobile,2024-10-03 08:02:29.816577,10.2,2.0
CUST1184,Customer 184,"Tokyo, Japan",mobile,2023-07-08 13:19:40.499885,10.6,1.0
CUST1185,Customer 185,"sydney, australia",mobile, 2024-04-27 10:45:36.373045 ,7.3,4.0
CUST1186,customer 186,"Tokyo, Japan",MOBILE,2024-08-20 09:20:46.609189,4.3,7.0
nan,CUSTOMER 187,"New York, USA", desktop ,nan,8.5,3.0
CUST1188, nan ,"London, UK",nan,2024-01-23 04:11:23.088040,8.3,
CUST1189,customer 189,"Tokyo, Japan",mobile,2023-06-26 19:03:23.729607,8.2,5.0
 CUST1190 ,customer 190," London, UK ",mobile,2023-03-10 01:23:41.850192,14.8,3.0
 CUST1191 , Customer 191 ,"London, UK",MOBILE, 2024-10-17 20:45:11.727119 ,8.4,2.0
CUST1192,Customer 192," Berlin, Germany ",desktop,2024-10-20 04:56:03.821544,2.4,3.0
 CUST1193 ,Customer 193,"Tokyo, Japan",desktop,2024-04-07 19:07:55.079048,5.0,2.0
 CUST1194 ,nan,"toronto, canada",nan,2023-09-05 19:56:19.154970,7.2,2.0
CUST1195,Customer 195,"berlin, germany",nan,nan,8.7,4.0
CUST1196,Customer 196,"Toronto, Canada",mobile, 2024-06-14 16:09:59.148358 ,12.2,1.0
CUST1197,Customer 197," London, UK ",desktop,2024-10-17 18:54:08.642189,8.8,5.0
CUST1198,customer 198,"London, UK",desktop,2024-10-10 11:02:39.218306,1.0,2.0
CUST1199,Customer 199,"Berlin, Germany",NAN,2024-07-24 02:08:11.675494,2.7,3.0
CUST1200,Customer 200,"BERLIN, GERMANY",desktop,2024-04-14 07:48:11.520471,,6.0
CUST1201,Customer 201,"Toronto, Canada",desktop,2023-03-03 12:09:05.565143,7.0,3.0
CUST1202,Customer 202,"SYDNEY, AUSTRALIA",mobile,2023-04-29 03:36:50.976273,9.3,3.0
CUST1203,NAN,"Toronto, Canada",nan,2024-10-18 20:14:04.860669,6.3,7.0
CUST1204,Customer 204,"Berlin, Germany",mobile,2024-03-19 07:11:29.121604,5.0,3.0
CUST1205, Customer 205 ,nan,mobile,2023-01-07 17:21:11.064824,78.09479425628119,1.0
CUST1206, Customer 206 ,"Berlin, Germany",MOBILE,2023-03-16 04:13:00.292950,9.4,0.0
 CUST1207 ,Customer 207,"Mumbai, India",mobile,2024-04-30 00:28:30.134034,8.4,3.0
CUST1208,Customer 208,nan,mobile,2023-01-04 16:48:01.537193,16.1,1.0
cust1209, customer 209 ,"Berlin, Germany",desktop,2023-04-28 13:12:59.234647,2.0,2.0
CUST1210,Customer 210," NEW YORK, USA ",MOBILE,2024-02-06 02:59:08.162331,2.3,1.0
CUST1211,Customer 211,"Sydney, Australia",desktop,2024-05-20 18:36:33.653954,7.0,3.0
cust1212,NAN,"Toronto, Canada",mobile,2024-04-21 14:00:30.012169,12.3,1.0
CUST1213,customer 213,nan,mobile, 2023-06-13 22:34:50.754634 ,14.3,2.0
CUST1214,customer 214,"Toronto, Canada",MOBILE,2024-06-04 14:28:20.133556,,4.0
CUST1215,Customer 215,"New York, USA",mobile,2023-06-23 10:17:52.767758,0.3,3.0
CUST1216,Customer 216," mumbai, india ",desktop,2023-08-26 20:48:44.296222,5.3,4.0
CUST1217,Customer 217,"Toronto, Canada",mobile,2024-06-29 16:26:42.761006,11.1,2.0
 CUST1218 , CUSTOMER 218 ,"BERLIN, GERMANY",mobile,2024-04-19 21:09:34.491184,78.09479425628119,2.0
 nan ,Customer 219,nan,nan,2024-09-12 18:46:31.849355,12.7,3.0
 CUST1220 ,nan,"New York, USA", DESKTOP ,2024-04-25 17:09:38.097062,18.7,
 CUST1221 ,Customer 221," Toronto, Canada ",desktop,2024-02-20 10:24:22.092903,,2.0
CUST1222, Customer 222 ,"New York, USA",desktop,2023-03-10 11:25:48.456394,5.8,4.0
CUST1223,customer 223,"São Paulo, Brazil",mobile,2023-09-26 19:12:21.775949,3.8,6.0
CUST1224,Customer 224,"New York, USA",MOBILE,2023-07-13 20:42:37.218989,2.2,4.0
CUST1225,Customer 225,"mumbai, india",mobile,2023-06-28 08:33:15.492393,1.7,1.0
CUST1226, CUSTOMER 226 ,"São Paulo, Brazil",mobile,2024-12-12 06:29:49.821277,,
 CUST1227 ,Customer 227,"TOKYO, JAPAN",mobile, 2023-10-15 08:30:23.333593 ,17.0,4.0
CUST1228,Customer 228,"MUMBAI, INDIA",mobile,2024-10-14 02:03:53.150498,13.5,1.0
CUST1229,Customer 229,"LONDON, UK",mobile,2024-04-06 08:41:45.796185,5.6,5.0
 CUST1230 , Customer 230 ," São Paulo, Brazil ",mobile,NAN,31.5,2.0
 CUST1231 ,CUSTOMER 231,"Tokyo, Japan",desktop,2024-01-03 10:15:54.581175,5.0,
CUST1232, Customer 232 ,"BERLIN, GERMANY",MOBILE,nan,19.9,4.0
CUST1233,nan,"New York, USA",MOBILE,2023-12-27 00:43:49.513289,78.09479425628119,3.0
cust1234,Customer 234,"Toronto, Canada",desktop, 2023-05-23 17:20:34.720544 ,11.7,3.0
cust1235,Customer 235,nan,mobile,2024-06-12 02:41:59.676532,4.7,6.0
 CUST1236 ,Customer 236,"New York, USA",desktop, nan ,6.2,
 CUST1237 ,Customer 237,"Tokyo, Japan",mobile,2023-01-18 18:35:57.534264,9.6,9.0
nan,Customer 238,nan,mobile,2024-04-16 20:09:57.453823,2.3,3.0
CUST1239, Customer 239 ,"London, UK", desktop ,2023-05-10 11:13:47.134262,3.5,2.0
CUST1240, Customer 240 ," berlin, germany ",desktop,2024-11-18 11:24:19.453995,3.2,3.0
cust1241,Customer 241," Sydney, Australia ",desktop,nan,12.3,2.0
 CUST1242 ,Customer 242,"São Paulo, Brazil",mobile, 2024-10-30 18:22:51.103299 ,18.6,5.0
CUST1243, Customer 243 ," São Paulo, Brazil ",mobile,2023-09-28 14:03:51.254214,13.9,4.0
CUST1244,customer 244,"São Paulo, Brazil",mobile,2023-01-12 07:10:15.169377,16.6,3.0
CUST1245,Customer 245,"Tokyo, Japan",mobile,2024-11-09 14:25:15.103341,4.3,5.0
CUST1246,Customer 246,"Mumbai, India",desktop,2023-11-10 00:03:45.713084,6.4,3.0
cust1247,CUSTOMER 247,NAN,MOBILE,2024-12-07 14:59:31.723088,6.8,1.0
 CUST1248 ,Customer 248," Toronto, Canada ",tablet, 2024-12-05 09:44:55.960994 ,11.6,3.0
CUST1249,Customer 249,"Sydney, Australia",mobile,2024-09-15 13:11:52.392190,4.8,7.0
CUST1250,nan,"são paulo, brazil",MOBILE,2023-08-04 05:48:40.904888,15.9,
CUST1251, CUSTOMER 251 ,"MUMBAI, INDIA",mobile,2023-10-09 12:09:16.382132,,2.0
CUST1252,customer 252,"Tokyo, Japan",nan,2024-09-14 04:20:30.354330,12.1,5.0
 CUST1253 ,Customer 253,"Toronto, Canada",desktop, 2023-08-20 16:04:46.770462 ,6.2,2.0
 CUST1254 ,Customer 254,"BERLIN, GERMANY",desktop,2023-05-04 21:34:50.692299,4.0,4.0
CUST1255,Customer 255,"Toronto, Canada", desktop ,2024-02-12 00:31:16.854850,3.2,1.0
 CUST1256 ,Customer 256,"Mumbai, India",desktop, 2024-11-15 07:53:57.688356 ,1.0,3.0
CUST1257,nan,"LONDON, UK",desktop,2024-05-23 19:08:48.310317,7.0,8.0
CUST1258,Customer 258,"tokyo, japan", mobile ,2024-02-21 17:09:11.404972,6.7,3.0
CUST1259, Customer 259 ,"London, UK",mobile,2023-03-13 00:51:51.864172,15.2,5.0
nan, CUSTOMER 260 ,"SÃO PAULO, BRAZIL",mobile, 2024-03-25 13:41:12.426757 ,5.1,6.0
NAN,Customer 261," London, UK ",TABLET,2024-12-24 17:30:17.086425,7.3,5.0
 cust1262 ,Customer 262," São Paulo, Brazil ",desktop,2023-04-13 09:38:02.267915,10.3,4.0
cust1263,Customer 263,"São Paulo, Brazil", mobile ,2024-01-14 21:34:31.515850,11.9,3.0
CUST1264,Customer 264,"Mumbai, India",desktop,2024-10-03 08:37:59.426054,14.0,4.0
CUST1265,Customer 265,"LONDON, UK",desktop, 2024-06-25 12:02:40.667567 ,9.6,0.0
CUST1266,customer 266,"São Paulo, Brazil", mobile , nan ,2.5,8.0
CUST1267,Customer 267,"Sydney, Australia",mobile, 2024-05-28 12:22:50.770092 ,11.2,
cust1268, Customer 268 ,nan, DESKTOP , 2023-09-20 18:54:45.925198 ,4.8,4.0
CUST1372,CUSTOMER 372,"Tokyo, Japan",desktop,2023-03-11 00:54:26.292607,6.0,4.0
cust1321,Customer 321,"London, UK",MOBILE, 2024-06-06 08:52:15.124260 ,11.7,5.0
NAN,customer 271,"Mumbai, India",mobile,2024-08-15 04:37:45.826506,78.09479425628119,7.0
 CUST1272 ,nan,"LONDON, UK",desktop,2024-09-25 19:55:00.325810,38.9,4.0
CUST1273,CUSTOMER 273,"London, UK",tablet,2024-10-29 13:53:32.114583,14.2,5.0
CUST1274, CUSTOMER 274 ,"São Paulo, Brazil",desktop,2024-01-09 18:59:27.764219,11.0,1.0
CUST1275,Customer 275,"tokyo, japan", mobile ,2024-01-02 14:36:06.746372,78.09479425628119,
CUST1276,Customer 276," NEW YORK, USA ",DESKTOP,2024-08-06 13:17:26.231255,2.7,
cust1277,Customer 277,"São Paulo, Brazil",desktop,2024-04-20 02:58:01.925634,7.1,19.594182152941713
NAN,Customer 278,"Berlin, Germany",mobile, 2024-05-28 03:18:24.820593 ,4.0,1.0
CUST1279,Customer 279,"Sydney, Australia",DESKTOP,2024-08-04 17:23:11.733313,24.4,4.0
CUST1280,Customer 280,"Toronto, Canada",mobile,2024-10-12 14:15:13.380651,11.1,3.0
