dataset,x,y,test,stat,p_value,n,effect_size,notes,p_adj,significant,alt_test,alt_p_value
products_features,cost_price,quantity_std,Spearman,-0.2353476844642024,0.0082405476798132,125,-0.2353476844642024,numeric-numeric,0.023370733583732515,True,,
products_features,price,discount_percent,Pearson,-0.014048813038095298,0.8749353438464152,128,-0.014048813038095298,numeric-numeric,0.9463577034219859,False,,
products_features,price,discount_percent,Spearman,-0.035383658396103496,0.6917232625852849,128,-0.035383658396103496,numeric-numeric,0.8487101023209525,False,,
products_features,price,average_rating,Pearson,0.024098892442948126,0.7871506793168337,128,0.024098892442948126,numeric-numeric,0.9078471168120815,False,,
products_features,price,average_rating,Spearman,-0.004681247408499412,0.9581757089016542,128,-0.004681247408499412,numeric-numeric,0.9810356513794757,False,,
products_features,price,stock_available,Pearson,-0.09808087958597471,0.2650572171977569,131,-0.09808087958597471,numeric-numeric,0.46008259440011984,False,,
products_features,price,stock_available,Spearman,-0.21885668387057705,0.012023769019009877,131,-0.21885668387057705,numeric-numeric,0.03308378326662878,True,,
products_features,price,times_purchased,Pearson,-0.20842616578288214,0.015661616760540488,134,-0.20842616578288214,numeric-numeric,0.042156830383241056,True,,
products_features,price,times_purchased,Spearman,-0.24162431798248685,0.004914287833977423,134,-0.24162431798248685,numeric-numeric,0.014574373633338758,True,,
products_features,price,total_quantity_sold,Pearson,-0.22560651527034337,0.008767260608965452,134,-0.22560651527034337,numeric-numeric,0.024595720302989562,True,,
products_features,price,total_quantity_sold,Spearman,-0.2553574728271792,0.0029031119723493984,134,-0.2553574728271792,numeric-numeric,0.009022246189516992,True,,
products_features,price,total_revenue,Pearson,0.2927860401521745,0.0005968527217853456,134,0.2927860401521745,numeric-numeric,0.0020114711857571062,True,,
products_features,price,total_revenue,Spearman,0.2379099456256148,0.00563899696834086,134,0.2379099456256148,numeric-numeric,0.01653468602581303,True,,
products_features,price,avg_order_value_per_order,Pearson,0.44755960710857334,5.898191513359875e-08,134,0.44755960710857334,numeric-numeric,2.708992385339624e-07,True,,
products_features,price,avg_order_value_per_order,Spearman,0.3915257033458782,2.8980647708218648e-06,134,0.3915257033458782,numeric-numeric,1.212980335529474e-05,True,,
products_features,price,unique_customers,Pearson,-0.20469188371001842,0.017670157417387516,134,-0.20469188371001842,numeric-numeric,0.047272225255794435,True,,
products_features,price,unique_customers,Spearman,-0.23377071367392321,0.006557592374394647,134,-0.23377071367392321,numeric-numeric,0.019013354426317443,True,,
products_features,price,quantity_std,Pearson,-0.2884455746076685,0.0007252528414377225,134,-0.2884455746076685,numeric-numeric,0.0023673347465797356,True,,
products_features,price,quantity_std,Spearman,-0.27256926459135405,0.0014414972164644554,134,-0.27256926459135405,numeric-numeric,0.004589797885552469,True,,
products_features,discount_percent,average_rating,Pearson,-0.04885629499776357,0.5930652184767257,122,-0.04885629499776357,numeric-numeric,0.765673752212489,False,,
products_features,discount_percent,average_rating,Spearman,0.010138462253909629,0.9117487719819704,122,0.010138462253909629,numeric-numeric,0.9540274448762956,False,,
products_features,discount_percent,stock_available,Pearson,-0.11450986219152151,0.20352077944804542,125,-0.11450986219152151,numeric-numeric,0.38988406502765177,False,,
products_features,discount_percent,stock_available,Spearman,-0.05491784155614837,0.5429944779515403,125,-0.05491784155614837,numeric-numeric,0.7226003437355113,False,,
products_features,discount_percent,times_purchased,Pearson,-0.06148526929626525,0.49053686526421775,128,-0.06148526929626525,numeric-numeric,0.68994209504642,False,,
products_features,discount_percent,times_purchased,Spearman,0.0071621053547844754,0.9360494711771501,128,0.0071621053547844754,numeric-numeric,0.9735664840499817,False,,
products_features,discount_percent,total_quantity_sold,Pearson,-0.07225992462471169,0.4176136202382399,128,-0.07225992462471169,numeric-numeric,0.6264204303573598,False,,
products_features,discount_percent,total_quantity_sold,Spearman,0.010019202143646749,0.9106290211425829,128,0.010019202143646749,numeric-numeric,0.9540274448762956,False,,
products_features,discount_percent,total_revenue,Pearson,-0.0496125159565466,0.5781165522283069,128,-0.0496125159565466,numeric-numeric,0.7519861919962187,False,,
products_features,discount_percent,total_revenue,Spearman,-0.050878358260064656,0.5684432073678795,128,-0.050878358260064656,numeric-numeric,0.7450051126866905,False,,
products_features,discount_percent,avg_order_value_per_order,Pearson,-0.07050808230124618,0.42902131274371935,128,-0.07050808230124618,numeric-numeric,0.6359990482056833,False,,
products_features,discount_percent,avg_order_value_per_order,Spearman,-0.0930340322482015,0.29625327353481407,128,-0.0930340322482015,numeric-numeric,0.4928059261684888,False,,
products_features,discount_percent,unique_customers,Pearson,-0.05171806262685147,0.5620688123909056,128,-0.05171806262685147,numeric-numeric,0.7385157307110886,False,,
products_features,discount_percent,unique_customers,Spearman,0.02425682064504345,0.7857893022334065,128,0.02425682064504345,numeric-numeric,0.9078471168120815,False,,
products_features,discount_percent,quantity_std,Pearson,-0.08294123444349658,0.35197115799878254,128,-0.08294123444349658,numeric-numeric,0.5603467208630925,False,,
products_features,discount_percent,quantity_std,Spearman,-0.017240152136089124,0.846840707080506,128,-0.017240152136089124,numeric-numeric,0.9459057740014539,False,,
products_features,average_rating,stock_available,Pearson,0.014184384583701316,0.8752441187717789,125,0.014184384583701316,numeric-numeric,0.9463577034219859,False,,
products_features,average_rating,stock_available,Spearman,-0.017330482052424812,0.8478765454044556,125,-0.017330482052424812,numeric-numeric,0.9459057740014539,False,,
products_features,average_rating,times_purchased,Pearson,-0.03005627884248495,0.7362765012282156,128,-0.03005627884248495,numeric-numeric,0.8720194568743352,False,,
products_features,average_rating,times_purchased,Spearman,-0.025105505567302143,0.7784846213928505,128,-0.025105505567302143,numeric-numeric,0.9059047500064784,False,,
products_features,average_rating,total_quantity_sold,Pearson,-0.02876776479850162,0.7471920700123555,128,-0.02876776479850162,numeric-numeric,0.877359014335775,False,,
products_features,average_rating,total_quantity_sold,Spearman,-0.04848187154742202,0.586820876906298,128,-0.04848187154742202,numeric-numeric,0.7614000877859217,False,,
products_features,average_rating,total_revenue,Pearson,-0.04596493029999055,0.6064098838379057,128,-0.04596493029999055,numeric-numeric,0.7695030066304965,False,,
products_features,average_rating,total_revenue,Spearman,-0.09423440846598746,0.2900378898718145,128,-0.09423440846598746,numeric-numeric,0.4855795640111991,False,,
products_features,average_rating,avg_order_value_per_order,Pearson,-0.1192964498873081,0.17984247799350114,128,-0.1192964498873081,numeric-numeric,0.3617761475915779,False,,
products_features,average_rating,avg_order_value_per_order,Spearman,-0.15912436366886076,0.07280112063671226,128,-0.15912436366886076,numeric-numeric,0.16867759647523958,False,,
products_features,average_rating,unique_customers,Pearson,-0.030389587007002783,0.7334613417473006,128,-0.030389587007002783,numeric-numeric,0.8720194568743352,False,,
products_features,average_rating,unique_customers,Spearman,-0.021317581390763934,0.8112280163594834,128,-0.021317581390763934,numeric-numeric,0.9233055712512541,False,,
products_features,average_rating,quantity_std,Pearson,-0.06817160240019068,0.444511140811057,128,-0.06817160240019068,numeric-numeric,0.6516985369518039,False,,
products_features,average_rating,quantity_std,Spearman,-0.10776078560785059,0.22599375396189533,128,-0.10776078560785059,numeric-numeric,0.41142553431058215,False,,
products_features,stock_available,times_purchased,Pearson,-0.031109883786879483,0.7242821042096513,131,-0.031109883786879483,numeric-numeric,0.8701444724185394,False,,
products_features,stock_available,times_purchased,Spearman,-0.077543221759695,0.37867347280607433,131,-0.077543221759695,numeric-numeric,0.5880393818981426,False,,
products_features,stock_available,total_quantity_sold,Pearson,-0.05374081375705967,0.5421020364761276,131,-0.05374081375705967,numeric-numeric,0.7226003437355113,False,,
products_features,stock_available,total_quantity_sold,Spearman,-0.10920003671452114,0.21438807154240191,131,-0.10920003671452114,numeric-numeric,0.403142786704734,False,,
products_features,stock_available,total_revenue,Pearson,-0.13310766167342858,0.1296108611912512,131,-0.13310766167342858,numeric-numeric,0.27682319735909205,False,,
products_features,stock_available,total_revenue,Spearman,-0.22937480286203468,0.008404138137108564,131,-0.22937480286203468,numeric-numeric,0.02370515050630079,True,,
products_features,stock_available,avg_order_value_per_order,Pearson,-0.07495255377380783,0.3948543997052695,131,-0.07495255377380783,numeric-numeric,0.6009660804898382,False,,
products_features,stock_available,avg_order_value_per_order,Spearman,-0.20392918855042125,0.01947491251378911,131,-0.20392918855042125,numeric-numeric,0.051307003018561156,False,,
products_features,stock_available,unique_customers,Pearson,-0.02507888861899351,0.7761539063113921,131,-0.02507888861899351,numeric-numeric,0.9052221963496911,False,,
products_features,stock_available,unique_customers,Spearman,-0.07238344406183253,0.4113019046422416,131,-0.07238344406183253,numeric-numeric,0.6187411261139808,False,,
products_features,stock_available,quantity_std,Pearson,0.15029638752702332,0.08662405907021642,131,0.15029638752702332,numeric-numeric,0.19632264915913678,False,,
products_features,stock_available,quantity_std,Spearman,0.016836450205056298,0.8486285241080326,131,0.016836450205056298,numeric-numeric,0.9459057740014539,False,,
products_features,times_purchased,total_quantity_sold,Pearson,0.9550627401913179,1.4097038755919055e-71,134,0.9550627401913179,numeric-numeric,1.662809798709543e-70,True,,
products_features,times_purchased,total_quantity_sold,Spearman,0.9609424660592492,1.6332889955976082e-75,134,0.9609424660592492,numeric-numeric,2.1191924717878964e-74,True,,
products_features,times_purchased,total_revenue,Pearson,0.7336458307158654,6.672952519867231e-24,134,0.7336458307158654,numeric-numeric,4.9475176540158466e-23,True,,
products_features,times_purchased,total_revenue,Spearman,0.7529142905520446,9.501473893251803e-26,134,0.7529142905520446,numeric-numeric,7.251860221467185e-25,True,,
products_features,times_purchased,avg_order_value_per_order,Pearson,0.29680955426255545,0.0004968547810549267,134,0.29680955426255545,numeric-numeric,0.00170773265806296,True,,
products_features,times_purchased,avg_order_value_per_order,Spearman,0.430606107519436,2.0657643713059163e-07,134,0.430606107519436,numeric-numeric,9.085861938201446e-07,True,,
products_features,times_purchased,unique_customers,Pearson,0.9905225433779311,1.092425181015938e-115,134,0.9905225433779311,numeric-numeric,1.6675549086684465e-114,True,,
products_features,times_purchased,unique_customers,Spearman,0.9886444148490487,1.5642807921019677e-110,134,0.9886444148490487,numeric-numeric,2.319604946002632e-109,True,,
products_features,times_purchased,quantity_std,Pearson,0.6314746338972843,2.837038681903744e-16,134,0.6314746338972843,numeric-numeric,1.7740037059133047e-15,True,,
products_features,times_purchased,quantity_std,Spearman,0.6736105760239615,4.746515465758004e-19,134,0.6736105760239615,numeric-numeric,3.1582583676005183e-18,True,,
products_features,total_quantity_sold,total_revenue,Pearson,0.7335427199784175,6.819720911884688e-24,134,0.7335427199784175,numeric-numeric,4.985119934180498e-23,True,,
products_features,total_quantity_sold,total_revenue,Spearman,0.7720017245363888,9.400658423724053e-28,134,0.7720017245363888,numeric-numeric,7.392335942292097e-27,True,,
products_features,total_quantity_sold,avg_order_value_per_order,Pearson,0.3318640370970617,8.95748459714612e-05,134,0.3318640370970617,numeric-numeric,0.00033748779766734676,True,,
products_features,total_quantity_sold,avg_order_value_per_order,Spearman,0.485924489793422,2.65398182252086e-09,134,0.485924489793422,numeric-numeric,1.3118253008460251e-08,True,,
products_features,total_quantity_sold,unique_customers,Pearson,0.9497761317020991,1.827772745194268e-68,134,0.9497761317020991,numeric-numeric,2.1080312327907223e-67,True,,
products_features,total_quantity_sold,unique_customers,Spearman,0.9593393766770485,2.2044603947300455e-74,134,0.9593393766770485,numeric-numeric,2.7905242557680333e-73,True,,
products_features,total_quantity_sold,quantity_std,Pearson,0.6105146874469797,4.807509812075449e-15,134,0.6105146874469797,numeric-numeric,2.86792826720363e-14,True,,
products_features,total_quantity_sold,quantity_std,Spearman,0.6781916424851898,2.2218609786080084e-19,134,0.6781916424851898,numeric-numeric,1.4975920102565666e-18,True,,
products_features,total_revenue,avg_order_value_per_order,Pearson,0.6960578712728263,1.0048126429800858e-20,134,0.6960578712728263,numeric-numeric,6.953303489422194e-20,True,,
products_features,total_revenue,avg_order_value_per_order,Spearman,0.8676061999145879,7.072039587315253e-42,134,0.8676061999145879,numeric-numeric,6.328256113476925e-41,True,,
products_features,total_revenue,unique_customers,Pearson,0.7364259949392502,3.6973605975567455e-24,134,0.7364259949392502,numeric-numeric,2.7810581885970305e-23,True,,
products_features,total_revenue,unique_customers,Spearman,0.7589108966228413,2.3339884606314802e-26,134,0.7589108966228413,numeric-numeric,1.8079701657727437e-25,True,,
products_features,total_revenue,quantity_std,Pearson,0.41457623673221783,6.355939805554411e-07,134,0.41457623673221783,numeric-numeric,2.748943965902283e-06,True,,
products_features,total_revenue,quantity_std,Spearman,0.5221832718416283,9.745795072678737e-11,134,0.5221832718416283,numeric-numeric,5.268820461166942e-10,True,,
products_features,avg_order_value_per_order,unique_customers,Pearson,0.30732012238250495,0.00030387523179124717,134,0.30732012238250495,numeric-numeric,0.0010656165222949815,True,,
products_features,avg_order_value_per_order,unique_customers,Spearman,0.44380107891273,7.833773894064034e-08,134,0.44380107891273,numeric-numeric,3.535416218277595e-07,True,,
products_features,avg_order_value_per_order,quantity_std,Pearson,0.17452960095161954,0.04370533039815306,134,0.17452960095161954,numeric-numeric,0.10649326984338704,False,,
products_features,avg_order_value_per_order,quantity_std,Spearman,0.2912007934198724,0.0006411029783020326,134,0.2912007934198724,numeric-numeric,0.002132900293197147,True,,
products_features,unique_customers,quantity_std,Pearson,0.6336037814932549,2.1025929727860058e-16,134,0.6336037814932549,numeric-numeric,1.3307875035072402e-15,True,,
products_features,unique_customers,quantity_std,Spearman,0.6679119815744721,1.1976037204577428e-18,134,0.6679119815744721,numeric-numeric,7.867801657184413e-18,True,,
products_features,category,cost_price,ANOVA,0.8710546102592022,0.5184574814309831,125,0.042412427285096754,7 groups,0.7091587428671748,False,Kruskal,0.5574011603012488
products_features,category,price,ANOVA,0.9263362085716098,0.47847027949018506,134,0.04192894075118426,7 groups,0.6829047970632165,False,Kruskal,0.39342311659770623
products_features,category,discount_percent,ANOVA,0.4839901448206048,0.8192240635702238,128,0.023437033951935967,7 groups,0.9283346921243366,False,Kruskal,0.5490092778007587
products_features,category,average_rating,ANOVA,0.5088559168466762,0.8006813808191652,128,0.024611514160828914,7 groups,0.9173369462365271,False,Kruskal,0.7875489250098994
products_features,category,stock_available,ANOVA,1.561672390696944,0.16386945107053472,131,0.07025591910699275,7 groups,0.33676984911053603,False,Kruskal,0.13908639686743124
products_features,category,times_purchased,ANOVA,1.3653486934466488,0.23356446006885023,134,0.060595941890915835,7 groups,0.4151368314237441,False,Kruskal,0.20483004453636225
products_features,category,total_quantity_sold,ANOVA,1.4038959821938597,0.2181021887361588,134,0.06220030949315902,7 groups,0.4058899569547518,False,Kruskal,0.326359728040653
products_features,category,total_revenue,ANOVA,0.44867592432119424,0.8447875727569049,134,0.020757289523982,7 groups,0.9459057740014539,False,Kruskal,0.6190080899778325
products_features,category,avg_order_value_per_order,ANOVA,0.7660011357810791,0.597986360068015,134,0.03492512368675875,7 groups,0.7694648249108844,False,Kruskal,0.5146289579634564
products_features,category,unique_customers,ANOVA,1.3797711621761979,0.22767413031957515,134,0.06119685835299026,7 groups,0.41142553431058215,False,Kruskal,0.2133247438508227
products_features,category,quantity_std,ANOVA,1.601474847988787,0.1519527711816965,134,0.07033840891044826,7 groups,0.3192853775032408,False,Kruskal,0.11454959327689451
products_features,brand,cost_price,ANOVA,0.9594753840985795,0.46496835546165827,125,0.06235199280187912,8 groups,0.6721965918791104,False,Kruskal,0.6991099310907947
products_features,brand,price,ANOVA,0.7439685932784674,0.6352495618710896,134,0.0455991714923004,8 groups,0.8002294238133386,False,Kruskal,0.6603053354322816
products_features,brand,discount_percent,ANOVA,0.6182856825248484,0.7397267392853237,128,0.04032498310449494,8 groups,0.872541312929734,False,Kruskal,0.9750717264407575
products_features,brand,average_rating,ANOVA,0.9490458453579118,0.4724841772205536,128,0.06004267462704402,8 groups,0.6792778060317654,False,Kruskal,0.7862871821192626
products_features,brand,stock_available,ANOVA,0.784947611260412,0.6013681560519701,131,0.04928159425469433,8 groups,0.7694648249108844,False,Kruskal,0.2053225664988937
products_features,brand,times_purchased,ANOVA,0.6483123326183328,0.7150261700109328,134,0.0399705726776792,8 groups,0.867298304635618,False,Kruskal,0.8569240948398609
products_features,brand,total_quantity_sold,ANOVA,0.7134079149548409,0.6607373827165002,134,0.043808110419245413,8 groups,0.8213821542641263,False,Kruskal,0.9090705768669534
products_features,brand,total_revenue,ANOVA,1.3037298966815634,0.2553634840648367,134,0.0772573424507562,8 groups,0.44624123983047226,False,Kruskal,0.5158113285041408
products_features,brand,avg_order_value_per_order,ANOVA,0.9382571264736764,0.4802702330020694,134,0.05683070796392525,8 groups,0.6829047970632165,False,Kruskal,0.6171420480141037
products_features,brand,unique_customers,ANOVA,0.5601638097117312,0.7866886630139142,134,0.034724644441588265,8 groups,0.9078471168120815,False,Kruskal,0.9028758596581952
products_features,brand,quantity_std,ANOVA,0.6600535997689775,0.7052708982519451,134,0.04066502324354763,8 groups,0.8592384887153979,False,Kruskal,0.5987382209729857
products_features,color,cost_price,ANOVA,1.4564667963337288,0.201438281060045,125,0.0834342260278937,7 groups,0.38988406502765177,False,Kruskal,0.31772102738139096
products_features,color,price,ANOVA,0.8705487371553653,0.5192299080723053,134,0.04738828162463302,7 groups,0.7091587428671748,False,Kruskal,0.47849066700188214
products_features,color,discount_percent,ANOVA,1.0660526841065925,0.3881119221080326,128,0.060688232198639364,7 groups,0.5959470046570087,False,Kruskal,0.09845691694419512
products_features,color,average_rating,ANOVA,0.7619073925897067,0.6015637330918834,128,0.044138076706215175,7 groups,0.7694648249108844,False,Kruskal,0.4380624516130046
products_features,color,stock_available,ANOVA,0.35709956720141706,0.9042481374551736,131,0.020573688928777308,7 groups,0.9527236245065358,False,Kruskal,0.17095905172323372
products_features,color,times_purchased,ANOVA,2.562087193651126,0.023474776939794537,134,0.12770790840057394,7 groups,0.06001679424509047,False,Kruskal,0.0347464678544316
products_features,color,total_quantity_sold,ANOVA,2.1929680979272383,0.049326012287876655,134,0.11135792669861973,7 groups,0.11962710456732703,False,Kruskal,0.03175543096248453
products_features,color,total_revenue,ANOVA,1.5700829892479642,0.16311109257408318,134,0.08233225781624566,7 groups,0.33676984911053603,False,Kruskal,0.021511040104980384
products_features,color,avg_order_value_per_order,ANOVA,1.7507327209354053,0.11649583905590735,134,0.09094369270586058,7 groups,0.25619212063566066,False,Kruskal,0.04035682875456668
products_features,color,unique_customers,ANOVA,2.2676321822466017,0.04250828320584297,134,0.11471440592076433,7 groups,0.10455828902290284,False,Kruskal,0.055349994006794995
products_features,color,quantity_std,ANOVA,1.0145702034504493,0.41995155118545086,134,0.054798474515026556,7 groups,0.628111974251438,False,Kruskal,0.39977417483027405
products_features,material,cost_price,ANOVA,1.4696404400328476,0.17724244561566824,125,0.10156717066492016,9 groups,0.3579331878386452,False,Kruskal,0.24656931025865936
products_features,material,price,ANOVA,0.609523245179444,0.7868215567650012,134,0.045529957392771145,10 groups,0.9078471168120815,False,Kruskal,0.5801915967716458
products_features,material,discount_percent,ANOVA,1.0877375991789686,0.3777617722611074,128,0.08241155142046191,10 groups,0.5880393818981426,False,Kruskal,0.20751718070439262
products_features,material,average_rating,ANOVA,1.9495643409030579,0.05215579898290193,128,0.13756658923835244,10 groups,0.1259016728936098,False,Kruskal,0.24377721443084485
products_features,material,stock_available,ANOVA,1.109534678001072,0.3619476357958198,131,0.08186043876692062,10 groups,0.572616905243875,False,Kruskal,0.12251929452788171
products_features,material,times_purchased,ANOVA,0.513094159602178,0.8625747131308295,134,0.038605003646083214,10 groups,0.9459057740014539,False,Kruskal,0.9590584394474785
products_features,material,total_quantity_sold,ANOVA,0.5370970555424937,0.8448499258265348,134,0.040338122758647094,10 groups,0.9459057740014539,False,Kruskal,0.9574361783757004
products_features,material,total_revenue,ANOVA,1.8748326382975133,0.06252975629377369,134,0.1279521249156154,10 groups,0.14751337962031155,False,Kruskal,0.25074549469560103
products_features,material,avg_order_value_per_order,ANOVA,1.3718382776684872,0.20890175496593827,134,0.09695233229600314,10 groups,0.3956934701727079,False,Kruskal,0.1258569918716447
products_features,material,unique_customers,ANOVA,0.47168230498836894,0.8910064158147031,134,0.03560011517766645,10 groups,0.9513699352647933,False,Kruskal,0.9736992264058212
products_features,material,quantity_std,ANOVA,0.8089856329147117,0.6088467133622433,134,0.05954218885404726,10 groups,0.7707108395975714,False,Kruskal,0.3910549749930846
products_features,category,brand,Chi-square,84.48953791383751,0.14896427687218122,134,0.3241704643279273,cat-cat,0.31427829144984576,False,,
products_features,category,color,Chi-square,73.45633613108038,0.43012652393101125,134,0.30226412647399137,cat-cat,0.6359990482056833,False,,
products_features,category,material,Chi-square,72.25341940599684,0.4694432154045027,134,0.2997789803707648,cat-cat,0.6767806355414914,False,,
products_features,brand,color,Chi-square,146.43540535675152,0.42781166293518325,134,0.3017727528722387,cat-cat,0.6359990482056833,False,,
products_features,brand,material,Chi-square,123.36861230817115,0.8923983512329139,134,0.27698695605296925,cat-cat,0.9513699352647933,False,,
products_features,color,material,Chi-square,168.53029167855385,0.07935091774529592,134,0.3237397030369981,cat-cat,0.18222622260977248,False,,
transactions_features,quantity,price_per_unit,Pearson,-0.14210770179029622,0.0001726523312138358,694,-0.14210770179029622,numeric-numeric,0.0006179762751722812,False,,
transactions_features,quantity,price_per_unit,Spearman,-0.12091317395838375,0.0014163617762124488,694,-0.12091317395838375,numeric-numeric,0.004555820174588327,False,,
transactions_features,quantity,total_amount,Pearson,0.43883307654470205,4.94655278550556e-34,694,0.43883307654470205,numeric-numeric,4.140743380124816e-33,True,,
transactions_features,quantity,total_amount,Spearman,0.4631540911292678,3.404736418763453e-38,694,0.4631540911292678,numeric-numeric,2.945097002230387e-37,True,,
transactions_features,quantity,line_amount,Pearson,0.43883307654470205,4.94655278550556e-34,694,0.43883307654470205,numeric-numeric,4.140743380124816e-33,True,,
transactions_features,quantity,line_amount,Spearman,0.4631540911292678,3.404736418763453e-38,694,0.4631540911292678,numeric-numeric,2.945097002230387e-37,True,,
transactions_features,quantity,cart_unique_items,Pearson,0.028509542529903214,0.45629904450685327,685,0.028509542529903214,numeric-numeric,0.6615061567012761,False,,
transactions_features,quantity,cart_unique_items,Spearman,0.025143867887450978,0.5111937845872717,685,0.025143867887450978,numeric-numeric,0.7037389236095333,False,,
transactions_features,quantity,avg_session_time_min,Pearson,,,376,,numeric-numeric,,False,,
transactions_features,quantity,avg_session_time_min,Spearman,,,376,,numeric-numeric,,False,,
transactions_features,quantity,wishlist_items_count,Pearson,-0.05805251089616719,0.26148883645603543,376,-0.05805251089616719,numeric-numeric,0.4554117655056456,False,,
transactions_features,quantity,wishlist_items_count,Spearman,-0.05652920995981992,0.27423275766225436,376,-0.05652920995981992,numeric-numeric,0.47284651570335556,False,,
transactions_features,quantity,cost_price,Pearson,-0.04914391739529285,0.3727942760787467,331,-0.04914391739529285,numeric-numeric,0.5863037251056653,False,,
transactions_features,quantity,cost_price,Spearman,-0.03662293506339642,0.5066915365657139,331,-0.03662293506339642,numeric-numeric,0.7002117511687173,False,,
transactions_features,quantity,price,Pearson,-0.07130895201271546,0.17401551505734397,365,-0.07130895201271546,numeric-numeric,0.3527892668545372,False,,
transactions_features,quantity,price,Spearman,-0.06848759670476964,0.19172300712378654,365,-0.06848759670476964,numeric-numeric,0.3769100026410803,False,,
transactions_features,quantity,discount_percent,Pearson,-0.021825555523879017,0.6840766269194121,350,-0.021825555523879017,numeric-numeric,0.843315366677375,False,,
transactions_features,quantity,discount_percent,Spearman,0.033592521883183284,0.5310610303400143,350,0.033592521883183284,numeric-numeric,0.7215200909593387,False,,
transactions_features,quantity,average_rating,Pearson,-0.006853985797927245,0.8983316819704478,350,-0.006853985797927245,numeric-numeric,0.9514982509033927,False,,
transactions_features,quantity,average_rating,Spearman,-0.07485915948614529,0.1622818658811515,350,-0.07485915948614529,numeric-numeric,0.33676984911053603,False,,
transactions_features,quantity,stock_available,Pearson,-0.03225346306571242,0.5418638775930785,360,-0.03225346306571242,numeric-numeric,0.7226003437355113,False,,
transactions_features,quantity,stock_available,Spearman,0.0037695635322286176,0.9431797250450373,360,0.0037695635322286176,numeric-numeric,0.9770664217532423,False,,
transactions_features,price_per_unit,total_amount,Pearson,0.753737310908357,2.7522556095753236e-128,694,0.753737310908357,numeric-numeric,5.290446893961455e-127,True,,
transactions_features,price_per_unit,total_amount,Spearman,0.7929353341101125,4.8770685517018746e-151,694,0.7929353341101125,numeric-numeric,1.3322097780701437e-149,True,,
transactions_features,price_per_unit,line_amount,Pearson,0.753737310908357,2.7522556095753236e-128,694,0.753737310908357,numeric-numeric,5.290446893961455e-127,True,,
transactions_features,price_per_unit,line_amount,Spearman,0.7929353341101125,4.8770685517018746e-151,694,0.7929353341101125,numeric-numeric,1.3322097780701437e-149,True,,
transactions_features,price_per_unit,cart_unique_items,Pearson,-0.04081484491380136,0.2860981662514945,685,-0.04081484491380136,numeric-numeric,0.4851004193015212,False,,
transactions_features,price_per_unit,cart_unique_items,Spearman,-0.023059172511874882,0.5468452364003549,685,-0.023059172511874882,numeric-numeric,0.7258636258101897,False,,
